S&P 500,SP,BofA AAA US ,BofA,MCSI REIT Index,MCSI
,,614.920,-0.15,,
,,614.700,-0.04,,
,,614.130,-0.09,,
,,614.800,0.11,,
,,620.080,0.86,,
,,619.150,-0.15,,
,,619.400,0.04,,
,,619.120,-0.05,,
,,621.840,0.44,,
,,622.940,0.18,,
,,622.930,0.00,,
,,623.570,0.10,,
,,625.000,0.23,,
,,621.900,-0.50,,
,,621.080,-0.13,,
,,618.940,-0.34,,
,,617.520,-0.23,,
,,615.910,-0.26,,
,,615.960,0.01,,
,,617.030,0.17,,
,,615.240,-0.29,,
,,614.210,-0.17,,
,,615.830,0.26,,
,,616.580,0.12,,
,,618.990,0.39,,
,,617.810,-0.19,,
,,619.350,0.25,,
,,620.680,0.21,,
,,623.190,0.40,,
,,623.030,-0.03,,
,,623.490,0.07,,
,,625.620,0.34,,
,,623.780,-0.29,,
,,619.060,-0.76,,
,,620.730,0.27,,
,,619.050,-0.27,,
,,620.890,0.30,,
,,620.110,-0.13,,
,,622.900,0.45,,
,,622.510,-0.06,,
,,624.320,0.29,,
,,621.490,-0.45,,
,,621.920,0.07,,
,,619.750,-0.35,,
,,621.710,0.32,,
,,622.260,0.09,,
,,621.970,-0.05,,
,,621.250,-0.12,,
,,618.690,-0.41,,
,,621.400,0.44,,
,,622.890,0.24,,
,,623.050,0.03,,
,,623.700,0.10,,
,,622.280,-0.23,,
,,624.730,0.39,,
,,624.100,-0.10,,
,,625.550,0.23,,
,,626.100,0.09,,
,,626.490,0.06,,
,,626.220,-0.04,,
,,627.970,0.28,,
,,625.790,-0.35,,
,,625.950,0.03,,
,,630.820,0.78,,
,,627.710,-0.49,,
,,629.940,0.36,,
,,629.570,-0.06,,
,,625.990,-0.57,,
,,624.320,-0.27,,
,,623.590,-0.12,,
,,624.370,0.13,,
,,625.180,0.13,,
,,624.150,-0.16,,
,,624.100,-0.01,,
,,623.940,-0.03,,
,,624.870,0.15,,
,,625.690,0.13,,
,,628.210,0.40,,
,,628.150,-0.01,,
,,624.240,-0.62,,
,,625.360,0.18,,
,,626.210,0.14,,
,,626.260,0.01,,
,,626.460,0.03,,
,,627.790,0.21,,
,,627.260,-0.08,,
,,625.930,-0.21,,
,,625.190,-0.12,,
,,625.350,0.03,,
,,626.930,0.25,,
,,626.890,-0.01,,
,,627.980,0.17,,
,,630.240,0.36,,
,,629.590,-0.10,,
,,630.390,0.13,,
,,628.420,-0.31,,
,,629.850,0.23,,
,,626.640,-0.51,,
,,627.860,0.19,,
,,626.650,-0.19,,
,,624.450,-0.35,,
,,624.130,-0.05,,
,,625.920,0.29,,
,,629.250,0.53,,
,,627.710,-0.24,,
,,627.800,0.01,,
,,629.190,0.22,,
,,629.280,0.01,,
,,630.290,0.16,,
,,630.150,-0.02,,
,,628.220,-0.31,,
,,626.560,-0.26,,
,,622.030,-0.72,,
,,622.670,0.10,,
,,624.000,0.21,,
,,626.540,0.41,,
,,625.730,-0.13,,
,,626.690,0.15,,
,,627.040,0.06,,
,,630.000,0.47,,
,,632.280,0.36,,
,,632.330,0.01,,
,,631.550,-0.12,,
,,631.740,0.03,,
,,631.510,-0.04,,
,,629.270,-0.35,,
,,628.750,-0.08,,
,,632.650,0.62,,
,,632.390,-0.04,,
,,634.620,0.35,,
,,635.110,0.08,,
,,631.450,-0.58,,
,,631.430,0.00,,
,,632.310,0.14,,
,,631.930,-0.06,,
,,635.350,0.54,,
,,636.830,0.23,,
,,637.620,0.12,,
,,634.690,-0.46,,
,,630.460,-0.67,,
,,627.710,-0.44,,
,,630.600,0.46,,
,,630.420,-0.03,,
,,#N/A,#N/A,,
,,632.230,#N/A,,
,,636.330,0.65,,
,,635.810,-0.08,,
,,636.900,0.17,,
,,636.960,0.01,,
,,#N/A,#N/A,,
,,632.180,#N/A,,
,,633.270,0.17,,
,,632.890,-0.06,,
,,631.870,-0.16,,
,,631.910,0.01,,
,,628.370,-0.56,,
,,628.750,0.06,,
,,631.050,0.37,,
,,631.810,0.12,,
,,631.970,0.03,,
,,632.310,0.05,,
,,630.870,-0.23,,
,,628.820,-0.32,,
,,626.590,-0.35,,
,,625.130,-0.23,,
,,626.980,0.30,,
,,625.470,-0.24,,
,,628.620,0.50,,
,,627.280,-0.21,,
,,626.280,-0.16,,
,,623.850,-0.39,,
,,625.380,0.25,,
,,623.440,-0.31,,
,,618.460,-0.80,,
,,620.510,0.33,,
,,620.730,0.04,,
,,617.310,-0.55,,
,,615.840,-0.24,,
,,614.440,-0.23,,
,,613.810,-0.10,,
,,612.840,-0.16,,
,,609.960,-0.47,,
,,612.670,0.44,,
,,613.540,0.14,,
,,613.710,0.03,,
,,612.530,-0.19,,
,,609.060,-0.57,,
,,610.840,0.29,,
,,612.520,0.28,,
,,613.600,0.18,,
,,611.480,-0.35,,
,,613.600,0.35,,
,,614.620,0.17,,
,,611.290,-0.54,,
,,610.560,-0.12,,
,,612.220,0.27,,
,,611.610,-0.10,,
,,613.110,0.25,,
,,611.430,-0.27,,
,,612.690,0.21,,
,,612.840,0.02,,
,,614.480,0.27,,
,,614.480,0.00,,
,,613.580,-0.15,,
,,614.050,0.08,,
,,611.750,-0.37,,
,,609.570,-0.36,,
,,612.770,0.52,,
,,612.310,-0.08,,
,,612.270,-0.01,,
,,615.490,0.53,,
,,616.260,0.13,,
,,618.750,0.40,,
,,#N/A,#N/A,,
,,618.800,#N/A,,
,,619.340,0.09,,
,,616.880,-0.40,,
,,616.510,-0.06,,
,,614.650,-0.30,,
,,618.180,0.57,,
,,618.560,0.06,,
,,619.030,0.08,,
,,619.510,0.08,,
,,617.670,-0.30,,
,,617.760,0.01,,
,,618.190,0.07,,
,,619.730,0.25,,
,,615.950,-0.61,,
,,612.310,-0.59,,
,,610.480,-0.30,,
,,609.580,-0.15,,
,,608.440,-0.19,,
,,605.220,-0.53,,
,,607.090,0.31,,
,,609.930,0.47,,
,,611.190,0.21,,
,,607.470,-0.61,,
,,608.100,0.10,,
,,608.790,0.11,,
,,608.820,0.00,,
,,608.680,-0.02,,
,,607.880,-0.13,,
,,607.040,-0.14,,
,,609.740,0.44,,
,,610.860,0.18,,
,,610.490,-0.06,,
,,605.400,-0.83,,
,,604.950,-0.07,,
,,603.870,-0.18,,
,,606.090,0.37,,
,,606.280,0.03,,
,,606.370,0.01,,
,,608.890,0.42,,
,,610.990,0.34,,
,,613.370,0.39,,
,,613.540,0.03,,
,,620.510,1.14,,
,,617.010,-0.56,,
,,618.330,0.21,,
,,615.060,-0.53,,
,,613.450,-0.26,,
,,614.150,0.11,,
,,610.440,-0.60,,
,,613.430,0.49,,
,,613.090,-0.06,,
,,612.260,-0.14,,
,,612.680,0.07,,
,,612.090,-0.10,,
,,614.180,0.34,,
,,614.760,0.09,,
,,614.300,-0.07,,
,,615.075,0.13,,
,,612.930,-0.35,,
,,612.460,-0.08,,
,,612.220,-0.04,,
,,613.460,0.20,,
,,613.460,0.00,,
,,616.870,0.56,,
,,615.980,-0.14,,
,,616.430,0.07,,
,,616.480,0.01,,
,,616.040,-0.07,,
,,618.340,0.37,,
,,618.390,0.01,,
,,619.580,0.19,,
,,621.110,0.25,,
,,620.370,-0.12,,
,,620.500,0.02,,
,,622.180,0.27,,
,,622.340,0.03,,
,,623.820,0.24,,
,,622.470,-0.22,,
,,621.920,-0.09,,
,,621.330,-0.09,,
,,622.880,0.25,,
,,619.450,-0.55,,
,,615.040,-0.71,,
,,617.950,0.47,,
,,619.060,0.18,,
,,617.330,-0.28,,
,,618.280,0.15,,
,,617.550,-0.12,,
,,618.810,0.20,,
,,616.380,-0.39,,
,,616.890,0.08,,
,,619.100,0.36,,
,,620.220,0.18,,
,,618.040,-0.35,,
,,617.530,-0.08,,
,,618.930,0.23,,
,,621.860,0.47,,
,,619.510,-0.38,,
,,619.030,-0.08,,
,,620.990,0.32,,
,,621.340,0.06,,
,,621.470,0.02,,
,,624.480,0.48,,
,,623.600,-0.14,,
,,623.980,0.06,,
,,624.260,0.04,,
,,624.010,-0.04,,
,,622.870,-0.18,,
,,621.050,-0.29,,
,,621.750,0.11,,
,,621.900,0.02,,
,,621.520,-0.06,,
,,621.690,0.03,,
,,618.320,-0.54,,
,,618.530,0.03,,
,,620.140,0.26,,
,,616.900,-0.52,,
,,618.250,0.22,,
,,616.630,-0.26,,
,,619.370,0.44,,
,,620.120,0.12,,
,,619.030,-0.18,,
,,619.340,0.05,,
,,616.200,-0.51,,
,,613.980,-0.36,,
,,615.630,0.27,,
,,616.190,0.09,,
,,615.780,-0.07,,
,,614.620,-0.19,,
,,616.760,0.35,,
,,617.260,0.08,,
,,617.060,-0.03,,
,,617.170,0.02,,
,,615.190,-0.32,,
,,617.170,0.32,,
,,611.630,-0.90,,
,,609.510,-0.35,,
,,606.570,-0.48,,
,,606.740,0.03,,
,,608.750,0.33,,
,,607.560,-0.20,,
,,611.140,0.59,,
,,610.680,-0.08,,
,,609.700,-0.16,,
,,610.550,0.14,,
,,608.800,-0.29,,
,,608.580,-0.04,,
,,606.560,-0.33,,
,,606.550,0.00,,
,,606.960,0.07,,
,,609.500,0.42,,
,,607.770,-0.28,,
,,609.670,0.31,,
,,609.340,-0.05,,
,,607.130,-0.36,,
,,605.420,-0.28,,
,,605.920,0.08,,
,,603.220,-0.45,,
,,604.930,0.28,,
,,605.470,0.09,,
,,606.800,0.22,,
,,607.110,0.05,,
,,609.170,0.34,,
,,609.340,0.03,,
,,609.650,0.05,,
,,609.700,0.01,,
,,606.890,-0.46,,
,,608.970,0.34,,
,,608.840,-0.02,,
,,608.940,0.02,,
,,609.400,0.08,,
,,609.460,0.01,,
,,609.970,0.08,,
,,610.500,0.09,,
,,610.050,-0.07,,
,,608.900,-0.19,,
,,609.900,0.16,,
,,609.510,-0.06,,
,,612.390,0.47,,
,,616.900,0.74,,
,,616.950,0.01,,
,,618.170,0.20,,
,,618.500,0.05,,
,,618.550,0.01,,
,,619.290,0.12,,
,,619.890,0.10,,
,,620.180,0.05,,
,,620.130,-0.01,,
,,622.060,0.31,,
,,624.970,0.47,,
,,628.730,0.60,,
,,625.940,-0.44,,
,,624.490,-0.23,,
,,626.200,0.27,,
,,#N/A,#N/A,,
,,623.130,#N/A,,
,,623.670,0.09,,
,,623.050,-0.10,,
,,624.900,0.30,,
,,#N/A,#N/A,,
,,627.660,#N/A,,
,,632.130,0.71,,
,,627.190,-0.78,,
,,627.730,0.09,,
,,627.430,-0.05,,
,,627.350,-0.01,,
,,626.550,-0.13,,
,,627.910,0.22,,
,,626.220,-0.27,,
,,626.150,-0.01,,
,,626.600,0.07,,
,,627.210,0.10,,
,,627.880,0.11,,
,,628.060,0.03,,
,,631.340,0.52,,
,,631.770,0.07,,
,,634.280,0.40,,
,,633.060,-0.19,,
,,633.740,0.11,,
,,634.980,0.20,,
,,635.000,0.00,,
,,639.440,0.70,,
,,637.830,-0.25,,
,,637.090,-0.12,,
,,638.950,0.29,,
,,639.240,0.05,,
,,641.030,0.28,,
,,641.460,0.07,,
,,640.820,-0.10,,
,,639.420,-0.22,,
,,638.990,-0.07,,
,,640.170,0.18,,
,,640.140,0.00,,
,,640.310,0.03,,
,,640.500,0.03,,
,,639.870,-0.10,,
,,636.780,-0.48,,
,,638.490,0.27,,
,,638.260,-0.04,,
,,639.710,0.23,,
,,635.690,-0.63,,
,,635.390,-0.05,,
,,633.990,-0.22,,
,,635.560,0.25,,
,,635.730,0.03,,
,,636.740,0.16,,
,,639.570,0.44,,
,,639.930,0.06,,
,,638.730,-0.19,,
,,642.030,0.52,,
,,641.260,-0.12,,
,,639.550,-0.27,,
,,641.650,0.33,,
,,642.270,0.10,,
,,641.090,-0.18,,
,,644.820,0.58,,
,,645.980,0.18,,
,,651.510,0.86,,
,,653.270,0.27,,
,,654.440,0.18,,
,,656.750,0.35,,
,,656.550,-0.03,,
,,655.960,-0.09,,
,,656.020,0.01,,
,,651.630,-0.67,,
,,652.320,0.11,,
,,650.180,-0.33,,
,,650.850,0.10,,
,,651.720,0.13,,
,,651.030,-0.11,,
,,652.410,0.21,,
,,653.720,0.20,,
,,651.840,-0.29,,
,,649.790,-0.31,,
,,651.490,0.26,,
,,649.250,-0.34,,
,,649.150,-0.02,,
,,651.470,0.36,,
,,#N/A,#N/A,,
,,648.750,#N/A,,
,,650.080,0.21,,
,,652.960,0.44,,
,,652.360,-0.09,,
,,654.050,0.26,,
,,651.610,-0.37,,
,,652.870,0.19,,
,,653.630,0.12,,
,,650.280,-0.51,,
,,651.360,0.17,,
,,652.760,0.21,,
,,655.090,0.36,,
,,653.030,-0.31,,
,,653.110,0.01,,
,,653.060,-0.01,,
,,654.230,0.18,,
,,653.790,-0.07,,
,,656.490,0.41,,
,,655.770,-0.11,,
,,656.960,0.18,,
,,655.990,-0.15,,
,,655.050,-0.14,,
,,656.720,0.25,,
,,661.700,0.76,,
,,660.190,-0.23,,
,,660.370,0.03,,
,,663.570,0.48,,
,,664.600,0.16,,
,,666.790,0.33,,
,,671.050,0.64,,
,,673.450,0.36,,
,,670.230,-0.48,,
,,668.750,-0.22,,
,,669.820,0.16,,
,,674.190,0.65,,
,,671.630,-0.38,,
,,672.350,0.11,,
,,672.440,0.01,,
,,674.490,0.30,,
,,674.920,0.06,,
,,676.300,0.20,,
,,679.090,0.41,,
,,680.890,0.27,,
,,683.950,0.45,,
,,681.580,-0.35,,
,,685.040,0.51,,
,,682.180,-0.42,,
,,682.720,0.08,,
,,686.920,0.62,,
,,687.750,0.12,,
,,687.870,0.02,,
,,686.790,-0.16,,
,,690.080,0.48,,
,,692.520,0.35,,
,,692.580,0.01,,
,,686.420,-0.89,,
,,687.840,0.21,,
,,686.180,-0.24,,
,,685.140,-0.15,,
,,680.790,-0.63,,
,,681.840,0.15,,
,,683.010,0.17,,
,,681.550,-0.21,,
,,685.820,0.63,,
,,686.550,0.11,,
,,686.490,-0.01,,
,,687.100,0.09,,
,,685.700,-0.20,,
,,688.190,0.36,,
,,686.660,-0.22,,
,,687.070,0.06,,
,,688.400,0.19,,
,,687.940,-0.07,,
,,690.300,0.34,,
,,697.060,0.98,,
,,697.460,0.06,,
,,701.010,0.51,,
,,701.420,0.06,,
,,704.910,0.50,,
,,704.990,0.01,,
,,704.220,-0.11,,
,,711.310,1.01,,
,,710.720,-0.08,,
,,717.550,0.96,,
,,720.870,0.46,,
,,720.610,-0.04,,
,,716.070,-0.63,,
,,719.970,0.54,,
,,719.810,-0.02,,
,,717.540,-0.32,,
,,722.970,0.76,,
,,721.510,-0.20,,
,,726.760,0.73,,
,,728.290,0.21,,
,,724.860,-0.47,,
,,725.850,0.14,,
,,725.850,0.00,,
,,725.970,0.02,,
,,727.140,0.16,,
,,727.210,0.01,,
,,719.280,-1.09,,
,,721.900,0.36,,
,,716.030,-0.81,,
,,709.710,-0.88,,
,,708.090,-0.23,,
,,704.500,-0.51,,
,,695.780,-1.24,,
,,700.780,0.72,,
,,702.720,0.28,,
,,706.050,0.47,,
,,708.460,0.34,,
,,710.520,0.29,,
,,713.240,0.38,,
,,718.300,0.71,,
,,711.160,-0.99,,
,,715.250,0.58,,
,,715.490,0.03,,
,,715.690,0.03,,
,,717.760,0.29,,
,,718.350,0.08,,
,,721.890,0.49,,
,,724.060,0.30,,
,,722.160,-0.26,,
,,721.620,-0.07,,
,,719.110,-0.35,,
,,714.870,-0.59,,
,,711.080,-0.53,,
,,711.260,0.03,,
,,710.840,-0.06,,
,,713.270,0.34,,
,,713.130,-0.02,,
,,713.890,0.11,,
,,711.280,-0.37,,
,,714.120,0.40,,
,,714.060,-0.01,,
,,714.280,0.03,,
,,712.000,-0.32,,
,,708.420,-0.50,,
,,709.230,0.11,,
,,711.090,0.26,,
,,717.270,0.87,,
,,715.160,-0.29,,
,,711.040,-0.58,,
,,706.700,-0.61,,
,,711.000,0.61,,
,,703.930,-0.99,,
,,703.550,-0.05,,
,,703.730,0.03,,
,,705.810,0.30,,
,,707.610,0.26,,
,,711.190,0.51,,
,,710.010,-0.17,,
,,711.960,0.27,,
,,713.910,0.27,,
,,716.360,0.34,,
,,713.390,-0.41,,
,,713.970,0.08,,
,,715.870,0.27,,
,,718.550,0.37,,
,,718.530,0.00,,
,,#N/A,#N/A,,
,,717.730,#N/A,,
,,717.790,0.01,,
,,712.020,-0.80,,
,,721.290,1.30,,
,,716.880,-0.61,,
,,716.400,-0.07,,
,,714.800,-0.22,,
,,716.340,0.22,,
,,716.950,0.09,,
,,719.390,0.34,,
,,713.270,-0.85,,
,,720.120,0.96,,
,,716.550,-0.50,,
,,716.590,0.01,,
,,714.820,-0.25,,
,,715.890,0.15,,
,,714.970,-0.13,,
,,713.990,-0.14,,
,,715.870,0.26,,
,,#N/A,#N/A,,
,,716.060,#N/A,,
,,718.530,0.34,,
,,716.610,-0.27,,
,,714.500,-0.29,,
,,#N/A,#N/A,,
,,716.750,#N/A,,
,,721.220,0.62,,
,,716.800,-0.61,,
,,714.940,-0.26,,
,,711.600,-0.47,,
,,714.580,0.42,,
,,718.840,0.60,,
,,717.910,-0.13,,
,,718.910,0.14,,
,,721.340,0.34,,
,,720.140,-0.17,,
,,718.880,-0.17,,
,,719.060,0.03,,
,,724.410,0.74,,
,,726.190,0.25,,
,,728.430,0.31,,
,,732.490,0.56,,
,,735.380,0.39,,
,,732.850,-0.34,,
,,737.100,0.58,,
,,737.070,0.00,,
,,737.810,0.10,,
,,738.150,0.05,,
,,733.170,-0.67,,
,,730.710,-0.34,,
,,732.890,0.30,,
,,738.740,0.80,,
,,740.110,0.19,,
,,737.600,-0.34,,
,,734.920,-0.36,,
,,736.110,0.16,,
,,738.420,0.31,,
,,738.600,0.02,,
,,741.060,0.33,,
,,739.960,-0.15,,
,,741.640,0.23,,
,,743.710,0.28,,
,,747.800,0.55,,
,,750.210,0.32,,
,,749.960,-0.03,,
,,748.150,-0.24,,
,,756.470,1.11,,
,,756.590,0.02,,
,,759.980,0.45,,
,,765.130,0.68,,
,,765.680,0.07,,
,,770.370,0.61,,
,,786.770,2.13,,
,,789.810,0.39,,
,,766.820,-2.91,,
,,759.860,-0.91,,
,,739.690,-2.65,,
,,728.500,-1.51,,
,,737.250,1.20,,
,,709.750,-3.73,,
,,677.510,-4.54,,
,,674.080,-0.51,,
,,661.270,-1.90,,
,,690.440,4.41,,
,,703.590,1.90,,
,,721.730,2.58,,
,,731.410,1.34,,
,,740.650,1.26,,
,,749.000,1.13,,
,,746.570,-0.32,,
,,746.090,-0.06,,
,,747.740,0.22,,
,,747.270,-0.06,,
,,745.440,-0.24,,
,,745.480,0.01,,
,,749.110,0.49,,
,,759.970,1.45,,
,,#N/A,#N/A,,
,,762.020,#N/A,,
,,763.410,0.18,,
,,768.020,0.60,,
,,772.680,0.61,,
,,770.290,-0.31,,
,,772.050,0.23,,
,,774.390,0.30,,
,,769.690,-0.61,,
,,774.100,0.57,,
,,774.400,0.04,,
,,768.630,-0.75,,
,,771.950,0.43,,
,,770.900,-0.14,,
,,769.200,-0.22,,
,,768.460,-0.10,,
,,768.380,-0.01,,
,,767.230,-0.15,,
,,759.930,-0.95,,
,,765.640,0.75,,
,,759.450,-0.81,,
,,753.190,-0.82,,
,,755.720,0.34,,
,,760.810,0.67,,
,,763.270,0.32,,
,,762.670,-0.08,,
,,760.390,-0.30,,
,,767.230,0.90,,
,,774.320,0.92,,
,,773.720,-0.08,,
,,775.920,0.28,,
,,776.110,0.02,,
,,774.020,-0.27,,
,,774.100,0.01,,
,,771.770,-0.30,,
,,777.580,0.75,,
,,777.640,0.01,,
,,775.800,-0.24,,
,,774.530,-0.16,,
,,772.100,-0.31,,
,,767.160,-0.64,,
,,766.770,-0.05,,
,,769.100,0.30,,
,,771.400,0.30,,
,,775.570,0.54,,
,,780.020,0.57,,
,,775.560,-0.57,,
,,775.610,0.01,,
,,777.830,0.29,,
,,777.420,-0.05,,
,,779.900,0.32,,
,,779.630,-0.03,,
,,780.100,0.06,,
,,777.710,-0.31,,
,,777.420,-0.04,,
,,778.780,0.17,,
,,781.600,0.36,,
,,779.620,-0.25,,
,,781.780,0.28,,
,,782.990,0.15,,
,,786.470,0.44,,
,,786.530,0.01,,
,,788.680,0.27,,
,,793.010,0.55,,
,,792.520,-0.06,,
,,799.510,0.88,,
,,797.740,-0.22,,
,,797.910,0.02,,
,,799.230,0.17,,
,,799.610,0.05,,
,,802.080,0.31,,
,,801.370,-0.09,,
,,803.330,0.24,,
,,805.050,0.21,,
,,806.530,0.18,,
,,808.890,0.29,,
,,808.760,-0.02,,
,,806.620,-0.26,,
,,807.750,0.14,,
,,805.710,-0.25,,
,,809.760,0.50,,
,,808.500,-0.16,,
,,804.760,-0.46,,
,,808.840,0.51,,
,,808.360,-0.06,,
,,809.660,0.16,,
,,808.850,-0.10,,
,,806.600,-0.28,,
,,797.550,-1.12,,
,,795.880,-0.21,,
,,789.740,-0.77,,
,,787.370,-0.30,,
,,788.140,0.10,,
,,789.990,0.23,,
,,789.230,-0.10,,
,,792.050,0.36,,
,,793.780,0.22,,
,,794.710,0.12,,
,,791.160,-0.45,,
,,789.750,-0.18,,
,,781.180,-1.09,,
,,782.620,0.18,,
,,788.700,0.78,,
,,792.550,0.49,,
,,798.280,0.72,,
,,800.420,0.27,,
,,788.090,-1.54,,
,,788.270,0.02,,
,,791.870,0.46,,
,,788.630,-0.41,,
,,792.040,0.43,,
,,793.520,0.19,,
,,794.600,0.14,,
,,793.650,-0.12,,
,,792.840,-0.10,,
,,795.480,0.33,,
,,793.270,-0.28,,
,,793.210,-0.01,,
,,793.870,0.08,,
,,792.440,-0.18,,
,,792.350,-0.01,,
,,790.500,-0.23,,
,,789.190,-0.17,,
,,791.810,0.33,,
,,789.680,-0.27,,
,,789.660,0.00,,
,,788.510,-0.15,,
,,783.460,-0.64,,
,,790.110,0.85,,
,,785.400,-0.60,,
,,788.960,0.45,,
,,787.740,-0.15,,
,,787.910,0.02,,
,,793.590,0.72,,
,,794.180,0.07,,
,,791.900,-0.29,,
,,791.360,-0.07,,
,,790.040,-0.17,,
,,785.530,-0.57,,
,,783.810,-0.22,,
,,781.610,-0.28,,
,,783.600,0.25,,
,,787.680,0.52,,
,,789.720,0.26,,
,,787.600,-0.27,,
,,781.250,-0.81,,
,,780.420,-0.11,,
,,780.430,0.00,,
,,782.310,0.24,,
,,781.100,-0.15,,
,,792.750,1.49,,
,,794.320,0.20,,
,,791.100,-0.41,,
,,782.030,-1.15,,
,,780.550,-0.19,,
,,780.610,0.01,,
,,788.170,0.97,,
,,788.080,-0.01,,
,,788.280,0.03,,
,,792.240,0.50,,
,,793.870,0.21,,
,,797.220,0.42,,
,,801.270,0.51,,
,,799.210,-0.26,,
,,796.570,-0.33,,
,,796.110,-0.06,,
,,796.170,0.01,,
,,800.690,0.57,,
,,801.750,0.13,,
,,795.070,-0.83,,
,,794.270,-0.10,,
,,799.470,0.65,,
,,793.430,-0.76,,
,,796.960,0.44,,
,,797.810,0.11,,
,,793.040,-0.60,,
,,796.540,0.44,,
,,796.760,0.03,,
,,795.940,-0.10,,
,,793.900,-0.26,,
,,795.220,0.17,,
,,795.190,0.00,,
,,793.750,-0.18,,
,,794.580,0.10,,
,,797.250,0.34,,
,,793.990,-0.41,,
,,796.670,0.34,,
,,#N/A,#N/A,,
,,797.980,#N/A,,
,,798.200,0.03,,
,,799.670,0.18,,
,,801.950,0.29,,
,,#N/A,#N/A,,
,,799.680,#N/A,,
,,793.580,-0.76,,
,,783.910,-1.22,,
,,782.490,-0.18,,
,,781.040,-0.19,,
,,779.810,-0.16,,
,,778.740,-0.14,,
,,786.470,0.99,,
,,782.790,-0.47,,
,,784.530,0.22,,
,,784.710,0.02,,
,,786.150,0.18,,
,,785.940,-0.03,,
,,782.720,-0.41,,
,,783.530,0.10,,
,,787.210,0.47,,
,,787.060,-0.02,,
,,789.100,0.26,,
,,785.330,-0.48,,
,,783.270,-0.26,,
,,783.330,0.01,,
,,783.190,-0.02,,
,,780.730,-0.31,,
,,778.300,-0.31,,
,,777.500,-0.10,,
,,775.070,-0.31,,
,,778.170,0.40,,
,,777.790,-0.05,,
,,779.320,0.20,,
,,777.290,-0.26,,
,,773.050,-0.55,,
,,773.220,0.02,,
,,767.430,-0.75,,
,,768.960,0.20,,
,,770.420,0.19,,
,,765.530,-0.63,,
,,761.040,-0.59,,
,,758.560,-0.33,,
,,756.860,-0.22,,
,,750.120,-0.89,,
,,757.390,0.97,,
,,757.620,0.03,,
,,756.880,-0.10,,
,,757.760,0.12,,
,,754.670,-0.41,,
,,748.260,-0.85,,
,,748.420,0.02,,
,,744.600,-0.51,,
,,747.610,0.40,,
,,749.360,0.23,,
,,748.850,-0.07,,
,,739.710,-1.22,,
,,741.740,0.27,,
,,740.310,-0.19,,
,,737.340,-0.40,,
,,735.240,-0.28,,
,,737.290,0.28,,
,,742.660,0.73,,
,,745.000,0.32,,
,,746.980,0.27,,
,,745.260,-0.23,,
,,744.090,-0.16,,
,,740.270,-0.51,,
,,742.810,0.34,,
,,742.680,-0.02,,
,,750.500,1.05,,
,,#N/A,#N/A,,
,,748.050,#N/A,,
,,752.050,0.53,,
,,751.310,-0.10,,
,,752.900,0.21,,
,,751.600,-0.17,,
,,750.800,-0.11,,
,,754.380,0.48,,
,,753.240,-0.15,,
,,762.180,1.19,,
,,757.480,-0.62,,
,,753.060,-0.58,,
,,756.240,0.42,,
,,755.860,-0.05,,
,,757.810,0.26,,
,,757.720,-0.01,,
,,758.470,0.10,,
,,754.010,-0.59,,
,,754.230,0.03,,
,,753.440,-0.10,,
,,753.720,0.04,,
,,756.000,0.30,,
,,757.090,0.14,,
,,758.060,0.13,,
,,759.620,0.21,,
,,757.320,-0.30,,
,,754.230,-0.41,,
,,750.170,-0.54,,
,,744.110,-0.81,,
,,746.920,0.38,,
,,750.310,0.45,,
,,751.210,0.12,,
,,749.970,-0.17,,
,,747.010,-0.39,,
,,751.640,0.62,,
,,753.020,0.18,,
,,756.040,0.40,,
,,759.290,0.43,,
,,759.170,-0.02,,
,,756.460,-0.36,,
,,758.400,0.26,,
,,758.520,0.02,,
,,756.540,-0.26,,
,,758.140,0.21,,
,,755.780,-0.31,,
,,760.780,0.66,,
,,759.870,-0.12,,
,,763.560,0.49,,
,,767.070,0.46,,
,,768.920,0.24,,
,,769.100,0.02,,
,,766.300,-0.36,,
,,765.960,-0.04,,
,,764.690,-0.17,,
,,773.800,1.19,,
,,778.810,0.65,,
,,772.980,-0.75,,
,,772.890,-0.01,,
,,772.290,-0.08,,
,,773.500,0.16,,
,,768.740,-0.62,,
,,775.240,0.85,,
,,775.840,0.08,,
,,778.600,0.36,,
,,775.940,-0.34,,
,,779.260,0.43,,
,,779.430,0.02,,
,,783.610,0.54,,
,,786.170,0.33,,
,,788.920,0.35,,
,,783.440,-0.69,,
,,782.310,-0.14,,
,,778.300,-0.51,,
,,783.170,0.63,,
,,788.350,0.66,,
,,787.000,-0.17,,
,,794.470,0.95,,
,,789.520,-0.62,,
,,786.310,-0.41,,
,,789.280,0.38,,
,,787.650,-0.21,,
,,787.860,0.03,,
,,790.970,0.39,,
,,789.890,-0.14,,
,,789.660,-0.03,,
,,790.900,0.16,,
,,790.900,0.00,,
,,794.740,0.49,,
,,794.060,-0.09,,
,,794.450,0.05,,
,,792.050,-0.30,,
,,785.000,-0.89,,
,,781.480,-0.45,,
,,779.910,-0.20,,
,,778.370,-0.20,,
,,778.240,-0.02,,
,,784.840,0.85,,
,,787.980,0.40,,
,,787.370,-0.08,,
,,787.210,-0.02,,
,,789.090,0.24,,
,,790.000,0.12,,
,,791.240,0.16,,
,,789.190,-0.26,,
,,785.290,-0.49,,
,,786.930,0.21,,
,,789.240,0.29,,
,,791.450,0.28,,
,,789.060,-0.30,,
,,789.780,0.09,,
