net balance,S&P 500,SP,BofA AAA US ,BofA,MCSI REIT Index,MCSI
0.67,,,781.820,0.48,,
-0.54,,,778.770,-0.39,,
1.39,,,#N/A,#N/A,,
-0.54,,,780.710,#N/A,,
-0.54,,,781.140,0.06,,
0.67,,,777.860,-0.42,,
-0.54,,,779.890,0.26,,
0.67,,,782.850,0.38,,
-0.75,,,770.910,-1.53,,
-1.08,,,768.230,-0.35,,
-0.55,,,767.560,-0.09,,
1.62,,,765.450,-0.27,,
-0.76,,,762.500,-0.39,,
-1.09,,,761.200,-0.17,,
0.48,,,764.500,0.43,,
-1.10,,,764.910,0.05,,
0.47,,,766.130,0.16,,
-0.55,,,759.410,-0.88,,
-0.56,,,759.590,0.02,,
-1.12,,,750.770,-1.16,,
0.67,,,754.400,0.48,,
-0.56,,,753.790,-0.08,,
0.67,,,757.340,0.47,,
1.17,,,754.290,-0.40,,
0.87,,,751.090,-0.42,,
-0.55,,,748.450,-0.35,,
0.95,,,750.940,0.33,,
-0.55,,,748.310,-0.35,,
-1.10,,,748.530,0.03,,
-1.11,,,748.310,-0.03,,
-1.12,,,752.040,0.50,,
-1.14,,,745.590,-0.86,,
0.60,,,737.490,-1.09,,
0.52,,,738.200,0.10,,
0.83,,,737.090,-0.15,,
-0.56,,,739.040,0.26,,
-0.57,,,731.700,-0.99,,
0.48,,,735.290,0.49,,
0.89,,,730.270,-0.68,,
-1.13,,,726.390,-0.53,,
-0.57,,,724.110,-0.31,,
-0.57,,,726.460,0.32,,
0.71,,,729.420,0.41,,
-0.57,,,729.600,0.02,,
0.68,,,727.180,-0.33,,
-0.80,,,725.150,-0.28,,
0.39,,,721.600,-0.49,,
-1.15,,,722.470,0.12,,
-0.58,,,734.120,1.61,,
-0.58,,,740.740,0.90,,
-0.59,,,729.630,-1.50,,
1.34,,,731.390,0.24,,
0.86,,,735.600,0.58,,
1.43,,,731.230,-0.59,,
2.01,,,721.290,-1.36,,
-0.56,,,719.550,-0.24,,
1.44,,,712.210,-1.02,,
-1.11,,,713.800,0.22,,
-1.12,,,703.810,-1.40,,
-1.13,,,702.600,-0.17,,
-1.14,,,708.500,0.84,,
-0.58,,,712.750,0.60,,
0.63,,,718.490,0.81,,
0.53,,,711.130,-1.02,,
-0.58,,,707.220,-0.55,,
1.60,,,710.740,0.50,,
-1.14,,,709.010,-0.24,,
0.68,,,703.000,-0.85,,
1.05,,,704.520,0.22,,
-0.57,,,709.780,0.75,,
0.95,,,713.750,0.56,,
1.83,,,716.370,0.37,,
1.96,,,,,,
0.36,,,,,,
1.13,,,,,,
0.94,,,,,,
0.38,,,,,,
0.64,,,,,,
-0.52,,,,,,
-1.06,,,,,,
-1.07,,,,,,
-0.54,,,,,,
0.38,,,,,,
0.42,,,,,,
-0.54,,,,,,
-0.54,,,,,,
-0.54,,,,,,
0.58,,,,,,
-0.54,,,,,,
-1.09,,,,,,
-1.10,,,,,,
-0.56,,,,,,
-1.12,,,,,,
-0.57,,,,,,
-0.57,,,,,,
-1.15,,,,,,
-0.81,,,,,,
1.05,,,,,,
-0.58,,,,,,
1.78,,,,,,
0.40,,,,,,
0.43,,,,,,
0.57,,,,,,
0.25,,,,,,
0.62,,,,,,
-0.78,,,,,,
1.02,,,,,,
0.54,,,,,,
-0.56,,,,,,
0.87,,,,,,
1.37,,,,,,
0.40,,,,,,
0.70,,,,,,
-0.54,,,,,,
-0.54,,,,,,
-0.55,,,,,,
0.63,,,,,,
-0.55,,,,,,
1.57,,,,,,
-0.54,,,,,,
-1.09,,,,,,
-1.10,,,,,,
-1.11,,,,,,
-0.56,,,,,,
0.70,,,,,,
0.61,,,,,,
-0.56,,,,,,
-1.12,,,,,,
0.43,,,,,,
-0.57,,,,,,
1.19,,,,,,
0.61,,,,,,
0.42,,,,,,
-0.56,,,,,,
-0.56,,,,,,
0.78,,,,,,
-0.56,,,,,,
-1.12,,,,,,
-0.57,,,,,,
-0.57,,,,,,
1.42,,,,,,
-0.57,,,,,,
0.48,,,,,,
-0.57,,,,,,
-0.57,,,,,,
2.92,,,,,,
-1.11,,,,,,
-0.56,,,,,,
0.52,,,,,,
-0.56,,,,,,
0.44,,,,,,
0.59,,,,,,
-0.56,,,,,,
-1.13,,,,,,
-1.14,,,,,,
-1.15,,,,,,
1.24,,,,,,
-0.58,,,,,,
0.51,,,,,,
0.68,,,,,,
0.76,,,,,,
-1.14,,,,,,
1.20,,,,,,
-1.14,,,,,,
0.57,,,,,,
1.91,,,,,,
-0.78,,,,,,
0.52,,,,,,
-0.56,,,,,,
-1.13,,,,,,
0.62,,,,,,
0.70,,,,,,
0.46,,,,,,
0.88,,,,,,
-1.11,,,,,,
-0.56,,,,,,
-0.57,,,,,,
-0.57,,,,,,
0.93,,,,,,
-0.57,,,,,,
-0.57,,,,,,
-0.57,,,,,,
-0.58,,,,,,
-0.58,,,,,,
-0.82,,,,,,
0.98,,,,,,
0.72,,,,,,
-0.58,,,,,,
1.07,,,,,,
1.65,,,,,,
2.51,,,,,,
-0.77,,,,,,
-1.11,,,,,,
0.38,,,,,,
0.47,,,,,,
-0.56,,,,,,
-0.56,,,,,,
0.44,,,,,,
-1.13,,,,,,
-0.57,,,,,,
-0.57,,,,,,
-1.15,,,,,,
0.38,,,,,,
-1.16,,,,,,
0.52,,,,,,
0.54,,,,,,
-1.16,,,,,,
-1.18,,,,,,
-1.19,,,,,,
-0.60,,,,,,
-1.21,,,,,,
-0.61,,,,,,
0.52,,,,,,
0.39,,,,,,
1.86,,,,,,
-0.84,,,,,,
-1.21,,,,,,
2.20,,,,,,
-0.60,,,,,,
2.13,,,,,,
0.33,,,,,,
0.65,,,,,,
0.89,,,,,,
-1.16,,,,,,
-1.17,,,,,,
0.37,,,,,,
0.96,,,,,,
-0.59,,,,,,
-0.59,,,,,,
-0.59,,,,,,
-0.83,,,,,,
0.86,,,,,,
-0.60,,,,,,
1.25,,,,,,
0.54,,,,,,
0.61,,,,,,
-0.58,,,,,,
-0.59,,,,,,
-1.18,,,,,,
0.40,,,,,,
-1.19,,,,,,
-0.60,,,,,,
-0.61,,,,,,
0.49,,,,,,
1.74,,,,,,
0.68,,,,,,
-0.59,,,,,,
0.57,,,,,,
-0.59,,,,,,
-0.60,,,,,,
-0.84,,,,,,
1.21,,,,,,
-1.20,,,,,,
-0.61,,,,,,
-0.61,,,,,,
-0.61,,,,,,
-1.23,,,,,,
-0.63,,,,,,
-0.63,,,,,,
0.58,,,,,,
-0.88,,,,,,
0.81,,,,,,
-1.26,,,,,,
1.00,,,,,,
-0.88,,,,,,
0.55,,,,,,
-0.63,,,,,,
-0.64,,,,,,
-1.28,,,,,,
-1.30,,,,,,
-0.66,,,,,,
0.35,,,,,,
-1.32,,,,,,
-0.67,,,,,,
0.81,,,,,,
-0.94,,,,,,
1.13,,,,,,
-0.67,,,,,,
-0.67,,,,,,
-0.68,,,,,,
-1.36,,,,,,
-0.69,,,,,,
-0.70,,,,,,
-1.40,,,,,,
1.82,,,,,,
-1.39,,,,,,
0.46,,,,,,
-0.70,,,,,,
2.37,,,,,,
0.86,,,,,,
-1.37,,,,,,
1.99,,,,,,
-1.37,,,,,,
-1.38,,,,,,
2.07,,,,,,
1.08,,,,,,
-1.36,,,,,,
0.48,,,,,,
0.60,,,,,,
-0.68,,,,,,
1.08,,,,,,
-1.36,,,,,,
-1.38,,,,,,
0.71,,,,,,
-1.39,,,,,,
1.02,,,,,,
-1.39,,,,,,
0.48,,,,,,
1.17,,,,,,
1.04,,,,,,
1.96,,,,,,
-0.94,,,,,,
1.55,,,,,,
1.05,,,,,,
-0.66,,,,,,
-0.67,,,,,,
-0.67,,,,,,
-1.35,,,,,,
-0.96,,,,,,
0.66,,,,,,
0.96,,,,,,
-1.36,,,,,,
0.99,,,,,,
-1.37,,,,,,
1.25,,,,,,
1.89,,,,,,
0.83,,,,,,
-0.67,,,,,,
-0.67,,,,,,
0.71,,,,,,
1.05,,,,,,
-0.66,,,,,,
0.73,,,,,,
-0.66,,,,,,
0.50,,,,,,
-0.66,,,,,,
1.72,,,,,,
-0.92,,,,,,
0.54,,,,,,
1.03,,,,,,
1.00,,,,,,
-1.29,,,,,,
-0.66,,,,,,
-1.32,,,,,,
2.54,,,,,,
-0.91,,,,,,
-0.66,,,,,,
0.72,,,,,,
-0.66,,,,,,
-1.32,,,,,,
1.53,,,,,,
-0.66,,,,,,
0.82,,,,,,
-1.32,,,,,,
0.96,,,,,,
1.51,,,,,,
-1.31,,,,,,
0.69,,,,,,
-0.66,,,,,,
0.78,,,,,,
0.60,,,,,,
-0.65,,,,,,
1.31,,,,,,
0.55,,,,,,
1.01,,,,,,
2.13,,,,,,
-0.62,,,,,,
0.93,,,,,,
0.47,,,,,,
-0.87,,,,,,
0.71,,,,,,
0.77,,,,,,
-0.62,,,,,,
-1.24,,,,,,
0.40,,,,,,
0.89,,,,,,
-0.62,,,,,,
-0.62,,,,,,
0.96,,,,,,
-1.24,,,,,,
-1.26,,,,,,
-0.64,,,,,,
1.28,,,,,,
1.18,,,,,,
1.05,,,,,,
0.71,,,,,,
-0.62,,,,,,
-0.62,,,,,,
0.68,,,,,,
-0.62,,,,,,
1.09,,,,,,
1.46,,,,,,
1.21,,,,,,
0.57,,,,,,
-0.83,,,,,,
0.39,,,,,,
0.83,,,,,,
0.54,,,,,,
-1.18,,,,,,
-1.20,,,,,,
1.61,,,,,,
-1.19,,,,,,
0.40,,,,,,
-1.20,,,,,,
-1.22,,,,,,
0.50,,,,,,
-0.61,,,,,,
-0.62,,,,,,
0.74,,,,,,
-0.86,,,,,,
0.54,,,,,,
-0.62,,,,,,
-0.62,,,,,,
-0.62,,,,,,
-0.63,,,,,,
0.53,,,,,,
-0.63,,,,,,
1.11,,,,,,
0.71,,,,,,
0.83,,,,,,
0.64,,,,,,
0.59,,,,,,
0.96,,,,,,
-1.21,,,,,,
-1.22,,,,,,
1.29,,,,,,
-0.85,,,,,,
1.04,,,,,,
-0.61,,,,,,
-1.23,,,,,,
0.89,,,,,,
-1.23,,,,,,
-1.25,,,,,,
-0.63,,,,,,
0.94,,,,,,
0.51,,,,,,
-1.25,,,,,,
-0.63,,,,,,
-1.28,,,,,,
-0.65,,,,,,
1.36,,,,,,
-0.64,,,,,,
-0.65,,,,,,
1.19,,,,,,
-0.90,,,,,,
0.55,,,,,,
2.73,,,,,,
-1.25,,,,,,
1.94,,,,,,
-1.25,,,,,,
0.63,,,,,,
-1.25,,,,,,
-0.64,,,,,,
-0.64,,,,,,
-0.64,,,,,,
1.60,,,,,,
-0.64,,,,,,
-0.64,,,,,,
-0.65,,,,,,
0.55,,,,,,
-1.29,,,,,,
-1.31,,,,,,
1.83,,,,,,
-1.30,,,,,,
-0.66,,,,,,
0.44,,,,,,
2.67,,,,,,
-0.90,,,,,,
1.98,,,,,,
-0.64,,,,,,
1.58,,,,,,
-0.63,,,,,,
0.85,,,,,,
-0.63,,,,,,
-0.63,,,,,,
1.35,,,,,,
1.92,,,,,,
-0.62,,,,,,
1.32,,,,,,
-1.23,,,,,,
2.36,,,,,,
-0.61,,,,,,
0.84,,,,,,
1.61,,,,,,
-0.60,,,,,,
-0.84,,,,,,
0.66,,,,,,
-0.60,,,,,,
-0.60,,,,,,
-1.22,,,,,,
0.76,,,,,,
-0.61,,,,,,
-0.61,,,,,,
-0.62,,,,,,
-0.62,,,,,,
-1.25,,,,,,
-1.27,,,,,,
-0.64,,,,,,
-1.29,,,,,,
-1.31,,,,,,
0.51,,,,,,
-1.32,,,,,,
-0.67,,,,,,
0.99,,,,,,
-0.67,,,,,,
-1.34,,,,,,
0.86,,,,,,
-1.35,,,,,,
0.91,,,,,,
1.37,,,,,,
1.78,,,,,,
0.36,,,,,,
-0.65,,,,,,
0.50,,,,,,
0.63,,,,,,
0.53,,,,,,
1.17,,,,,,
-1.28,,,,,,
-0.65,,,,,,
-0.65,,,,,,
-0.66,,,,,,
1.83,,,,,,
-1.30,,,,,,
-1.32,,,,,,
1.48,,,,,,
0.46,,,,,,
-0.65,,,,,,
-0.66,,,,,,
0.58,,,,,,
-0.66,,,,,,
-0.66,,,,,,
-0.67,,,,,,
-1.35,,,,,,
-1.36,,,,,,
-1.38,,,,,,
-0.70,,,,,,
-0.71,,,,,,
0.91,,,,,,
0.67,,,,,,
-0.70,,,,,,
-0.99,,,,,,
0.84,,,,,,
-0.71,,,,,,
0.84,,,,,,
1.19,,,,,,
0.47,,,,,,
0.66,,,,,,
0.98,,,,,,
-1.36,,,,,,
0.93,,,,,,
-0.69,,,,,,
-0.69,,,,,,
1.65,,,,,,
-1.37,,,,,,
0.54,,,,,,
-1.38,,,,,,
1.59,,,,,,
0.58,,,,,,
-0.68,,,,,,
-0.96,,,,,,
0.56,,,,,,
-0.69,,,,,,
2.68,,,,,,
-0.68,,,,,,
-0.68,,,,,,
0.58,,,,,,
0.28,,,,,,
0.53,,,,,,
-1.36,,,,,,
1.76,,,,,,
-1.35,,,,,,
2.46,,,,,,
0.34,,,,,,
0.52,,,,,,
1.26,,,,,,
-0.65,,,,,,
-1.32,,,,,,
-0.67,,,,,,
2.68,,,,,,
-1.31,,,,,,
-1.33,,,,,,
-1.34,,,,,,
-0.68,,,,,,
-1.37,,,,,,
0.76,,,,,,
-0.69,,,,,,
0.67,,,,,,
0.75,,,,,,
0.78,,,,,,
0.57,,,,,,
0.71,,,,,,
2.42,,,,,,
-0.66,,,,,,
0.91,,,,,,
-1.31,,,,,,
0.37,,,,,,
-0.66,,,,,,
1.11,,,,,,
0.63,,,,,,
0.74,,,,,,
1.30,,,,,,
0.43,,,,,,
-0.64,,,,,,
-0.64,,,,,,
1.97,,,,,,
-1.27,,,,,,
1.58,,,,,,
2.55,,,,,,
0.52,,,,,,
0.50,,,,,,
1.55,,,,,,
-0.60,,,,,,
-1.21,,,,,,
-0.61,,,,,,
-0.61,,,,,,
-0.62,,,,,,
1.38,,,,,,
-0.61,,,,,,
0.48,,,,,,
2.21,,,,,,
-0.60,,,,,,
0.34,,,,,,
1.01,,,,,,
0.71,,,,,,
0.52,,,,,,
0.78,,,,,,
0.72,,,,,,
1.11,,,,,,
1.58,,,,,,
0.88,,,,,,
-0.78,,,,,,
0.78,,,,,,
0.75,,,,,,
1.70,,,,,,
-1.09,,,,,,
0.36,,,,,,
-0.55,,,,,,
-1.11,,,,,,
1.13,,,,,,
-1.11,,,,,,
-1.12,,,,,,
0.39,,,,,,
1.08,,,,,,
1.49,,,,,,
-0.55,,,,,,
-0.55,,,,,,
0.43,,,,,,
-0.55,,,,,,
0.94,,,,,,
0.68,,,,,,
-1.10,,,,,,
-0.55,,,,,,
0.77,,,,,,
-0.77,,,,,,
0.74,,,,,,
-1.11,,,,,,
0.71,,,,,,
0.49,,,,,,
-1.11,,,,,,
-0.56,,,,,,
0.36,,,,,,
-0.56,,,,,,
-0.56,,,,,,
-0.57,,,,,,
-0.57,,,,,,
-1.15,,,,,,
-1.16,,,,,,
1.79,,,,,,
-1.15,,,,,,
-0.58,,,,,,
-0.59,,,,,,
-0.59,,,,,,
1.24,,,,,,
2.07,,,,,,
0.35,,,,,,
0.55,,,,,,
-0.57,,,,,,
-1.14,,,,,,
0.63,,,,,,
-1.15,,,,,,
1.89,,,,,,
-0.57,,,,,,
-1.15,,,,,,
0.63,,,,,,
1.11,,,,,,
-1.14,,,,,,
-1.15,,,,,,
1.03,,,,,,
-1.16,,,,,,
0.67,,,,,,
0.35,,,,,,
0.66,,,,,,
0.63,,,,,,
-0.57,,,,,,
0.39,,,,,,
-1.15,,,,,,
-0.58,,,,,,
-1.17,,,,,,
-1.18,,,,,,
-0.60,,,,,,
-1.20,,,,,,
-1.22,,,,,,
2.33,,,,,,
-0.84,,,,,,
-0.61,,,,,,
-1.22,,,,,,
-1.23,,,,,,
-1.25,,,,,,
2.12,,,,,,
0.65,,,,,,
-0.62,,,,,,
0.71,,,,,,
1.58,,,,,,
-0.61,,,,,,
-0.61,,,,,,
0.85,,,,,,
-1.22,,,,,,
-0.62,,,,,,
-0.62,,,,,,
-0.62,,,,,,
0.68,,,,,,
-0.62,,,,,,
1.06,,,,,,
-0.87,,,,,,
-0.63,,,,,,
-0.63,,,,,,
0.87,,,,,,
-0.88,,,,,,
0.72,,,,,,
-0.63,,,,,,
1.26,,,,,,
0.53,,,,,,
-0.87,,,,,,
0.41,,,,,,
0.65,,,,,,
0.65,,,,,,
-0.62,,,,,,
0.52,,,,,,
-0.62,,,,,,
-0.62,,,,,,
0.42,,,,,,
0.74,,,,,,
-0.62,,,,,,
-1.24,,,,,,
0.90,,,,,,
-0.62,,,,,,
0.55,,,,,,
0.68,,,,,,
-1.24,,,,,,
0.38,,,,,,
0.60,,,,,,
-0.62,,,,,,
-0.63,,,,,,
0.51,,,,,,
0.63,,,,,,
-1.25,,,,,,
-1.26,,,,,,
-1.28,,,,,,
-1.29,,,,,,
-0.66,,,,,,
-1.32,,,,,,
-0.67,,,,,,
-1.35,,,,,,
-0.68,,,,,,
2.61,,,,,,
-1.34,,,,,,
-1.36,,,,,,
-1.38,,,,,,
-0.70,,,,,,
1.02,,,,,,
0.86,,,,,,
0.82,,,,,,
-0.68,,,,,,
1.12,,,,,,
-0.68,,,,,,
-0.69,,,,,,
1.81,,,,,,
-1.36,,,,,,
0.98,,,,,,
0.60,,,,,,
0.68,,,,,,
-0.06,,,,,,
0.57,,,,,,
-0.67,,,,,,
0.57,,,,,,
-0.67,,,,,,
0.83,,,,,,
0.76,,,,,,
-0.93,,,,,,
-0.67,,,,,,
2.25,,,,,,
-0.92,,,,,,
-0.67,,,,,,
0.89,,,,,,
0.76,,,,,,
0.72,,,,,,
0.78,,,,,,
1.30,,,,,,
-1.92,,,,,,
-0.91,,,,,,
0.60,,,,,,
-0.66,,,,,,
2.37,,,,,,
1.29,,,,,,
-1.91,,,,,,
-0.91,,,,,,
0.51,,,,,,
-0.65,,,,,,
1.10,,,,,,
1.73,,,,,,
1.45,,,,,,
-0.63,,,,,,
-0.63,,,,,,
0.69,,,,,,
1.26,,,,,,
0.60,,,,,,
1.95,,,,,,
-0.61,,,,,,
0.52,,,,,,
-0.61,,,,,,
-1.23,,,,,,
-0.62,,,,,,
-0.62,,,,,,
1.92,,,,,,
0.93,,,,,,
-1.22,,,,,,
1.09,,,,,,
-0.61,,,,,,
-0.62,,,,,,
-1.24,,,,,,
1.55,,,,,,
-0.62,,,,,,
-0.62,,,,,,
-1.25,,,,,,
1.38,,,,,,
0.45,,,,,,
0.92,,,,,,
0.96,,,,,,
-0.61,,,,,,
0.85,,,,,,
0.93,,,,,,
0.74,,,,,,
0.72,,,,,,
-0.59,,,,,,
-0.60,,,,,,
-1.20,,,,,,
0.53,,,,,,
2.18,,,,,,
0.62,,,,,,
-1.18,,,,,,
-0.60,,,,,,
-0.60,,,,,,
0.72,,,,,,
-1.20,,,,,,
1.61,,,,,,
2.38,,,,,,
0.72,,,,,,
-0.58,,,,,,
1.02,,,,,,
-0.58,,,,,,
0.77,,,,,,
0.39,,,,,,
-0.57,,,,,,
-1.15,,,,,,
2.06,,,,,,
-0.57,,,,,,
1.53,,,,,,
-1.13,,,,,,
1.52,,,,,,
0.72,,,,,,
0.77,,,,,,
-0.55,,,,,,
-1.12,,,,,,
-0.56,,,,,,
-1.14,,,,,,
-1.15,,,,,,
0.64,,,,,,
0.71,,,,,,
-0.57,,,,,,
1.26,,,,,,
0.65,,,,,,
0.62,,,,,,
-0.56,,,,,,
0.78,,,,,,
-0.56,,,,,,
-0.56,,,,,,
-1.13,,,,,,
0.57,,,,,,
-1.14,,,,,,
1.43,,,,,,
0.41,,,,,,
-0.57,,,,,,
-0.57,,,,,,
-0.57,,,,,,
0.82,,,,,,
0.82,,,,,,
-0.57,,,,,,
0.32,,,,,,
0.80,,,,,,
-1.13,,,,,,
-0.57,,,,,,
-1.15,,,,,,
0.77,,,,,,
-0.58,,,,,,
-1.16,,,,,,
1.50,,,,,,
-0.58,,,,,,
-0.58,,,,,,
-1.17,,,,,,
-1.18,,,,,,
-1.20,,,,,,
-0.61,,,,,,
1.27,,,,,,
-0.60,,,,,,
1.16,,,,,,
-0.84,,,,,,
0.53,,,,,,
-1.20,,,,,,
0.63,,,,,,
0.41,,,,,,
-0.60,,,,,,
-0.60,,,,,,
-1.22,,,,,,
-1.23,,,,,,
-0.62,,,,,,
-0.63,,,,,,
0.69,,,,,,
0.51,,,,,,
0.71,,,,,,
-0.62,,,,,,
-1.25,,,,,,
-0.63,,,,,,
-1.27,,,,,,
-1.29,,,,,,
0.49,,,,,,
1.05,,,,,,
-1.28,,,,,,
-0.65,,,,,,
1.20,,,,,,
2.04,,,,,,
-0.63,,,,,,
0.39,,,,,,
0.82,,,,,,
1.32,,,,,,
-1.24,,,,,,
1.56,,,,,,
-1.24,,,,,,
-0.63,,,,,,
0.53,,,,,,
-0.63,,,,,,
-0.63,,,,,,
1.12,,,,,,
2.27,,,,,,
-0.62,,,,,,
2.47,,,,,,
0.51,,,,,,
-1.20,,,,,,
-1.22,,,,,,
-1.23,,,,,,
-1.25,,,,,,
0.92,,,,,,
0.89,,,,,,
-1.24,,,,,,
1.43,,,,,,
1.71,,,,,,
0.56,,,,,,
-0.61,,,,,,
0.58,,,,,,
0.63,,,,,,
-0.60,,,,,,
-0.61,,,,,,
0.93,,,,,,
1.21,,,,,,
-1.79,,,,,,
0.40,,,,,,
0.58,,,,,,
-1.20,,,,,,
1.44,,,,,,
-0.60,,,,,,
-0.60,,,,,,
-0.61,,,,,,
-0.61,,,,,,
-0.61,,,,,,
0.96,,,,,,
-1.23,,,,,,
-1.24,,,,,,
0.46,,,,,,
0.44,,,,,,
0.49,,,,,,
-0.62,,,,,,
-0.62,,,,,,
-0.63,,,,,,
-0.63,,,,,,
2.12,,,,,,
-1.24,,,,,,
2.51,,,,,,
-1.23,,,,,,
1.84,,,,,,
0.56,,,,,,
-0.61,,,,,,
0.46,,,,,,
-1.22,,,,,,
1.36,,,,,,
-1.22,,,,,,
1.58,,,,,,
-0.61,,,,,,
1.21,,,,,,
-1.20,,,,,,
1.50,,,,,,
-0.60,,,,,,
0.98,,,,,,
-1.20,,,,,,
1.73,,,,,,
-1.19,,,,,,
0.77,,,,,,
1.08,,,,,,
0.77,,,,,,
-0.59,,,,,,
-0.59,,,,,,
-0.59,,,,,,
0.50,,,,,,
-0.83,,,,,,
0.77,,,,,,
1.64,,,,,,
-0.58,,,,,,
-0.59,,,,,,
-0.59,,,,,,
0.88,,,,,,
-0.59,,,,,,
0.76,,,,,,
-0.59,,,,,,
0.79,,,,,,
-1.18,,,,,,
-0.59,,,,,,
1.21,,,,,,
-1.18,,,,,,
-1.20,,,,,,
0.57,,,,,,
-0.60,,,,,,
-1.21,,,,,,
-0.61,,,,,,
-0.62,,,,,,
1.54,,,,,,
-1.22,,,,,,
0.57,,,,,,
-0.86,,,,,,
0.57,,,,,,
0.91,,,,,,
-1.22,,,,,,
0.88,,,,,,
0.59,,,,,,
-1.22,,,,,,
1.47,,,,,,
-1.22,,,,,,
0.62,,,,,,
-1.23,,,,,,
-1.24,,,,,,
-1.26,,,,,,
-1.27,,,,,,
-0.64,,,,,,
0.62,,,,,,
-0.64,,,,,,
-1.30,,,,,,
0.55,,,,,,
-0.65,,,,,,
1.50,,,,,,
-1.30,,,,,,
-1.31,,,,,,
-0.67,,,,,,
1.07,,,,,,
-0.66,,,,,,
0.40,,,,,,
1.58,,,,,,
-0.65,,,,,,
0.81,,,,,,
0.84,,,,,,
0.59,,,,,,
0.95,,,,,,
-0.64,,,,,,
-0.64,,,,,,
-1.29,,,,,,
1.87,,,,,,
-1.29,,,,,,
0.57,,,,,,
1.85,,,,,,
0.78,,,,,,
-1.26,,,,,,
0.42,,,,,,
-1.27,,,,,,
0.62,,,,,,
0.77,,,,,,
0.64,,,,,,
-1.89,,,,,,
-0.64,,,,,,
-1.30,,,,,,
-1.31,,,,,,
-1.33,,,,,,
0.42,,,,,,
1.27,,,,,,
-0.66,,,,,,
-1.33,,,,,,
-1.35,,,,,,
0.66,,,,,,
-0.68,,,,,,
0.35,,,,,,
0.99,,,,,,
0.77,,,,,,
-0.67,,,,,,
0.70,,,,,,
-0.67,,,,,,
0.47,,,,,,
-0.67,,,,,,
-0.68,,,,,,
0.87,,,,,,
-0.68,,,,,,
0.58,,,,,,
-0.68,,,,,,
3.02,,,,,,
-1.32,,,,,,
0.53,,,,,,
-0.67,,,,,,
-0.67,,,,,,
-0.68,,,,,,
-0.68,,,,,,
-0.68,,,,,,
-0.69,,,,,,
-0.69,,,,,,
0.59,,,,,,
-0.97,,,,,,
1.00,,,,,,
1.13,,,,,,
1.44,,,,,,
-0.95,,,,,,
1.08,,,,,,
1.41,,,,,,
-1.33,,,,,,
-0.68,,,,,,
-0.68,,,,,,
2.47,,,,,,
-0.94,,,,,,
-1.35,,,,,,
-1.37,,,,,,
0.73,,,,,,
2.61,,,,,,
0.68,,,,,,
-0.67,,,,,,
-1.34,,,,,,
-0.68,,,,,,
-0.69,,,,,,
-0.69,,,,,,
1.98,,,,,,
0.71,,,,,,
-1.35,,,,,,
3.07,,,,,,
-1.33,,,,,,
-1.35,,,,,,
-1.37,,,,,,
1.78,,,,,,
0.68,,,,,,
0.99,,,,,,
-1.34,,,,,,
0.75,,,,,,
-1.35,,,,,,
0.84,,,,,,
-1.35,,,,,,
0.42,,,,,,
-0.68,,,,,,
-1.38,,,,,,
-0.70,,,,,,
-0.70,,,,,,
2.55,,,,,,
-1.38,,,,,,
-0.70,,,,,,
-1.41,,,,,,
-0.71,,,,,,
1.13,,,,,,
0.80,,,,,,
-0.71,,,,,,
-0.71,,,,,,
-0.72,,,,,,
1.03,,,,,,
0.95,,,,,,
-0.99,,,,,,
1.58,,,,,,
-0.98,,,,,,
0.53,,,,,,
0.71,,,,,,
2.97,,,,,,
0.71,,,,,,
-0.68,,,,,,
0.67,,,,,,
-0.68,,,,,,
0.62,,,,,,
-0.68,,,,,,
0.74,,,,,,
1.19,,,,,,
0.47,,,,,,
-0.67,,,,,,
0.80,,,,,,
-0.66,,,,,,
1.23,,,,,,
-0.93,,,,,,
0.63,,,,,,
2.35,,,,,,
-0.65,,,,,,
0.71,,,,,,
1.45,,,,,,
-0.64,,,,,,
-1.28,,,,,,
1.15,,,,,,
-1.29,,,,,,
0.45,,,,,,
-1.30,,,,,,
-1.31,,,,,,
1.39,,,,,,
0.49,,,,,,
0.62,,,,,,
-1.30,,,,,,
0.75,,,,,,
1.03,,,,,,
0.47,,,,,,
-0.64,,,,,,
-0.65,,,,,,
-1.30,,,,,,
0.51,,,,,,
0.39,,,,,,
-1.31,,,,,,
-0.66,,,,,,
-0.67,,,,,,
-1.34,,,,,,
-1.36,,,,,,
0.56,,,,,,
1.54,,,,,,
-1.35,,,,,,
-0.69,,,,,,
1.31,,,,,,
1.75,,,,,,
0.49,,,,,,
-0.67,,,,,,
1.06,,,,,,
-0.66,,,,,,
-0.67,,,,,,
0.51,,,,,,
-0.67,,,,,,
1.09,,,,,,
-0.67,,,,,,
-0.67,,,,,,
0.64,,,,,,
-0.67,,,,,,
1.61,,,,,,
-0.67,,,,,,
-0.67,,,,,,
-1.35,,,,,,
2.76,,,,,,
1.12,,,,,,
0.45,,,,,,
-0.66,,,,,,
0.88,,,,,,
-1.31,,,,,,
1.21,,,,,,
-1.31,,,,,,
2.68,,,,,,
0.86,,,,,,
1.23,,,,,,
1.68,,,,,,
-1.24,,,,,,
1.06,,,,,,
-1.25,,,,,,
2.23,,,,,,
-1.23,,,,,,
-1.25,,,,,,
-1.27,,,,,,
0.90,,,,,,
-1.27,,,,,,
-1.29,,,,,,
1.61,,,,,,
0.93,,,,,,
1.57,,,,,,
-0.63,,,,,,
-1.26,,,,,,
