net balance,S&P 500,SP,BofA AAA US ,BofA,MCSI REIT Index,MCSI
-0.64,"1,413.11",-1.44,432.65,-0.13,"1,482.31",0.06
2.35,"1,408.75",-0.31,433.77,0.26,"1,474.14",-0.55
0.00,"1,412.97",0.30,433.37,-0.09,"1,452.70",-1.45
5.35,"1,411.94",-0.07,433.56,0.04,"1,444.31",-0.58
4.46,#N/A,#N/A,436.03,0.57,"1,431.56",-0.88
1.59,#N/A,#N/A,437.98,0.45,"1,416.72",-1.04
-4.63,"1,412.16",#N/A,433.55,-1.01,"1,415.60",-0.08
2.97,"1,427.59",1.09,435.13,0.36,"1,414.97",-0.04
-5.54,"1,414.20",-0.94,435.27,0.03,"1,419.13",0.29
1.26,"1,417.26",0.22,433.74,-0.35,"1,422.62",0.25
-3.58,"1,428.39",0.79,432.16,-0.36,"1,415.61",-0.49
-6.38,"1,394.53",-2.37,434.57,0.56,"1,411.75",-0.27
-6.61,"1,377.51",-1.22,436.25,0.39,"1,423.84",0.86
3.28,"1,379.85",0.17,435.22,-0.24,"1,427.33",0.25
-1.54,"1,380.03",0.01,437.20,0.45,"1,427.98",0.05
12.55,"1,374.53",-0.40,436.68,-0.12,"1,419.70",-0.58
3.28,"1,355.49",-1.39,433.98,-0.62,"1,418.33",-0.10
1.12,"1,353.33",-0.16,435.47,0.34,"1,409.87",-0.60
-1.74,"1,359.88",0.48,436.35,0.20,"1,424.55",1.04
-7.47,"1,386.89",1.99,434.63,-0.39,"1,432.10",0.53
-4.78,"1,387.81",0.07,434.68,0.01,"1,435.35",0.23
6.42,"1,391.03",0.23,432.02,-0.61,"1,414.23",-1.47
-10.79,#N/A,#N/A,432.72,0.16,"1,423.52",0.66
-3.46,"1,409.15",#N/A,432.90,0.04,"1,421.96",-0.11
-1.13,"1,406.29",-0.20,430.58,-0.54,"1,427.39",0.38
9.51,"1,398.94",-0.52,429.84,-0.17,"1,423.90",-0.24
-1.81,"1,409.93",0.79,432.88,0.71,"1,425.81",0.13
-8.03,"1,415.95",0.43,432.56,-0.07,"1,431.40",0.39
4.19,"1,416.18",0.02,429.94,-0.61,"1,424.04",-0.51
0.35,"1,409.46",-0.47,431.02,0.25,"1,424.24",0.01
-10.22,"1,407.05",-0.17,431.32,0.07,"1,412.72",-0.81
3.62,"1,409.28",0.16,433.92,0.60,"1,424.25",0.82
-10.92,"1,413.94",0.33,437.41,0.80,"1,423.65",-0.04
-0.44,"1,418.07",0.29,437.15,-0.06,"1,387.10",-2.57
-11.65,"1,418.55",0.03,435.35,-0.41,"1,417.02",2.16
9.34,"1,427.84",0.65,432.53,-0.65,"1,416.64",-0.03
-4.89,"1,428.48",0.04,432.49,-0.01,"1,413.56",-0.22
0.83,"1,419.45",-0.63,433.95,0.34,"1,401.43",-0.86
-5.73,"1,413.58",-0.41,434.84,0.21,"1,422.86",1.53
-4.05,"1,430.36",1.19,431.08,-0.86,"1,408.38",-1.02
-6.34,"1,446.79",1.15,434.36,0.76,"1,382.48",-1.84
-0.54,"1,435.81",-0.76,433.24,-0.26,"1,386.14",0.26
10.88,"1,443.69",0.55,435.59,0.54,"1,384.81",-0.10
3.20,"1,430.15",-0.94,437.38,0.41,"1,374.12",-0.77
7.62,"1,426.66",-0.24,435.65,-0.40,"1,368.65",-0.40
-3.68,#N/A,#N/A,438.25,0.60,"1,363.12",-0.40
4.27,"1,419.83",#N/A,438.91,0.15,"1,370.93",0.57
-0.50,"1,418.10",-0.12,#N/A,#N/A,"1,376.53",0.41
-0.67,"1,402.43",-1.10,434.51,#N/A,"1,386.44",0.72
-1.86,"1,426.19",1.69,434.73,0.05,"1,375.73",-0.77
0.00,#N/A,#N/A,435.36,0.14,"1,381.34",0.41
1.00,"1,462.42",#N/A,434.65,-0.16,"1,382.79",0.10
0.00,"1,459.37",-0.21,435.66,0.23,"1,390.80",0.58
-3.74,"1,466.47",0.49,436.91,0.29,"1,360.91",-2.15
-3.89,"1,461.89",-0.31,434.10,-0.64,"1,385.05",1.77
-8.09,"1,457.15",-0.32,433.26,-0.19,"1,387.93",0.21
0.00,"1,461.02",0.27,433.77,0.12,"1,398.47",0.76
-17.61,"1,472.12",0.76,436.85,0.71,"1,417.26",1.34
7.89,"1,472.05",0.00,435.65,-0.27,"1,412.80",-0.31
2.93,"1,470.68",-0.09,435.95,0.07,"1,417.46",0.33
1.81,"1,472.34",0.11,438.44,0.57,"1,406.20",-0.79
-7.09,"1,472.63",0.02,436.39,-0.47,"1,403.42",-0.20
-10.17,"1,480.94",0.56,437.01,0.14,"1,390.10",-0.95
-5.66,"1,485.98",0.34,436.63,-0.09,"1,371.66",-1.33
-6.00,#N/A,#N/A,435.15,-0.34,"1,372.39",0.05
-6.39,"1,492.56",#N/A,431.76,-0.78,"1,376.45",0.30
4.38,"1,494.81",0.15,430.72,-0.24,"1,359.33",-1.24
-6.54,"1,494.82",0.00,431.29,0.13,"1,333.59",-1.89
-11.89,"1,502.96",0.54,432.47,0.27,"1,323.07",-0.79
6.25,"1,500.18",-0.18,432.15,-0.07,"1,328.75",0.43
14.96,"1,507.84",0.51,431.92,-0.05,"1,323.80",-0.37
-11.05,"1,501.96",-0.39,429.65,-0.53,"1,323.51",-0.02
4.31,"1,498.11",-0.26,428.84,-0.19,"1,307.78",-1.19
-3.50,"1,513.17",1.01,430.06,0.28,"1,309.03",0.10
-7.26,"1,495.71",-1.15,430.89,0.19,"1,295.65",-1.02
0.00,"1,511.29",1.04,432.65,0.41,"1,300.72",0.39
6.59,"1,512.12",0.05,432.80,0.03,"1,299.01",-0.13
9.80,"1,509.39",-0.18,431.37,-0.33,"1,298.73",-0.02
0.00,"1,517.93",0.57,431.39,0.00,"1,283.69",-1.16
-6.69,"1,517.01",-0.06,430.52,-0.20,"1,265.66",-1.40
-10.75,"1,519.43",0.16,431.23,0.16,"1,297.64",2.53
24.87,"1,520.33",0.06,432.83,0.37,"1,315.11",1.35
2.60,"1,521.38",0.07,433.53,0.16,"1,316.36",0.10
2.53,"1,519.79",-0.10,433.72,0.04,"1,300.65",-1.19
-2.76,#N/A,#N/A,430.40,-0.77,"1,287.59",-1.00
-1.49,"1,530.94",#N/A,429.54,-0.20,"1,312.74",1.95
-9.57,"1,511.95",-1.24,431.66,0.49,"1,318.69",0.45
-14.11,"1,502.42",-0.63,432.10,0.10,"1,323.20",0.34
1.59,"1,515.60",0.88,432.61,0.12,"1,318.11",-0.38
-12.86,"1,487.85",-1.83,433.77,0.27,"1,306.72",-0.86
10.61,"1,496.94",0.61,432.68,-0.25,"1,310.78",0.31
-27.70,"1,515.99",1.27,429.54,-0.73,"1,310.05",-0.06
-5.80,"1,514.68",-0.09,431.57,0.47,"1,305.18",-0.37
4.68,"1,518.20",0.23,431.76,0.04,"1,300.68",-0.34
-2.25,"1,525.20",0.46,429.46,-0.53,"1,308.87",0.63
19.45,"1,539.79",0.96,427.65,-0.42,"1,299.11",-0.75
2.86,"1,541.46",0.11,426.37,-0.30,"1,287.04",-0.93
40.65,"1,544.26",0.18,427.36,0.23,"1,282.45",-0.36
1.49,"1,551.18",0.45,427.36,0.00,"1,280.53",-0.15
-13.73,"1,556.22",0.32,429.27,0.45,"1,258.72",-1.70
11.01,"1,552.48",-0.24,431.14,0.44,"1,269.43",0.85
3.50,"1,554.52",0.13,429.94,-0.28,"1,259.79",-0.76
13.85,"1,563.23",0.56,428.60,-0.31,"1,254.09",-0.45
14.51,"1,560.70",-0.16,430.79,0.51,"1,255.06",0.08
-9.13,"1,552.10",-0.55,429.03,-0.41,"1,259.77",0.38
4.61,"1,548.34",-0.24,426.28,-0.64,"1,258.19",-0.13
12.90,"1,558.71",0.67,426.87,0.14,"1,252.31",-0.47
-0.93,"1,545.80",-0.83,424.07,-0.66,"1,251.50",-0.06
-9.99,"1,556.89",0.72,423.10,-0.23,"1,226.25",-2.02
-7.62,"1,551.69",-0.33,423.74,0.15,"1,238.90",1.03
23.91,"1,563.77",0.78,424.45,0.17,"1,237.44",-0.12
13.81,"1,562.85",-0.06,426.47,0.48,"1,245.87",0.68
22.57,"1,569.19",0.41,425.30,-0.27,"1,224.97",-1.68
0.00,#N/A,#N/A,426.48,0.28,"1,213.29",-0.95
1.34,"1,562.17",#N/A,425.46,-0.24,"1,217.89",0.38
4.40,"1,570.25",0.52,427.00,0.36,"1,219.84",0.16
1.31,"1,553.69",-1.05,426.94,-0.01,"1,212.97",-0.56
-0.97,"1,559.98",0.40,427.53,0.14,"1,233.75",1.71
4.88,"1,553.28",-0.43,428.26,0.17,"1,245.31",0.94
-1.56,"1,563.07",0.63,428.26,0.00,"1,245.03",-0.02
0.01,"1,568.61",0.35,427.48,-0.18,"1,254.75",0.78
-3.24,"1,587.73",1.22,428.56,0.25,"1,238.11",-1.33
-1.49,"1,593.37",0.36,428.37,-0.04,"1,215.72",-1.81
-8.32,"1,588.85",-0.28,428.43,0.01,"1,209.02",-0.55
3.84,"1,552.36",-2.30,430.06,0.38,"1,197.45",-0.96
5.86,"1,574.57",1.43,430.70,0.15,"1,193.40",-0.34
-1.65,"1,552.01",-1.43,431.78,0.25,"1,179.18",-1.19
-3.36,"1,541.61",-0.67,431.50,-0.06,"1,164.17",-1.27
1.51,"1,555.25",0.88,428.22,-0.76,"1,176.18",1.03
3.60,"1,562.50",0.47,430.13,0.45,"1,178.36",0.19
0.46,"1,578.78",1.04,430.52,0.09,"1,186.59",0.70
-3.01,"1,578.79",0.00,428.46,-0.48,"1,180.60",-0.50
-4.23,"1,585.16",0.40,426.19,-0.53,"1,197.52",1.43
1.38,"1,582.24",-0.18,425.37,-0.19,"1,221.16",1.97
5.35,"1,593.61",0.72,425.74,0.09,"1,210.85",-0.84
-2.95,"1,597.57",0.25,425.21,-0.12,"1,197.27",-1.12
2.90,"1,582.70",-0.93,424.38,-0.20,"1,185.69",-0.97
-0.96,"1,597.59",0.94,427.82,0.81,"1,180.77",-0.41
-2.05,"1,614.42",1.05,425.91,-0.45,"1,187.87",0.60
5.03,"1,617.50",0.19,428.18,0.53,"1,189.73",0.16
-5.24,"1,625.96",0.52,427.83,-0.08,"1,198.79",0.76
4.83,"1,632.69",0.41,427.74,-0.02,"1,200.21",0.12
2.46,"1,626.67",-0.37,429.18,0.34,"1,196.59",-0.30
-4.51,"1,633.70",0.43,430.11,0.22,"1,187.11",-0.79
5.91,"1,633.77",0.00,429.77,-0.08,"1,181.40",-0.48
3.63,"1,650.34",1.01,429.20,-0.13,"1,175.10",-0.53
-6.20,"1,658.78",0.51,428.37,-0.19,"1,170.05",-0.43
1.00,"1,650.47",-0.50,431.59,0.75,"1,162.88",-0.61
-3.22,"1,667.47",1.03,431.32,-0.06,"1,163.71",0.07
10.64,"1,666.29",-0.07,430.12,-0.28,"1,159.23",-0.38
2.58,"1,669.16",0.17,432.13,0.47,"1,137.01",-1.92
-6.74,"1,655.35",-0.83,430.95,-0.27,"1,150.51",1.19
-9.44,"1,650.51",-0.29,432.10,0.27,"1,142.76",-0.67
8.60,"1,649.60",-0.06,433.11,0.23,"1,161.98",1.68
2.42,#N/A,#N/A,433.89,0.18,"1,152.26",-0.84
0.28,"1,660.06",#N/A,432.81,-0.25,"1,146.39",-0.51
-0.78,"1,648.36",-0.70,433.53,0.17,"1,143.47",-0.25
2.13,"1,654.41",0.37,432.31,-0.28,"1,150.77",0.64
4.39,"1,630.74",-1.43,431.53,-0.18,"1,127.94",-1.98
-7.02,"1,640.42",0.59,433.76,0.52,"1,133.92",0.53
-6.33,"1,631.38",-0.55,433.66,-0.02,"1,133.92",0.00
-4.95,"1,608.90",-1.38,434.15,0.11,"1,121.38",-1.11
4.98,"1,622.56",0.85,433.64,-0.12,"1,113.96",-0.66
-5.40,"1,643.38",1.28,433.30,-0.08,"1,096.48",-1.57
-1.28,"1,642.81",-0.03,433.37,0.02,"1,092.39",-0.37
5.40,"1,626.13",-1.02,433.43,0.01,"1,107.05",1.34
-2.63,"1,612.52",-0.84,435.10,0.39,"1,097.97",-0.82
-3.54,"1,636.36",1.48,436.03,0.21,"1,103.06",0.46
-8.04,"1,626.73",-0.59,436.72,0.16,"1,095.38",-0.70
0.00,"1,639.04",0.76,436.35,-0.08,"1,095.28",-0.01
10.53,"1,651.81",0.78,436.66,0.07,"1,136.61",3.77
-3.41,"1,628.93",-1.39,438.53,0.43,"1,126.69",-0.87
-22.48,"1,588.19",-2.50,437.49,-0.24,"1,122.39",-0.38
1.81,"1,592.43",0.27,437.17,-0.07,"1,132.95",0.94
8.32,"1,573.09",-1.21,433.83,-0.76,"1,124.61",-0.74
-1.99,"1,588.03",0.95,432.97,-0.20,"1,114.68",-0.88
-6.68,"1,603.26",0.96,422.85,-2.34,"1,124.00",0.84
5.03,"1,613.20",0.62,420.61,-0.53,"1,114.11",-0.88
5.38,"1,606.28",-0.43,413.16,-1.77,"1,120.70",0.59
13.15,"1,614.96",0.54,412.04,-0.27,"1,147.21",2.37
12.79,"1,614.08",-0.05,415.63,0.87,"1,136.87",-0.90
1.76,"1,615.41",0.08,414.05,-0.38,"1,137.78",0.08
15.98,#N/A,#N/A,416.22,0.52,"1,110.93",-2.36
5.02,"1,631.89",#N/A,410.24,-1.44,"1,117.14",0.56
-7.75,"1,640.46",0.53,406.56,-0.90,"1,117.92",0.07
3.27,"1,652.32",0.72,409.58,0.74,"1,124.42",0.58
3.66,"1,652.62",0.02,405.01,-1.12,"1,130.47",0.54
-2.93,"1,675.02",1.36,402.55,-0.61,"1,135.42",0.44
5.34,"1,680.19",0.31,406.61,1.01,"1,145.57",0.89
-1.35,"1,682.50",0.14,407.32,0.17,"1,125.83",-1.72
4.20,"1,676.26",-0.37,409.56,0.55,"1,114.25",-1.03
1.27,"1,680.91",0.28,410.02,0.11,"1,120.21",0.53
0.31,"1,689.37",0.50,405.30,-1.15,"1,106.26",-1.25
7.07,"1,692.09",0.16,403.06,-0.55,"1,121.32",1.36
2.88,"1,695.53",0.20,395.87,-1.78,"1,129.73",0.75
5.87,"1,692.39",-0.19,396.06,0.05,"1,132.51",0.25
-5.54,"1,685.94",-0.38,398.57,0.63,"1,123.95",-0.76
-0.10,"1,690.25",0.26,400.54,0.49,"1,121.29",-0.24
0.08,"1,691.65",0.08,398.92,-0.40,"1,123.37",0.19
4.85,"1,685.33",-0.37,396.34,-0.65,"1,117.70",-0.50
5.68,"1,685.96",0.04,397.89,0.39,"1,145.88",2.52
-5.61,"1,685.73",-0.01,401.32,0.86,"1,146.03",0.01
3.97,"1,706.87",1.25,402.18,0.21,"1,128.16",-1.56
4.15,"1,709.67",0.16,402.82,0.16,"1,098.03",-2.67
-1.83,"1,707.14",-0.15,398.07,-1.18,"1,116.29",1.66
-2.34,"1,697.37",-0.57,396.80,-0.32,"1,116.19",-0.01
-2.93,"1,690.91",-0.38,397.19,0.10,"1,088.73",-2.46
-6.99,"1,697.48",0.39,396.90,-0.07,"1,040.50",-4.43
7.31,"1,691.42",-0.36,396.94,0.01,"1,050.85",0.99
4.32,"1,689.47",-0.12,396.77,-0.04,"1,049.24",-0.15
3.06,"1,694.16",0.28,399.20,0.61,"1,052.25",0.29
1.13,"1,685.39",-0.52,403.03,0.96,"1,026.55",-2.44
-3.52,"1,661.32",-1.43,405.81,0.69,"1,000.55",-2.53
-1.06,"1,655.83",-0.33,405.82,0.00,"1,006.20",0.56
0.92,"1,646.06",-0.59,404.82,-0.25,993.43,-1.27
-2.09,"1,652.35",0.38,407.22,0.59,"1,018.92",2.57
2.54,"1,642.80",-0.58,407.28,0.01,"1,038.78",1.95
6.18,"1,656.96",0.86,410.80,0.86,"1,056.66",1.72
-1.00,"1,663.50",0.39,409.34,-0.36,"1,051.59",-0.48
-0.62,"1,656.78",-0.40,410.94,0.39,"1,043.05",-0.81
-0.08,"1,630.48",-1.59,412.15,0.29,"1,044.77",0.16
9.71,"1,634.96",0.27,415.07,0.71,"1,037.28",-0.72
-0.15,"1,638.17",0.20,415.79,0.17,"1,055.01",1.71
8.34,"1,632.97",-0.32,417.34,0.37,"1,065.71",1.01
-0.38,#N/A,#N/A,413.80,-0.85,"1,061.50",-0.40
1.19,"1,639.77",#N/A,414.43,0.15,"1,075.45",1.31
-0.37,"1,653.08",0.81,417.98,0.86,"1,095.70",1.88
-0.52,"1,655.08",0.12,420.17,0.52,"1,090.07",-0.51
2.81,"1,655.17",0.01,420.23,0.01,"1,096.53",0.59
-1.67,"1,671.71",1.00,420.94,0.17,"1,076.84",-1.80
4.90,"1,683.99",0.73,421.07,0.03,"1,076.09",-0.07
-5.76,"1,689.13",0.31,425.15,0.97,"1,080.31",0.39
-1.72,"1,683.42",-0.34,425.55,0.09,"1,074.67",-0.52
2.27,"1,687.99",0.27,426.78,0.29,"1,054.09",-1.92
-1.11,"1,697.60",0.57,428.79,0.47,"1,028.87",-2.39
-3.08,"1,704.76",0.42,427.37,-0.33,"1,027.26",-0.16
-4.45,"1,725.52",1.22,426.51,-0.20,"1,040.86",1.32
-3.92,"1,722.34",-0.18,429.05,0.60,"1,015.08",-2.48
-2.72,"1,709.91",-0.72,429.19,0.03,995.59,-1.92
0.63,"1,701.84",-0.47,430.83,0.38,991.33,-0.43
-0.64,"1,697.42",-0.26,431.68,0.20,"1,022.49",3.14
0.67,"1,692.77",-0.27,432.99,0.30,"1,010.37",-1.19
