net balance,S&P 500,SP,BofA AAA US ,BofA,MCSI REIT Index,MCSI
0.41,"4,463.12",1.17,604.37,0.11,,
-100.00,"4,461.18",-0.04,604.48,0.02,,
#DIV/0!,"4,511.61",1.13,601.41,-0.51,,
#DIV/0!,"4,456.24",-1.23,603.99,0.43,,
#DIV/0!,"4,520.16",1.43,604.75,0.13,,
#DIV/0!,"4,543.06",0.51,602.39,-0.39,,
#DIV/0!,"4,575.52",0.71,602.77,0.06,,
#DIV/0!,"4,631.60",1.23,601.69,-0.18,,
#DIV/0!,"4,602.45",-0.63,600.59,-0.18,,
#DIV/0!,"4,530.41",-1.57,600.82,0.04,,
#DIV/0!,"4,545.86",0.34,601.75,0.15,,
#DIV/0!,,,605.16,0.57,,
#DIV/0!,,,604.93,-0.04,,
#DIV/0!,,,606.11,0.20,,
#DIV/0!,,,611.35,0.86,,
#DIV/0!,,,610.37,-0.16,,
#DIV/0!,,,610.29,-0.01,,
#DIV/0!,,,610.16,-0.02,,
#DIV/0!,,,608.12,-0.33,,
#DIV/0!,,,608.94,0.13,,
#DIV/0!,,,609.80,0.14,,
#DIV/0!,,,610.54,0.12,,
#DIV/0!,,,610.70,0.03,,
#DIV/0!,,,612.39,0.28,,
#DIV/0!,,,613.98,0.26,,
#DIV/0!,,,613.18,-0.13,,
#DIV/0!,,,616.76,0.58,,
#DIV/0!,,,615.49,-0.21,,
#DIV/0!,,,617.28,0.29,,
#DIV/0!,,,615.82,-0.24,,
#DIV/0!,,,614.92,-0.15,,
#DIV/0!,,,614.70,-0.04,,
#DIV/0!,,,614.13,-0.09,,
#DIV/0!,,,614.80,0.11,,
#DIV/0!,,,620.08,0.86,,
#DIV/0!,,,619.15,-0.15,,
#DIV/0!,,,619.40,0.04,,
#DIV/0!,,,619.12,-0.05,,
#DIV/0!,,,621.84,0.44,,
#DIV/0!,,,622.94,0.18,,
#DIV/0!,,,622.93,0.00,,
#DIV/0!,,,623.57,0.10,,
#DIV/0!,,,625.00,0.23,,
#DIV/0!,,,621.90,-0.50,,
#DIV/0!,,,621.08,-0.13,,
#DIV/0!,,,618.94,-0.34,,
#DIV/0!,,,617.52,-0.23,,
#DIV/0!,,,615.91,-0.26,,
#DIV/0!,,,615.96,0.01,,
#DIV/0!,,,617.03,0.17,,
#DIV/0!,,,615.24,-0.29,,
#DIV/0!,,,614.21,-0.17,,
#DIV/0!,,,615.83,0.26,,
#DIV/0!,,,616.58,0.12,,
#DIV/0!,,,618.99,0.39,,
#DIV/0!,,,617.81,-0.19,,
#DIV/0!,,,619.35,0.25,,
#DIV/0!,,,620.68,0.21,,
#DIV/0!,,,623.19,0.40,,
#DIV/0!,,,623.03,-0.03,,
#DIV/0!,,,623.49,0.07,,
#DIV/0!,,,625.62,0.34,,
#DIV/0!,,,623.78,-0.29,,
#DIV/0!,,,619.06,-0.76,,
#DIV/0!,,,620.73,0.27,,
#DIV/0!,,,619.05,-0.27,,
#DIV/0!,,,620.89,0.30,,
#DIV/0!,,,620.11,-0.13,,
#DIV/0!,,,622.90,0.45,,
#DIV/0!,,,622.51,-0.06,,
#DIV/0!,,,624.32,0.29,,
#DIV/0!,,,621.49,-0.45,,
#DIV/0!,,,621.92,0.07,,
#DIV/0!,,,619.75,-0.35,,
#DIV/0!,,,621.71,0.32,,
#DIV/0!,,,622.26,0.09,,
#DIV/0!,,,621.97,-0.05,,
#DIV/0!,,,621.25,-0.12,,
#DIV/0!,,,618.69,-0.41,,
#DIV/0!,,,621.40,0.44,,
#DIV/0!,,,622.89,0.24,,
#DIV/0!,,,623.05,0.03,,
#DIV/0!,,,623.70,0.10,,
#DIV/0!,,,622.28,-0.23,,
#DIV/0!,,,624.73,0.39,,
#DIV/0!,,,624.10,-0.10,,
#DIV/0!,,,625.55,0.23,,
#DIV/0!,,,626.10,0.09,,
#DIV/0!,,,626.49,0.06,,
#DIV/0!,,,626.22,-0.04,,
#DIV/0!,,,627.97,0.28,,
#DIV/0!,,,625.79,-0.35,,
#DIV/0!,,,625.95,0.03,,
#DIV/0!,,,630.82,0.78,,
#DIV/0!,,,627.71,-0.49,,
#DIV/0!,,,629.94,0.36,,
#DIV/0!,,,629.57,-0.06,,
#DIV/0!,,,625.99,-0.57,,
#DIV/0!,,,624.32,-0.27,,
#DIV/0!,,,623.59,-0.12,,
#DIV/0!,,,624.37,0.13,,
#DIV/0!,,,625.18,0.13,,
#DIV/0!,,,624.15,-0.16,,
#DIV/0!,,,624.10,-0.01,,
#DIV/0!,,,623.94,-0.03,,
#DIV/0!,,,624.87,0.15,,
#DIV/0!,,,625.69,0.13,,
#DIV/0!,,,628.21,0.40,,
#DIV/0!,,,628.15,-0.01,,
#DIV/0!,,,624.24,-0.62,,
#DIV/0!,,,625.36,0.18,,
#DIV/0!,,,626.21,0.14,,
#DIV/0!,,,626.26,0.01,,
#DIV/0!,,,626.46,0.03,,
#DIV/0!,,,627.79,0.21,,
#DIV/0!,,,627.26,-0.08,,
#DIV/0!,,,625.93,-0.21,,
#DIV/0!,,,625.19,-0.12,,
#DIV/0!,,,625.35,0.03,,
#DIV/0!,,,626.93,0.25,,
#DIV/0!,,,626.89,-0.01,,
#DIV/0!,,,627.98,0.17,,
#DIV/0!,,,630.24,0.36,,
#DIV/0!,,,629.59,-0.10,,
#DIV/0!,,,630.39,0.13,,
#DIV/0!,,,628.42,-0.31,,
#DIV/0!,,,629.85,0.23,,
#DIV/0!,,,626.64,-0.51,,
#DIV/0!,,,627.86,0.19,,
#DIV/0!,,,626.65,-0.19,,
#DIV/0!,,,624.45,-0.35,,
#DIV/0!,,,624.13,-0.05,,
#DIV/0!,,,625.92,0.29,,
#DIV/0!,,,629.25,0.53,,
#DIV/0!,,,627.71,-0.24,,
#DIV/0!,,,627.80,0.01,,
#DIV/0!,,,629.19,0.22,,
#DIV/0!,,,629.28,0.01,,
#DIV/0!,,,630.29,0.16,,
#DIV/0!,,,630.15,-0.02,,
#DIV/0!,,,628.22,-0.31,,
#DIV/0!,,,626.56,-0.26,,
#DIV/0!,,,622.03,-0.72,,
#DIV/0!,,,622.67,0.10,,
#DIV/0!,,,624.00,0.21,,
#DIV/0!,,,626.54,0.41,,
#DIV/0!,,,625.73,-0.13,,
#DIV/0!,,,626.69,0.15,,
#DIV/0!,,,627.04,0.06,,
#DIV/0!,,,630.00,0.47,,
#DIV/0!,,,632.28,0.36,,
#DIV/0!,,,632.33,0.01,,
#DIV/0!,,,631.55,-0.12,,
#DIV/0!,,,631.74,0.03,,
#DIV/0!,,,631.51,-0.04,,
#DIV/0!,,,629.27,-0.35,,
#DIV/0!,,,628.75,-0.08,,
#DIV/0!,,,632.65,0.62,,
#DIV/0!,,,632.39,-0.04,,
#DIV/0!,,,634.62,0.35,,
#DIV/0!,,,635.11,0.08,,
#DIV/0!,,,631.45,-0.58,,
#DIV/0!,,,631.43,0.00,,
#DIV/0!,,,632.31,0.14,,
#DIV/0!,,,631.93,-0.06,,
#DIV/0!,,,635.35,0.54,,
#DIV/0!,,,636.83,0.23,,
#DIV/0!,,,637.62,0.12,,
#DIV/0!,,,634.69,-0.46,,
#DIV/0!,,,630.46,-0.67,,
#DIV/0!,,,627.71,-0.44,,
#DIV/0!,,,630.60,0.46,,
#DIV/0!,,,630.42,-0.03,,
#DIV/0!,,,#N/A,#N/A,,
#DIV/0!,,,632.23,#N/A,,
#DIV/0!,,,636.33,0.65,,
#DIV/0!,,,635.81,-0.08,,
#DIV/0!,,,636.90,0.17,,
#DIV/0!,,,636.96,0.01,,
#DIV/0!,,,#N/A,#N/A,,
#DIV/0!,,,632.18,#N/A,,
#DIV/0!,,,633.27,0.17,,
#DIV/0!,,,632.89,-0.06,,
#DIV/0!,,,631.87,-0.16,,
#DIV/0!,,,631.91,0.01,,
#DIV/0!,,,628.37,-0.56,,
#DIV/0!,,,628.75,0.06,,
#DIV/0!,,,631.05,0.37,,
#DIV/0!,,,631.81,0.12,,
#DIV/0!,,,631.97,0.03,,
#DIV/0!,,,632.31,0.05,,
#DIV/0!,,,630.87,-0.23,,
#DIV/0!,,,628.82,-0.32,,
#DIV/0!,,,626.59,-0.35,,
#DIV/0!,,,625.13,-0.23,,
#DIV/0!,,,626.98,0.30,,
#DIV/0!,,,625.47,-0.24,,
#DIV/0!,,,628.62,0.50,,
#DIV/0!,,,627.28,-0.21,,
#DIV/0!,,,626.28,-0.16,,
#DIV/0!,,,623.85,-0.39,,
#DIV/0!,,,625.38,0.25,,
#DIV/0!,,,623.44,-0.31,,
#DIV/0!,,,618.46,-0.80,,
#DIV/0!,,,620.51,0.33,,
#DIV/0!,,,620.73,0.04,,
#DIV/0!,,,617.31,-0.55,,
#DIV/0!,,,615.84,-0.24,,
#DIV/0!,,,614.44,-0.23,,
#DIV/0!,,,613.81,-0.10,,
#DIV/0!,,,612.84,-0.16,,
#DIV/0!,,,609.96,-0.47,,
#DIV/0!,,,612.67,0.44,,
#DIV/0!,,,613.54,0.14,,
#DIV/0!,,,613.71,0.03,,
#DIV/0!,,,612.53,-0.19,,
#DIV/0!,,,609.06,-0.57,,
#DIV/0!,,,610.84,0.29,,
#DIV/0!,,,612.52,0.28,,
#DIV/0!,,,613.60,0.18,,
#DIV/0!,,,611.48,-0.35,,
#DIV/0!,,,613.60,0.35,,
#DIV/0!,,,614.62,0.17,,
#DIV/0!,,,611.29,-0.54,,
#DIV/0!,,,610.56,-0.12,,
#DIV/0!,,,612.22,0.27,,
#DIV/0!,,,611.61,-0.10,,
#DIV/0!,,,613.11,0.25,,
#DIV/0!,,,611.43,-0.27,,
#DIV/0!,,,612.69,0.21,,
#DIV/0!,,,612.84,0.02,,
#DIV/0!,,,614.48,0.27,,
#DIV/0!,,,614.48,0.00,,
#DIV/0!,,,613.58,-0.15,,
#DIV/0!,,,614.05,0.08,,
#DIV/0!,,,611.75,-0.37,,
#DIV/0!,,,609.57,-0.36,,
#DIV/0!,,,612.77,0.52,,
#DIV/0!,,,612.31,-0.08,,
#DIV/0!,,,612.27,-0.01,,
#DIV/0!,,,615.49,0.53,,
#DIV/0!,,,616.26,0.13,,
#DIV/0!,,,618.75,0.40,,
#DIV/0!,,,#N/A,#N/A,,
#DIV/0!,,,618.80,#N/A,,
#DIV/0!,,,619.34,0.09,,
#DIV/0!,,,616.88,-0.40,,
#DIV/0!,,,616.51,-0.06,,
#DIV/0!,,,614.65,-0.30,,
#DIV/0!,,,618.18,0.57,,
#DIV/0!,,,618.56,0.06,,
#DIV/0!,,,619.03,0.08,,
#DIV/0!,,,619.51,0.08,,
#DIV/0!,,,617.67,-0.30,,
#DIV/0!,,,617.76,0.01,,
#DIV/0!,,,618.19,0.07,,
#DIV/0!,,,619.73,0.25,,
#DIV/0!,,,615.95,-0.61,,
#DIV/0!,,,612.31,-0.59,,
#DIV/0!,,,610.48,-0.30,,
#DIV/0!,,,609.58,-0.15,,
#DIV/0!,,,608.44,-0.19,,
#DIV/0!,,,605.22,-0.53,,
#DIV/0!,,,607.09,0.31,,
#DIV/0!,,,609.93,0.47,,
#DIV/0!,,,611.19,0.21,,
#DIV/0!,,,607.47,-0.61,,
#DIV/0!,,,608.10,0.10,,
#DIV/0!,,,608.79,0.11,,
#DIV/0!,,,608.82,0.00,,
#DIV/0!,,,608.68,-0.02,,
#DIV/0!,,,607.88,-0.13,,
#DIV/0!,,,607.04,-0.14,,
#DIV/0!,,,609.74,0.44,,
#DIV/0!,,,610.86,0.18,,
#DIV/0!,,,610.49,-0.06,,
#DIV/0!,,,605.40,-0.83,,
#DIV/0!,,,604.95,-0.07,,
#DIV/0!,,,603.87,-0.18,,
#DIV/0!,,,606.09,0.37,,
#DIV/0!,,,606.28,0.03,,
#DIV/0!,,,606.37,0.01,,
#DIV/0!,,,608.89,0.42,,
#DIV/0!,,,610.99,0.34,,
#DIV/0!,,,613.37,0.39,,
#DIV/0!,,,613.54,0.03,,
#DIV/0!,,,620.51,1.14,,
#DIV/0!,,,617.01,-0.56,,
#DIV/0!,,,618.33,0.21,,
#DIV/0!,,,615.06,-0.53,,
#DIV/0!,,,613.45,-0.26,,
#DIV/0!,,,614.15,0.11,,
#DIV/0!,,,610.44,-0.60,,
#DIV/0!,,,613.43,0.49,,
#DIV/0!,,,613.09,-0.06,,
#DIV/0!,,,612.26,-0.14,,
#DIV/0!,,,612.68,0.07,,
#DIV/0!,,,612.09,-0.10,,
#DIV/0!,,,614.18,0.34,,
#DIV/0!,,,614.76,0.09,,
#DIV/0!,,,614.30,-0.07,,
#DIV/0!,,,615.08,0.13,,
#DIV/0!,,,612.93,-0.35,,
#DIV/0!,,,612.46,-0.08,,
#DIV/0!,,,612.22,-0.04,,
#DIV/0!,,,613.46,0.20,,
#DIV/0!,,,613.46,0.00,,
#DIV/0!,,,616.87,0.56,,
#DIV/0!,,,615.98,-0.14,,
#DIV/0!,,,616.43,0.07,,
#DIV/0!,,,616.48,0.01,,
#DIV/0!,,,616.04,-0.07,,
#DIV/0!,,,618.34,0.37,,
#DIV/0!,,,618.39,0.01,,
#DIV/0!,,,619.58,0.19,,
#DIV/0!,,,621.11,0.25,,
#DIV/0!,,,620.37,-0.12,,
#DIV/0!,,,620.50,0.02,,
#DIV/0!,,,622.18,0.27,,
#DIV/0!,,,622.34,0.03,,
#DIV/0!,,,623.82,0.24,,
#DIV/0!,,,622.47,-0.22,,
#DIV/0!,,,621.92,-0.09,,
#DIV/0!,,,621.33,-0.09,,
#DIV/0!,,,622.88,0.25,,
#DIV/0!,,,619.45,-0.55,,
#DIV/0!,,,615.04,-0.71,,
#DIV/0!,,,617.95,0.47,,
#DIV/0!,,,619.06,0.18,,
#DIV/0!,,,617.33,-0.28,,
#DIV/0!,,,618.28,0.15,,
#DIV/0!,,,617.55,-0.12,,
#DIV/0!,,,618.81,0.20,,
#DIV/0!,,,616.38,-0.39,,
#DIV/0!,,,616.89,0.08,,
#DIV/0!,,,619.10,0.36,,
#DIV/0!,,,620.22,0.18,,
#DIV/0!,,,618.04,-0.35,,
#DIV/0!,,,617.53,-0.08,,
#DIV/0!,,,618.93,0.23,,
#DIV/0!,,,621.86,0.47,,
#DIV/0!,,,619.51,-0.38,,
#DIV/0!,,,619.03,-0.08,,
#DIV/0!,,,620.99,0.32,,
#DIV/0!,,,621.34,0.06,,
#DIV/0!,,,621.47,0.02,,
#DIV/0!,,,624.48,0.48,,
#DIV/0!,,,623.60,-0.14,,
#DIV/0!,,,623.98,0.06,,
#DIV/0!,,,624.26,0.04,,
#DIV/0!,,,624.01,-0.04,,
#DIV/0!,,,622.87,-0.18,,
#DIV/0!,,,621.05,-0.29,,
#DIV/0!,,,621.75,0.11,,
#DIV/0!,,,621.90,0.02,,
#DIV/0!,,,621.52,-0.06,,
#DIV/0!,,,621.69,0.03,,
#DIV/0!,,,618.32,-0.54,,
#DIV/0!,,,618.53,0.03,,
#DIV/0!,,,620.14,0.26,,
#DIV/0!,,,616.90,-0.52,,
#DIV/0!,,,618.25,0.22,,
#DIV/0!,,,616.63,-0.26,,
#DIV/0!,,,619.37,0.44,,
#DIV/0!,,,620.12,0.12,,
#DIV/0!,,,619.03,-0.18,,
#DIV/0!,,,619.34,0.05,,
#DIV/0!,,,616.20,-0.51,,
#DIV/0!,,,613.98,-0.36,,
#DIV/0!,,,615.63,0.27,,
#DIV/0!,,,616.19,0.09,,
#DIV/0!,,,615.78,-0.07,,
#DIV/0!,,,614.62,-0.19,,
#DIV/0!,,,616.76,0.35,,
#DIV/0!,,,617.26,0.08,,
#DIV/0!,,,617.06,-0.03,,
#DIV/0!,,,617.17,0.02,,
#DIV/0!,,,615.19,-0.32,,
#DIV/0!,,,617.17,0.32,,
#DIV/0!,,,611.63,-0.90,,
#DIV/0!,,,609.51,-0.35,,
#DIV/0!,,,606.57,-0.48,,
#DIV/0!,,,606.74,0.03,,
#DIV/0!,,,608.75,0.33,,
#DIV/0!,,,607.56,-0.20,,
#DIV/0!,,,611.14,0.59,,
#DIV/0!,,,610.68,-0.08,,
#DIV/0!,,,609.70,-0.16,,
#DIV/0!,,,610.55,0.14,,
#DIV/0!,,,608.80,-0.29,,
#DIV/0!,,,608.58,-0.04,,
#DIV/0!,,,606.56,-0.33,,
#DIV/0!,,,606.55,0.00,,
#DIV/0!,,,606.96,0.07,,
#DIV/0!,,,609.50,0.42,,
#DIV/0!,,,607.77,-0.28,,
#DIV/0!,,,609.67,0.31,,
#DIV/0!,,,609.34,-0.05,,
#DIV/0!,,,607.13,-0.36,,
#DIV/0!,,,605.42,-0.28,,
#DIV/0!,,,605.92,0.08,,
#DIV/0!,,,603.22,-0.45,,
#DIV/0!,,,604.93,0.28,,
#DIV/0!,,,605.47,0.09,,
#DIV/0!,,,606.80,0.22,,
#DIV/0!,,,607.11,0.05,,
#DIV/0!,,,609.17,0.34,,
#DIV/0!,,,609.34,0.03,,
#DIV/0!,,,609.65,0.05,,
#DIV/0!,,,609.70,0.01,,
#DIV/0!,,,606.89,-0.46,,
#DIV/0!,,,608.97,0.34,,
#DIV/0!,,,608.84,-0.02,,
#DIV/0!,,,608.94,0.02,,
#DIV/0!,,,609.40,0.08,,
#DIV/0!,,,609.46,0.01,,
#DIV/0!,,,609.97,0.08,,
#DIV/0!,,,610.50,0.09,,
#DIV/0!,,,610.05,-0.07,,
#DIV/0!,,,608.90,-0.19,,
#DIV/0!,,,609.90,0.16,,
#DIV/0!,,,609.51,-0.06,,
#DIV/0!,,,612.39,0.47,,
#DIV/0!,,,616.90,0.74,,
#DIV/0!,,,616.95,0.01,,
#DIV/0!,,,618.17,0.20,,
#DIV/0!,,,618.50,0.05,,
#DIV/0!,,,618.55,0.01,,
#DIV/0!,,,619.29,0.12,,
#DIV/0!,,,619.89,0.10,,
#DIV/0!,,,620.18,0.05,,
#DIV/0!,,,620.13,-0.01,,
#DIV/0!,,,622.06,0.31,,
#DIV/0!,,,624.97,0.47,,
#DIV/0!,,,628.73,0.60,,
#DIV/0!,,,625.94,-0.44,,
#DIV/0!,,,624.49,-0.23,,
#DIV/0!,,,626.20,0.27,,
#DIV/0!,,,#N/A,#N/A,,
#DIV/0!,,,623.13,#N/A,,
#DIV/0!,,,623.67,0.09,,
#DIV/0!,,,623.05,-0.10,,
#DIV/0!,,,624.90,0.30,,
#DIV/0!,,,#N/A,#N/A,,
#DIV/0!,,,627.66,#N/A,,
#DIV/0!,,,632.13,0.71,,
#DIV/0!,,,627.19,-0.78,,
#DIV/0!,,,627.73,0.09,,
#DIV/0!,,,627.43,-0.05,,
#DIV/0!,,,627.35,-0.01,,
#DIV/0!,,,626.55,-0.13,,
#DIV/0!,,,627.91,0.22,,
#DIV/0!,,,626.22,-0.27,,
#DIV/0!,,,626.15,-0.01,,
#DIV/0!,,,626.60,0.07,,
#DIV/0!,,,627.21,0.10,,
#DIV/0!,,,627.88,0.11,,
#DIV/0!,,,628.06,0.03,,
#DIV/0!,,,631.34,0.52,,
#DIV/0!,,,631.77,0.07,,
#DIV/0!,,,634.28,0.40,,
#DIV/0!,,,633.06,-0.19,,
#DIV/0!,,,633.74,0.11,,
#DIV/0!,,,634.98,0.20,,
#DIV/0!,,,635.00,0.00,,
#DIV/0!,,,639.44,0.70,,
#DIV/0!,,,637.83,-0.25,,
#DIV/0!,,,637.09,-0.12,,
#DIV/0!,,,638.95,0.29,,
#DIV/0!,,,639.24,0.05,,
#DIV/0!,,,641.03,0.28,,
#DIV/0!,,,641.46,0.07,,
#DIV/0!,,,640.82,-0.10,,
#DIV/0!,,,639.42,-0.22,,
#DIV/0!,,,638.99,-0.07,,
#DIV/0!,,,640.17,0.18,,
#DIV/0!,,,640.14,0.00,,
#DIV/0!,,,640.31,0.03,,
#DIV/0!,,,640.50,0.03,,
#DIV/0!,,,639.87,-0.10,,
#DIV/0!,,,636.78,-0.48,,
#DIV/0!,,,638.49,0.27,,
#DIV/0!,,,638.26,-0.04,,
#DIV/0!,,,639.71,0.23,,
#DIV/0!,,,635.69,-0.63,,
#DIV/0!,,,635.39,-0.05,,
#DIV/0!,,,633.99,-0.22,,
#DIV/0!,,,635.56,0.25,,
#DIV/0!,,,635.73,0.03,,
#DIV/0!,,,636.74,0.16,,
#DIV/0!,,,639.57,0.44,,
#DIV/0!,,,639.93,0.06,,
#DIV/0!,,,638.73,-0.19,,
#DIV/0!,,,642.03,0.52,,
#DIV/0!,,,641.26,-0.12,,
#DIV/0!,,,639.55,-0.27,,
#DIV/0!,,,641.65,0.33,,
#DIV/0!,,,642.27,0.10,,
#DIV/0!,,,641.09,-0.18,,
#DIV/0!,,,644.82,0.58,,
#DIV/0!,,,645.98,0.18,,
#DIV/0!,,,651.51,0.86,,
#DIV/0!,,,653.27,0.27,,
#DIV/0!,,,654.44,0.18,,
#DIV/0!,,,656.75,0.35,,
#DIV/0!,,,656.55,-0.03,,
#DIV/0!,,,655.96,-0.09,,
#DIV/0!,,,656.02,0.01,,
#DIV/0!,,,651.63,-0.67,,
#DIV/0!,,,652.32,0.11,,
#DIV/0!,,,650.18,-0.33,,
#DIV/0!,,,650.85,0.10,,
#DIV/0!,,,651.72,0.13,,
#DIV/0!,,,651.03,-0.11,,
#DIV/0!,,,652.41,0.21,,
#DIV/0!,,,653.72,0.20,,
#DIV/0!,,,651.84,-0.29,,
#DIV/0!,,,649.79,-0.31,,
#DIV/0!,,,651.49,0.26,,
#DIV/0!,,,649.25,-0.34,,
#DIV/0!,,,649.15,-0.02,,
#DIV/0!,,,651.47,0.36,,
#DIV/0!,,,#N/A,#N/A,,
#DIV/0!,,,648.75,#N/A,,
#DIV/0!,,,650.08,0.21,,
#DIV/0!,,,652.96,0.44,,
#DIV/0!,,,652.36,-0.09,,
#DIV/0!,,,654.05,0.26,,
#DIV/0!,,,651.61,-0.37,,
#DIV/0!,,,652.87,0.19,,
#DIV/0!,,,653.63,0.12,,
#DIV/0!,,,650.28,-0.51,,
#DIV/0!,,,651.36,0.17,,
#DIV/0!,,,652.76,0.21,,
#DIV/0!,,,655.09,0.36,,
#DIV/0!,,,653.03,-0.31,,
#DIV/0!,,,653.11,0.01,,
#DIV/0!,,,653.06,-0.01,,
#DIV/0!,,,654.23,0.18,,
#DIV/0!,,,653.79,-0.07,,
#DIV/0!,,,656.49,0.41,,
#DIV/0!,,,655.77,-0.11,,
#DIV/0!,,,656.96,0.18,,
#DIV/0!,,,655.99,-0.15,,
#DIV/0!,,,655.05,-0.14,,
#DIV/0!,,,656.72,0.25,,
#DIV/0!,,,661.70,0.76,,
#DIV/0!,,,660.19,-0.23,,
#DIV/0!,,,660.37,0.03,,
#DIV/0!,,,663.57,0.48,,
#DIV/0!,,,664.60,0.16,,
#DIV/0!,,,666.79,0.33,,
#DIV/0!,,,671.05,0.64,,
#DIV/0!,,,673.45,0.36,,
#DIV/0!,,,670.23,-0.48,,
#DIV/0!,,,668.75,-0.22,,
#DIV/0!,,,669.82,0.16,,
#DIV/0!,,,674.19,0.65,,
#DIV/0!,,,671.63,-0.38,,
#DIV/0!,,,672.35,0.11,,
#DIV/0!,,,672.44,0.01,,
#DIV/0!,,,674.49,0.30,,
#DIV/0!,,,674.92,0.06,,
#DIV/0!,,,676.30,0.20,,
#DIV/0!,,,679.09,0.41,,
#DIV/0!,,,680.89,0.27,,
#DIV/0!,,,683.95,0.45,,
#DIV/0!,,,681.58,-0.35,,
#DIV/0!,,,685.04,0.51,,
#DIV/0!,,,682.18,-0.42,,
#DIV/0!,,,682.72,0.08,,
#DIV/0!,,,686.92,0.62,,
#DIV/0!,,,687.75,0.12,,
#DIV/0!,,,687.87,0.02,,
#DIV/0!,,,686.79,-0.16,,
#DIV/0!,,,690.08,0.48,,
#DIV/0!,,,692.52,0.35,,
#DIV/0!,,,692.58,0.01,,
#DIV/0!,,,686.42,-0.89,,
#DIV/0!,,,687.84,0.21,,
#DIV/0!,,,686.18,-0.24,,
#DIV/0!,,,685.14,-0.15,,
#DIV/0!,,,680.79,-0.63,,
#DIV/0!,,,681.84,0.15,,
#DIV/0!,,,683.01,0.17,,
#DIV/0!,,,681.55,-0.21,,
#DIV/0!,,,685.82,0.63,,
#DIV/0!,,,686.55,0.11,,
#DIV/0!,,,686.49,-0.01,,
#DIV/0!,,,687.10,0.09,,
#DIV/0!,,,685.70,-0.20,,
#DIV/0!,,,688.19,0.36,,
#DIV/0!,,,686.66,-0.22,,
#DIV/0!,,,687.07,0.06,,
#DIV/0!,,,688.40,0.19,,
#DIV/0!,,,687.94,-0.07,,
#DIV/0!,,,690.30,0.34,,
#DIV/0!,,,697.06,0.98,,
#DIV/0!,,,697.46,0.06,,
#DIV/0!,,,701.01,0.51,,
#DIV/0!,,,701.42,0.06,,
#DIV/0!,,,704.91,0.50,,
#DIV/0!,,,704.99,0.01,,
#DIV/0!,,,704.22,-0.11,,
#DIV/0!,,,711.31,1.01,,
#DIV/0!,,,710.72,-0.08,,
#DIV/0!,,,717.55,0.96,,
#DIV/0!,,,720.87,0.46,,
#DIV/0!,,,720.61,-0.04,,
#DIV/0!,,,716.07,-0.63,,
#DIV/0!,,,719.97,0.54,,
#DIV/0!,,,719.81,-0.02,,
#DIV/0!,,,717.54,-0.32,,
#DIV/0!,,,722.97,0.76,,
#DIV/0!,,,721.51,-0.20,,
#DIV/0!,,,726.76,0.73,,
#DIV/0!,,,728.29,0.21,,
#DIV/0!,,,724.86,-0.47,,
#DIV/0!,,,725.85,0.14,,
#DIV/0!,,,725.85,0.00,,
#DIV/0!,,,725.97,0.02,,
#DIV/0!,,,727.14,0.16,,
#DIV/0!,,,727.21,0.01,,
#DIV/0!,,,719.28,-1.09,,
#DIV/0!,,,721.90,0.36,,
#DIV/0!,,,716.03,-0.81,,
#DIV/0!,,,709.71,-0.88,,
#DIV/0!,,,708.09,-0.23,,
#DIV/0!,,,704.50,-0.51,,
#DIV/0!,,,695.78,-1.24,,
#DIV/0!,,,700.78,0.72,,
#DIV/0!,,,702.72,0.28,,
#DIV/0!,,,706.05,0.47,,
#DIV/0!,,,708.46,0.34,,
#DIV/0!,,,710.52,0.29,,
#DIV/0!,,,713.24,0.38,,
#DIV/0!,,,718.30,0.71,,
#DIV/0!,,,711.16,-0.99,,
#DIV/0!,,,715.25,0.58,,
#DIV/0!,,,715.49,0.03,,
#DIV/0!,,,715.69,0.03,,
#DIV/0!,,,717.76,0.29,,
#DIV/0!,,,718.35,0.08,,
#DIV/0!,,,721.89,0.49,,
#DIV/0!,,,724.06,0.30,,
#DIV/0!,,,722.16,-0.26,,
#DIV/0!,,,721.62,-0.07,,
#DIV/0!,,,719.11,-0.35,,
#DIV/0!,,,714.87,-0.59,,
#DIV/0!,,,711.08,-0.53,,
#DIV/0!,,,711.26,0.03,,
#DIV/0!,,,710.84,-0.06,,
#DIV/0!,,,713.27,0.34,,
#DIV/0!,,,713.13,-0.02,,
#DIV/0!,,,713.89,0.11,,
#DIV/0!,,,711.28,-0.37,,
#DIV/0!,,,714.12,0.40,,
#DIV/0!,,,714.06,-0.01,,
#DIV/0!,,,714.28,0.03,,
#DIV/0!,,,712.00,-0.32,,
#DIV/0!,,,708.42,-0.50,,
#DIV/0!,,,709.23,0.11,,
#DIV/0!,,,711.09,0.26,,
#DIV/0!,,,717.27,0.87,,
#DIV/0!,,,715.16,-0.29,,
#DIV/0!,,,711.04,-0.58,,
#DIV/0!,,,706.70,-0.61,,
#DIV/0!,,,711.00,0.61,,
#DIV/0!,,,703.93,-0.99,,
#DIV/0!,,,703.55,-0.05,,
#DIV/0!,,,703.73,0.03,,
#DIV/0!,,,705.81,0.30,,
#DIV/0!,,,707.61,0.26,,
#DIV/0!,,,711.19,0.51,,
#DIV/0!,,,710.01,-0.17,,
#DIV/0!,,,711.96,0.27,,
#DIV/0!,,,713.91,0.27,,
#DIV/0!,,,716.36,0.34,,
