,date net balance,raw net balance,net balance,date S&P 500,raw S&P 500,S&P 500,date BofA AAA bond,raw BofA AAA bond,BofA AAA bond,date BTC-USD,raw BTC-USD,BTC-USD,date MSCI REIT,raw MSCI REIT,MSCI REIT
1,2015-01-12,33421.16953,1000,2015-01-12,2028.26,1000,2015-01-12,581.810,1000,2015-01-12,267.79599,1000,2015-01-12,"1,531.75",1000
2,2015-01-12,33742.00286,1009.599704,2015-01-13,2023.03,997.4214351,2015-01-13,582.320,1000.876575,2015-01-13,225.860992,843.4069233,2015-01-13,"1,501.75",980.4145585
3,2015-01-12,33242.00286,994.6391266,2015-01-14,2011.27,991.6233619,2015-01-14,584.060,1003.867242,2015-01-14,178.102997,665.0696935,2015-01-14,"1,523.86",994.8490289
4,2015-01-12,33242.00286,994.6391266,2015-01-15,1992.67,982.45294,2015-01-15,585.810,1006.875097,2015-01-15,209.843994,783.5964758,2015-01-15,"1,537.79",1003.943202
5,2015-01-12,33242.00286,994.6391266,2015-01-16,2019.42,995.6415844,2015-01-16,#N/A,#N/A,2015-01-16,208.097,777.0728755,2015-01-16,"1,491.91",973.9905337
6,2015-01-12,33242.00286,994.6391266,2015-01-19,#N/A,#N/A,2015-01-19,583.600,1003.076606,2015-01-17,199.259995,744.0738564,2015-01-20,"1,476.35",963.8322181
7,2015-01-13,33883.66953,1013.838534,2015-01-20,2022.55,997.1847791,2015-01-20,585.180,1005.792269,2015-01-18,210.339005,785.4449389,2015-01-21,"1,458.91",952.4465481
8,2015-01-13,33883.66953,1013.838534,2015-01-21,2032.12,1001.903109,2015-01-21,583.480,1002.870353,2015-01-19,214.860992,802.3308788,2015-01-22,"1,450.24",946.7863555
9,2015-01-13,33883.66953,1013.838534,2015-01-22,2063.15,1017.201937,2015-01-22,582.080,1000.464069,2015-01-20,211.315002,789.0894931,2015-01-23,"1,465.61",956.82063
10,2015-01-13,33883.66953,1013.838534,2015-01-23,2051.82,1011.615868,2015-01-23,585.960,1007.132913,2015-01-21,226.897003,847.2755809,2015-01-26,"1,459.78",953.0145259
11,2015-01-13,34073.02651,1019.504314,2015-01-26,2057.09,1014.214154,2015-01-26,585.560,1006.445403,2015-01-22,233.406006,871.5814079,2015-01-27,"1,469.13",959.1186551
12,2015-01-13,33823.02651,1012.024025,2015-01-27,2029.55,1000.636013,2015-01-27,585.610,1006.531342,2015-01-23,232.878998,869.6134621,2015-01-28,"1,463.55",955.475763
13,2015-01-13,33823.02651,1012.024025,2015-01-28,2002.16,987.1318273,2015-01-28,590.040,1014.145511,2015-01-24,247.847,925.5067636,2015-01-29,"1,446.14",944.1096785
14,2015-01-13,33823.02651,1012.024025,2015-01-29,2021.25,996.5438356,2015-01-29,589.100,1012.529864,2015-01-25,253.718002,947.4301762,2015-01-30,"1,431.61",934.6237963
15,2015-01-13,33573.02651,1004.543737,2015-01-30,1994.99,983.5967775,2015-01-30,592.720,1018.751826,2015-01-26,273.472992,1021.198981,2015-02-02,"1,421.27",927.8733475
16,2015-01-13,33573.02651,1004.543737,2015-02-02,2020.85,996.3466222,2015-01-31,592.720,1018.751826,2015-01-27,263.475006,983.8646426,2015-02-03,"1,434.93",936.7912518
17,2015-01-13,33573.02651,1004.543737,2015-02-03,2050.03,1010.733338,2015-02-02,592.880,1019.02683,2015-01-28,233.914993,873.48206,2015-02-04,"1,449.05",946.0094663
18,2015-01-13,33573.02651,1004.543737,2015-02-04,2041.51,1006.532693,2015-02-03,587.420,1009.642323,2015-01-29,233.513,871.9809434,2015-02-05,"1,445.92",943.9660519
19,2015-01-13,33073.02651,989.583159,2015-02-05,2062.52,1016.891326,2015-02-04,586.890,1008.731373,2015-01-30,226.425003,845.5130452,2015-02-06,"1,425.85",930.8633915
20,2015-01-13,33073.02651,989.583159,2015-02-06,2055.47,1013.41544,2015-02-05,585.890,1007.012599,2015-01-31,217.464005,812.0510132,2015-02-09,"1,429.24",933.0765464
21,2015-01-13,33073.02651,989.583159,2015-02-09,2046.74,1009.111258,2015-02-06,581.080,998.7452949,2015-02-01,226.972,847.5556337,2015-02-10,"1,457.86",951.7610576
22,2015-01-13,33275.43823,995.6395513,2015-02-10,2068.59,1019.884039,2015-02-09,580.950,998.5218542,2015-02-02,238.229004,889.5913789,2015-02-11,"1,447.93",945.2782765
23,2015-01-13,33025.43823,988.1592625,2015-02-11,2068.53,1019.854457,2015-02-10,578.000,993.4514704,2015-02-03,227.268005,848.6609714,2015-02-12,"1,435.48",937.1503183
24,2015-01-13,33025.43823,988.1592625,2015-02-12,2088.48,1029.690474,2015-02-11,578.390,994.1217923,2015-02-04,226.852997,847.1112544,2015-02-13,"1,407.97",919.1904684
25,2015-01-13,33213.17769,993.7766442,2015-02-13,2096.99,1033.886188,2015-02-12,578.670,994.6030491,2015-02-05,217.110992,810.732797,2015-02-17,"1,417.87",925.6536641
26,2015-01-13,33213.17769,993.7766442,2015-02-16,#N/A,#N/A,2015-02-13,576.480,990.8389337,2015-02-06,222.266006,829.9825774,2015-02-18,"1,441.72",941.2240901
27,2015-01-14,33213.17769,993.7766442,2015-02-17,2100.34,1035.53785,2015-02-16,576.640,991.1139375,2015-02-07,227.753998,850.4757596,2015-02-19,"1,404.48",916.9120287
28,2015-01-14,32963.17769,986.2963554,2015-02-18,2099.68,1035.212448,2015-02-17,571.730,982.6747564,2015-02-08,223.412003,834.2619432,2015-02-20,"1,384.27",903.7179696
29,2015-01-14,32713.17769,978.8160666,2015-02-19,2097.45,1034.112984,2015-02-18,574.960,988.2263969,2015-02-09,220.110001,821.931654,2015-02-23,"1,404.10",916.6639465
30,2015-01-14,32713.17769,978.8160666,2015-02-20,2110.30,1040.448463,2015-02-19,573.020,984.891975,2015-02-10,219.839005,820.9197046,2015-02-24,"1,411.50",921.495022
31,2015-01-14,32463.17769,971.3357778,2015-02-23,2109.66,1040.132922,2015-02-20,572.410,983.8435228,2015-02-11,219.184998,818.4775209,2015-02-25,"1,420.27",927.2204994
32,2015-01-14,32463.17769,971.3357778,2015-02-24,2115.48,1043.002376,2015-02-23,576.240,990.4264279,2015-02-12,221.764008,828.1080236,2015-02-26,"1,430.59",933.9578913
33,2015-01-14,32463.17769,971.3357778,2015-02-25,2113.86,1042.203662,2015-02-24,579.340,995.7546278,2015-02-13,235.427002,879.1281826,2015-02-27,"1,421.73",928.1736576
34,2015-01-14,32463.17769,971.3357778,2015-02-26,2110.74,1040.665398,2015-02-25,580.400,997.5765284,2015-02-14,257.321014,960.8844927,2015-03-02,"1,410.27",920.6920189
35,2015-01-15,32463.17769,971.3357778,2015-02-27,2104.50,1037.588869,2015-02-26,578.530,994.3624207,2015-02-15,234.824997,876.8801841,2015-03-03,"1,424.13",929.7404929
36,2015-01-15,32801.71936,981.4653355,2015-03-02,2117.39,1043.94407,2015-02-27,578.940,995.0671181,2015-02-16,233.843002,873.2132322,2015-03-04,"1,432.73",935.3549861
37,2015-01-15,32801.71936,981.4653355,2015-03-03,2107.78,1039.206019,2015-02-28,579.090,995.3249343,2015-02-17,243.610001,909.6850218,2015-03-05,"1,467.99",958.3744084
38,2015-01-15,32801.71936,981.4653355,2015-03-04,2098.53,1034.64546,2015-03-02,575.210,988.6560905,2015-02-18,236.326004,882.4852232,2015-03-06,"1,433.15",935.6291823
39,2015-01-15,32801.71936,981.4653355,2015-03-05,2101.04,1035.882974,2015-03-03,573.760,986.1638679,2015-02-19,240.283005,897.2614004,2015-03-09,"1,441.99",941.4003591
40,2015-01-15,32801.71936,981.4653355,2015-03-06,2071.26,1021.200438,2015-03-04,573.820,986.2669944,2015-02-20,243.779007,910.3161216,2015-03-10,"1,445.78",943.8746532
41,2015-01-15,32801.71936,981.4653355,2015-03-09,2079.43,1025.228521,2015-03-05,574.780,987.9170176,2015-02-21,244.533997,913.1353946,2015-03-11,"1,460.95",953.7783581
42,2015-01-15,32801.71936,981.4653355,2015-03-10,2044.16,1007.839232,2015-03-06,569.260,978.4293842,2015-02-22,235.977005,881.181996,2015-03-12,"1,478.81",965.4382243
43,2015-01-15,32801.71936,981.4653355,2015-03-11,2040.24,1005.906541,2015-03-09,571.450,982.1934996,2015-02-23,238.891998,892.0671217,2015-03-13,"1,458.17",951.9634405
44,2015-01-15,32551.71936,973.9850467,2015-03-12,2065.95,1018.58243,2015-03-10,574.560,987.5388873,2015-02-24,238.735001,891.4808657,2015-03-16,"1,466.44",957.3624939
45,2015-01-15,32551.71936,973.9850467,2015-03-13,2053.40,1012.394861,2015-03-11,575.670,989.4467266,2015-02-25,237.470001,886.7571206,2015-03-17,"1,449.57",946.3489473
46,2015-01-15,33010.05269,987.6989095,2015-03-16,2081.19,1026.09626,2015-03-12,575.620,989.3607879,2015-02-26,236.425995,882.8586082,2015-03-18,"1,408.22",919.3536804
47,2015-01-15,33821.41633,1011.975847,2015-03-17,2074.28,1022.689399,2015-03-13,574.450,987.3498221,2015-02-27,253.828003,947.8409404,2015-03-19,"1,429.77",933.4225559
48,2015-01-15,33471.41633,1001.503442,2015-03-18,2099.50,1035.123702,2015-03-16,575.600,989.3264124,2015-02-28,254.263,949.4653001,2015-03-20,"1,447.99",945.3174474
49,2015-01-15,34064.89459,1019.260998,2015-03-19,2089.27,1030.07997,2015-03-17,576.940,991.6295698,2015-03-01,260.201996,971.642615,2015-03-23,"1,451.19",947.4065611
50,2015-01-15,34064.89459,1019.260998,2015-03-20,2108.10,1039.36379,2015-03-18,581.700,999.8109348,2015-03-02,275.670013,1029.403065,2015-03-24,"1,454.40",949.5022034
51,2015-01-15,34064.89459,1019.260998,2015-03-23,2104.42,1037.549427,2015-03-19,581.470,999.4156168,2015-03-03,281.701996,1051.927611,2015-03-25,"1,457.84",951.7480007
52,2015-01-15,33814.89459,1011.780709,2015-03-24,2091.50,1031.179435,2015-03-20,583.440,1002.801602,2015-03-04,273.09201,1019.776323,2015-03-26,"1,477.74",964.7396768
53,2015-01-15,33564.89459,1004.30042,2015-03-25,2061.05,1016.166566,2015-03-23,583.800,1003.420361,2015-03-05,276.178009,1031.300017,2015-03-27,"1,499.31",978.8216093
54,2015-01-15,33564.89459,1004.30042,2015-03-26,2056.15,1013.750703,2015-03-24,585.760,1006.789158,2015-03-06,272.722992,1018.398341,2015-03-30,"1,513.51",988.0920516
55,2015-01-16,33064.89459,989.3398424,2015-03-27,2061.02,1016.151775,2015-03-25,583.900,1003.592238,2015-03-07,276.260986,1031.609868,2015-03-31,"1,524.37",995.1819814
56,2015-01-16,33064.89459,989.3398424,2015-03-30,2086.24,1028.586079,2015-03-26,579.130,995.3936852,2015-03-08,274.354004,1024.488843,2015-04-01,"1,523.38",994.5356618
57,2015-01-16,33064.89459,989.3398424,2015-03-31,2067.89,1019.538915,2015-03-27,582.950,1001.959403,2015-03-09,289.606995,1081.446347,2015-04-02,"1,520.76",992.8251999
58,2015-01-16,32814.89459,981.8595536,2015-04-01,2059.69,1015.496041,2015-03-30,581.900,1000.15469,2015-03-10,291.76001,1089.486105,2015-04-06,"1,518.80",991.5456178
59,2015-01-16,32814.89459,981.8595536,2015-04-02,2066.96,1019.080394,2015-03-31,582.610,1001.375019,2015-03-11,296.378998,1106.734264,2015-04-07,"1,525.35",995.8217725
60,2015-01-16,32814.89459,981.8595536,2015-04-03,#N/A,#N/A,2015-04-01,585.960,1007.132913,2015-03-12,294.354004,1099.17256,2015-04-08,"1,538.59",1004.465481
61,2015-01-16,32814.89459,981.8595536,2015-04-06,2080.62,1025.815231,2015-04-02,584.210,1004.125058,2015-03-13,285.337006,1065.501414,2015-04-09,"1,537.74",1003.91056
62,2015-01-16,32814.89459,981.8595536,2015-04-07,2076.33,1023.700117,2015-04-03,#N/A,#N/A,2015-03-14,281.88501,1052.611019,2015-04-10,"1,571.49",1025.944181
63,2015-01-16,32814.89459,981.8595536,2015-04-08,2081.90,1026.446314,2015-04-06,583.600,1003.076606,2015-03-15,286.393005,1069.444711,2015-04-13,"1,567.66",1023.443773
64,2015-01-16,32814.89459,981.8595536,2015-04-09,2091.18,1031.021664,2015-04-07,584.880,1005.276637,2015-03-16,290.592987,1085.128224,2015-04-14,"1,577.23",1029.691529
65,2015-01-16,32814.89459,981.8595536,2015-04-10,2102.06,1036.385868,2015-04-08,585.450,1006.256338,2015-03-17,285.505005,1066.128753,2015-04-15,"1,575.43",1028.516403
66,2015-01-16,32814.89459,981.8595536,2015-04-13,2092.43,1031.637956,2015-04-09,581.750,999.8968735,2015-03-18,256.299011,957.0681436,2015-04-16,"1,572.03",1026.296719
67,2015-01-17,32968.95621,986.4692554,2015-04-14,2095.84,1033.3192,2015-04-10,582.100,1000.498445,2015-03-19,260.928009,974.3536824,2015-04-17,"1,560.56",1018.808552
68,2015-01-17,32718.95621,978.9889666,2015-04-15,2106.63,1038.63903,2015-04-13,582.990,1002.028154,2015-03-20,261.748993,977.4193893,2015-04-20,"1,555.57",1015.550841
69,2015-01-17,32718.95621,978.9889666,2015-04-16,2104.99,1037.830456,2015-04-14,584.440,1004.520376,2015-03-21,260.024994,970.9816566,2015-04-21,"1,530.97",999.4907785
70,2015-01-17,33210.37105,993.6926662,2015-04-17,2081.18,1026.09133,2015-04-15,584.450,1004.537564,2015-03-22,267.959991,1000.61241,2015-04-22,"1,533.79",1001.33181
71,2015-01-17,32710.37105,978.7320886,2015-04-20,2100.40,1035.567432,2015-04-16,585.050,1005.568828,2015-03-23,266.73999,996.0566997,2015-04-23,"1,519.96",992.3029215
72,2015-01-17,32890.29761,984.1156991,2015-04-21,2097.29,1034.034098,2015-04-17,586.930,1008.800124,2015-03-24,245.595001,917.0973807,2015-04-24,"1,499.15",978.7171536
73,2015-01-17,32890.29761,984.1156991,2015-04-22,2107.96,1039.294765,2015-04-20,584.030,1003.815679,2015-03-25,246.197006,919.3453793,2015-04-27,"1,512.03",987.1258365
74,2015-01-17,32890.29761,984.1156991,2015-04-23,2112.93,1041.745141,2015-04-21,583.440,1002.801602,2015-03-26,248.531998,928.0646734,2015-04-28,"1,514.20",988.5425167
75,2015-01-17,32890.29761,984.1156991,2015-04-24,2117.69,1044.09198,2015-04-22,580.870,998.3843523,2015-03-27,247.029007,922.4522257,2015-04-29,"1,517.82",990.9058267
76,2015-01-17,32890.29761,984.1156991,2015-04-27,2108.92,1039.768077,2015-04-23,581.990,1000.309379,2015-03-28,252.798004,943.9947327,2015-04-30,"1,495.95",976.6280398
77,2015-01-17,32890.29761,984.1156991,2015-04-28,2114.76,1042.647392,2015-04-24,582.690,1001.512521,2015-03-29,242.712997,906.3354421,2015-05-01,"1,516.58",990.0962951
78,2015-01-17,32890.29761,984.1156991,2015-04-29,2106.85,1038.747498,2015-04-27,582.920,1001.907839,2015-03-30,247.526001,924.3080936,2015-05-04,"1,503.73",981.7071976
79,2015-01-17,32890.29761,984.1156991,2015-04-30,2085.51,1028.226164,2015-04-28,579.780,996.5108884,2015-03-31,244.223999,911.9778044,2015-05-05,"1,502.80",981.100049
80,2015-01-17,33265.77653,995.3504624,2015-05-01,2108.29,1039.457466,2015-04-29,575.520,989.1889105,2015-04-01,247.272003,923.3596179,2015-05-06,"1,525.48",995.9066427
81,2015-01-17,34492.69961,1032.061418,2015-05-04,2114.49,1042.514273,2015-04-30,574.680,987.7451402,2015-04-02,253.005005,944.7677129,2015-05-07,"1,512.23",987.2564061
82,2015-01-17,34492.69961,1032.061418,2015-05-05,2089.46,1030.173646,2015-05-01,571.230,981.8153693,2015-04-03,254.322006,949.6856394,2015-05-08,"1,495.14",976.0992329
83,2015-01-17,34492.69961,1032.061418,2015-05-06,2080.15,1025.583505,2015-05-04,569.930,979.5809629,2015-04-04,253.697006,947.3517733,2015-05-11,"1,467.82",958.2634242
84,2015-01-17,34492.69961,1032.061418,2015-05-07,2088.00,1029.453818,2015-05-05,568.470,977.0715526,2015-04-05,260.597992,973.1213376,2015-05-12,"1,474.57",962.6701485
85,2015-01-17,34492.69961,1032.061418,2015-05-08,2116.10,1043.308057,2015-05-06,564.830,970.8152146,2015-04-06,255.492004,954.0546294,2015-05-13,"1,433.70",935.9882487
86,2015-01-17,34492.69961,1032.061418,2015-05-11,2105.33,1037.998087,2015-05-07,567.110,974.7340197,2015-04-07,253.179993,945.4211506,2015-05-14,"1,457.38",951.4476906
87,2015-01-17,34492.69961,1032.061418,2015-05-12,2099.12,1034.936349,2015-05-08,568.860,977.7418745,2015-04-08,245.022003,914.9576997,2015-05-15,"1,487.32",970.9939612
88,2015-01-17,34242.69961,1024.581129,2015-05-13,2098.48,1034.620808,2015-05-11,563.500,968.5292449,2015-04-09,243.675995,909.9314557,2015-05-18,"1,473.01",961.6517056
89,2015-01-17,34242.69961,1024.581129,2015-05-14,2121.10,1045.773224,2015-05-12,563.960,969.3198811,2015-04-10,236.072006,881.5367474,2015-05-19,"1,519.99",992.3225069
90,2015-01-17,33992.69961,1017.100841,2015-05-15,2122.73,1046.576869,2015-05-13,562.650,967.0682869,2015-04-11,236.552002,883.3291417,2015-05-20,"1,502.10",980.6430553
91,2015-01-18,33992.69961,1017.100841,2015-05-18,2129.20,1049.766795,2015-05-14,563.810,969.0620649,2015-04-12,236.153,881.8391941,2015-05-21,"1,491.76",973.8926065
92,2015-01-18,33492.69961,1002.140263,2015-05-19,2127.83,1049.091339,2015-05-15,568.700,977.4668706,2015-04-13,224.587006,838.6496228,2015-05-22,"1,497.34",977.5354986
93,2015-01-18,33492.69961,1002.140263,2015-05-20,2125.85,1048.115133,2015-05-18,564.560,970.3511456,2015-04-14,219.158997,818.3804283,2015-05-26,"1,509.92",985.7483271
94,2015-01-18,33492.69961,1002.140263,2015-05-21,2130.82,1050.565509,2015-05-19,562.770,967.2745398,2015-04-15,223.832993,835.8339981,2015-05-27,"1,507.57",984.2141342
95,2015-01-18,33242.69961,994.6599742,2015-05-22,2126.06,1048.21867,2015-05-20,562.850,967.4120417,2015-04-16,228.572998,853.5340578,2015-05-28,"1,500.18",979.3895871
96,2015-01-18,33418.2482,999.9125907,2015-05-25,#N/A,#N/A,2015-05-21,565.460,971.8980423,2015-04-17,222.882004,832.2828284,2015-05-29,"1,511.66",986.8842827
97,2015-01-18,32918.2482,984.9520132,2015-05-26,2104.20,1037.440959,2015-05-22,564.210,969.7495746,2015-04-18,223.356003,834.0528288,2015-06-01,"1,494.08",975.407214
98,2015-01-18,33044.9317,988.7425299,2015-05-27,2123.48,1046.946644,2015-05-25,#N/A,#N/A,2015-04-19,222.600006,831.2297955,2015-06-02,"1,495.60",976.399543
99,2015-01-19,32544.9317,973.7819523,2015-05-28,2120.79,1045.620384,2015-05-26,568.310,976.7965487,2015-04-20,224.626007,838.7952598,2015-06-03,"1,491.26",973.5661825
100,2015-01-19,32544.9317,973.7819523,2015-05-29,2107.39,1039.013736,2015-05-27,569.020,978.0168784,2015-04-21,235.268997,878.5381626,2015-06-04,"1,493.60",975.0938469
101,2015-01-19,33061.85478,989.2488879,2015-06-01,2111.73,1041.153501,2015-05-28,568.570,977.24343,2015-04-22,234.175995,874.45669,2015-06-05,"1,490.79",973.2593439
102,2015-01-19,32811.85478,981.7685991,2015-06-02,2109.60,1040.10334,2015-05-29,569.920,979.5637751,2015-04-23,236.462006,882.9930799,2015-06-08,"1,494.48",975.6683532
103,2015-01-19,32811.85478,981.7685991,2015-06-03,2114.07,1042.307199,2015-05-31,569.970,979.6497138,2015-04-24,231.268005,863.5977148,2015-06-09,"1,482.72",967.9908601
104,2015-01-19,32561.85478,974.2883103,2015-06-04,2095.84,1033.3192,2015-06-01,565.200,971.451161,2015-04-25,226.389999,845.3823338,2015-06-10,"1,501.64",980.3427452
105,2015-01-19,32561.85478,974.2883103,2015-06-05,2092.83,1031.835169,2015-06-02,562.230,966.3464017,2015-04-26,219.429993,819.3923778,2015-06-11,"1,490.21",972.880692
106,2015-01-19,32561.85478,974.2883103,2015-06-08,2079.28,1025.154566,2015-06-03,558.470,959.8838109,2015-04-27,229.285995,856.1965211,2015-06-12,"1,479.24",965.7189489
107,2015-01-19,32061.85478,959.3277327,2015-06-09,2080.15,1025.583505,2015-06-04,562.020,965.9854592,2015-04-28,225.854996,843.3845331,2015-06-15,"1,470.30",959.8824874
108,2015-01-19,32061.85478,959.3277327,2015-06-10,2105.20,1037.933993,2015-06-05,558.220,959.4541173,2015-04-29,225.807999,843.2090376,2015-06-16,"1,486.67",970.5696099
109,2015-01-19,32061.85478,959.3277327,2015-06-11,2108.86,1039.738495,2015-06-08,559.110,960.9838263,2015-04-30,236.145004,881.8093355,2015-06-17,"1,464.44",956.0567978
110,2015-01-19,31811.85478,951.8474439,2015-06-12,2094.11,1032.466252,2015-06-09,557.280,957.8384696,2015-05-01,232.078995,866.6261022,2015-06-18,"1,474.97",962.9312877
111,2015-01-19,31811.85478,951.8474439,2015-06-15,2084.43,1027.693688,2015-06-10,554.980,953.885289,2015-05-02,234.929993,877.2722586,2015-06-19,"1,470.86",960.2480823
112,2015-01-19,31811.85478,951.8474439,2015-06-16,2096.29,1033.541065,2015-06-11,559.250,961.2244547,2015-05-03,240.358002,897.5414531,2015-06-22,"1,466.74",957.5583483
113,2015-01-20,31561.85478,944.3671551,2015-06-17,2100.44,1035.587154,2015-06-12,559.370,961.4307076,2015-05-04,239.018005,892.5376552,2015-06-23,"1,463.41",955.3843643
114,2015-01-20,31561.85478,944.3671551,2015-06-18,2121.24,1045.842249,2015-06-15,559.950,962.4275966,2015-05-05,236.121002,881.7197076,2015-06-24,"1,464.42",956.0437408
115,2015-01-20,32681.29922,977.862226,2015-06-19,2109.99,1040.295623,2015-06-16,561.310,964.7651295,2015-05-06,229.781998,858.0486885,2015-06-25,"1,440.83",940.6430553
116,2015-01-20,32681.29922,977.862226,2015-06-22,2122.85,1046.636033,2015-06-17,561.520,965.1260721,2015-05-07,237.334,886.2492676,2015-06-26,"1,445.69",943.8158969
117,2015-01-20,32681.29922,977.862226,2015-06-23,2124.20,1047.301628,2015-06-18,559.040,960.8635121,2015-05-08,243.863007,910.6297932,2015-06-29,"1,439.34",939.6703117
118,2015-01-20,32681.29922,977.862226,2015-06-24,2108.58,1039.600446,2015-06-19,562.750,967.2401643,2015-05-09,241.832001,903.0456393,2015-06-30,"1,438.62",939.2002611
119,2015-01-20,32181.29922,962.9016484,2015-06-25,2102.31,1036.509126,2015-06-22,558.880,960.5885083,2015-05-10,240.296005,897.3099448,2015-07-01,"1,421.20",927.8276481
120,2015-01-20,32181.29922,962.9016484,2015-06-26,2101.49,1036.104839,2015-06-23,557.100,957.5290903,2015-05-11,242.158005,904.2629989,2015-07-02,"1,408.07",919.2557532
121,2015-01-20,32181.29922,962.9016484,2015-06-29,2057.64,1014.485322,2015-06-24,559.210,961.1557038,2015-05-12,241.112,900.3570218,2015-07-06,"1,388.74",906.6362004
122,2015-01-20,32340.12275,967.6538319,2015-06-30,2063.11,1017.182215,2015-06-25,558.410,959.7806844,2015-05-13,236.376999,882.675648,2015-07-07,"1,384.75",904.0313367
123,2015-01-20,32340.12275,967.6538319,2015-07-01,2077.42,1024.237524,2015-06-26,554.690,953.3868445,2015-05-14,236.929001,884.736926,2015-07-08,"1,396.23",911.5260323
124,2015-01-20,32340.12275,967.6538319,2015-07-02,2076.78,1023.921982,2015-06-29,560.660,963.6479263,2015-05-15,237.604996,887.261217,2015-07-09,"1,391.62",908.5164028
125,2015-01-20,32340.12275,967.6538319,2015-07-03,#N/A,#N/A,2015-06-30,560.580,963.5104244,2015-05-16,236.153,881.8391941,2015-07-10,"1,376.15",898.4168435
126,2015-01-20,32090.12275,960.1735431,2015-07-06,2068.76,1019.967854,2015-07-01,557.110,957.546278,2015-05-17,236.802002,884.2626882,2015-07-13,"1,388.74",906.6362004
127,2015-01-20,31840.12275,952.6932543,2015-07-07,2081.34,1026.170215,2015-07-02,558.120,959.2822399,2015-05-18,233.128006,870.5433043,2015-07-14,"1,386.52",905.1868778
128,2015-01-20,31840.12275,952.6932543,2015-07-08,2046.68,1009.081676,2015-07-03,558.170,959.3681786,2015-05-19,231.947006,866.1332307,2015-07-15,"1,365.99",891.7839073
129,2015-01-21,31590.12275,945.2129655,2015-07-09,2051.31,1011.364421,2015-07-06,563.390,968.3401798,2015-05-20,234.018005,873.8667259,2015-07-16,"1,389.59",907.1911213
130,2015-01-21,31590.12275,945.2129655,2015-07-10,2076.62,1023.843097,2015-07-07,565.080,971.2449081,2015-05-21,235.343994,878.8182153,2015-07-17,"1,380.89",901.5113432
131,2015-01-21,31590.12275,945.2129655,2015-07-13,2099.60,1035.173005,2015-07-08,566.250,973.2558739,2015-05-22,240.348007,897.5041299,2015-07-20,"1,385.06",904.2337196
132,2015-01-21,31590.12275,945.2129655,2015-07-14,2108.95,1039.782868,2015-07-09,561.870,965.727643,2015-05-23,238.871994,891.992423,2015-07-21,"1,402.90",915.8805288
133,2015-01-21,31340.12275,937.7326767,2015-07-15,2107.40,1039.018666,2015-07-10,556.840,957.082209,2015-05-24,240.953003,899.7632974,2015-07-22,"1,418.50",926.0649584
134,2015-01-21,31340.12275,937.7326767,2015-07-16,2124.29,1047.346001,2015-07-13,557.030,957.4087761,2015-05-25,237.110001,885.4128137,2015-07-23,"1,420.14",927.1356292
135,2015-01-21,31340.12275,937.7326767,2015-07-17,2126.64,1048.50463,2015-07-14,557.800,958.7322322,2015-05-26,237.115997,885.4352039,2015-07-24,"1,406.86",918.4658071
136,2015-01-21,31340.12275,937.7326767,2015-07-20,2128.28,1049.313204,2015-07-15,560.030,962.5650986,2015-05-27,237.283005,886.0588428,2015-07-27,"1,407.45",918.8509874
137,2015-01-21,31340.12275,937.7326767,2015-07-21,2119.21,1044.841391,2015-07-16,560.180,962.8229147,2015-05-28,237.408005,886.525616,2015-07-28,"1,413.05",922.5069365
138,2015-01-21,31862.27115,953.3559599,2015-07-22,2114.15,1042.346642,2015-07-17,561.080,964.3698114,2015-05-29,237.095993,885.3605052,2015-07-29,"1,428.76",932.7631794
139,2015-01-21,31862.27115,953.3559599,2015-07-23,2102.15,1036.430241,2015-07-20,559.890,962.3244702,2015-05-30,233.345001,871.3536039,2015-07-30,"1,427.64",932.0319896
140,2015-01-21,31862.27115,953.3559599,2015-07-24,2079.65,1025.336988,2015-07-21,560.880,964.0260566,2015-05-31,230.190002,859.5722512,2015-07-31,"1,423.29",929.1921005
141,2015-01-27,31612.27115,945.8756711,2015-07-27,2067.64,1019.415657,2015-07-22,562.130,966.1745243,2015-06-01,222.925995,832.447099,2015-08-03,"1,429.90",933.5074261
142,2015-01-27,31612.27115,945.8756711,2015-07-28,2093.25,1032.042243,2015-07-23,564.490,970.2308314,2015-06-02,225.802994,843.190348,2015-08-04,"1,419.59",926.7765628
143,2015-01-27,31612.27115,945.8756711,2015-07-29,2108.57,1039.595515,2015-07-24,564.340,969.9730152,2015-06-03,225.873993,843.4554715,2015-08-05,"1,439.63",939.8596377
144,2015-01-27,31612.27115,945.8756711,2015-07-30,2108.63,1039.625097,2015-07-27,566.050,972.9121191,2015-06-04,224.324005,837.6675282,2015-08-06,"1,472.05",961.0249714
145,2015-01-27,31612.27115,945.8756711,2015-07-31,2103.84,1037.263467,2015-07-28,565.030,971.1589694,2015-06-05,224.951996,840.0125633,2015-08-07,"1,464.17",955.8805288
146,2015-01-27,31957.27115,956.1984696,2015-08-03,2098.04,1034.403873,2015-07-29,563.880,969.1823791,2015-06-06,225.619003,842.5032914,2015-08-10,"1,481.37",967.1095153
147,2015-01-27,31957.27115,956.1984696,2015-08-04,2093.32,1032.076755,2015-07-30,565.000,971.1074062,2015-06-07,222.880997,832.2790681,2015-08-11,"1,482.31",967.7231924
148,2015-01-27,32205.11588,963.6142704,2015-08-05,2099.84,1035.291333,2015-07-31,566.830,974.2527629,2015-06-08,228.488998,853.2203862,2015-08-12,"1,474.14",962.3894239
