,good_date,Net Balance NO VIG,Net Balance WITH VIG
1794,2008-02-18,18737.106949689896,11797.367533870029
1795,2008-02-18,18737.106949689896,11797.367533870029
1796,2008-02-18,18737.106949689896,11797.367533870029
1797,2008-02-18,18737.106949689896,11797.367533870029
1798,2008-02-18,18931.91214449509,11975.938962441458
1799,2008-02-18,18931.91214449509,11975.938962441458
1800,2008-02-18,18931.91214449509,11975.938962441458
1801,2008-02-18,18931.91214449509,11975.938962441458
1802,2008-02-19,18931.91214449509,11975.938962441458
1803,2008-02-19,18931.91214449509,11975.938962441458
1804,2008-02-19,18931.91214449509,11975.938962441458
1805,2008-02-19,18931.91214449509,11975.938962441458
1806,2008-02-19,18681.91214449509,11725.938962441458
1807,2008-02-19,18681.91214449509,11725.938962441458
1808,2008-02-19,18681.91214449509,11725.938962441458
1809,2008-02-19,18921.307690624464,11943.330266789284
1810,2008-02-19,18921.307690624464,11943.330266789284
1811,2008-02-19,18921.307690624464,11943.330266789284
1812,2008-02-19,19587.124017155078,12568.330266789284
1813,2008-02-19,19587.124017155078,12568.330266789284
1814,2008-02-19,19587.124017155078,12568.330266789284
1815,2008-02-19,19587.124017155078,12568.330266789284
1816,2008-02-19,19587.124017155078,12568.330266789284
1817,2008-02-19,20008.3694384005,12952.945651404669
1818,2008-02-19,20487.160530659246,13387.72826010032
1819,2008-02-19,20487.160530659246,13387.72826010032
1820,2008-02-20,20487.160530659246,13387.72826010032
1821,2008-02-20,20487.160530659246,13387.72826010032
1822,2008-02-20,19987.160530659246,12887.72826010032
1823,2008-02-20,19987.160530659246,12887.72826010032
1824,2008-02-20,19987.160530659246,12887.72826010032
1825,2008-02-20,19987.160530659246,12887.72826010032
1826,2008-02-20,19737.160530659246,12637.72826010032
1827,2008-02-20,19737.160530659246,12637.72826010032
1828,2008-02-20,20548.524167022882,13412.72826010032
1829,2008-02-20,20548.524167022882,13412.72826010032
1830,2008-02-20,20048.524167022882,12912.72826010032
1831,2008-02-20,20048.524167022882,12912.72826010032
1832,2008-02-21,20048.524167022882,12912.72826010032
1833,2008-02-21,19798.524167022882,12662.72826010032
1834,2008-02-21,19798.524167022882,12662.72826010032
1835,2008-02-21,19798.524167022882,12662.72826010032
1836,2008-02-21,19798.524167022882,12662.72826010032
1837,2008-02-21,19993.329361828077,12841.29968867175
1838,2008-02-21,19993.329361828077,12841.29968867175
1839,2008-02-21,19743.329361828077,12591.29968867175
1840,2008-02-21,20064.16269516141,12891.29968867175
1841,2008-02-21,20064.16269516141,12891.29968867175
1842,2008-02-21,20064.16269516141,12891.29968867175
1843,2008-02-21,20064.16269516141,12891.29968867175
1844,2008-02-21,20635.909270503875,13428.79968867175
1845,2008-02-21,20635.909270503875,13428.79968867175
1846,2008-02-21,20635.909270503875,13428.79968867175
1847,2008-02-21,20635.909270503875,13428.79968867175
1848,2008-02-21,20635.909270503875,13428.79968867175
1849,2008-02-21,20908.636543231147,13678.79968867175
1850,2008-02-22,20908.636543231147,13678.79968867175
1851,2008-02-22,20908.636543231147,13678.79968867175
1852,2008-02-22,20408.636543231147,13178.79968867175
1853,2008-02-22,20408.636543231147,13178.79968867175
1854,2008-02-22,20408.636543231147,13178.79968867175
1855,2008-02-22,20408.636543231147,13178.79968867175
1856,2008-02-22,19908.636543231147,12678.79968867175
1857,2008-02-22,19908.636543231147,12678.79968867175
1858,2008-02-23,19908.636543231147,12678.79968867175
1859,2008-02-23,19908.636543231147,12678.79968867175
1860,2008-02-23,20347.66093347505,13078.79968867175
1861,2008-02-23,20347.66093347505,13078.79968867175
1862,2008-02-23,20347.66093347505,13078.79968867175
1863,2008-02-23,19847.66093347505,12578.79968867175
1864,2008-02-23,19847.66093347505,12578.79968867175
1865,2008-02-23,19847.66093347505,12578.79968867175
1866,2008-02-23,19847.66093347505,12578.79968867175
1867,2008-02-23,19847.66093347505,12578.79968867175
1868,2008-02-23,19847.66093347505,12578.79968867175
1869,2008-02-23,20076.827600141718,12787.133022005084
1870,2008-02-23,20076.827600141718,12787.133022005084
1871,2008-02-23,19826.827600141718,12537.133022005084
1872,2008-02-23,19826.827600141718,12537.133022005084
1873,2008-02-23,19826.827600141718,12537.133022005084
1874,2008-02-23,19826.827600141718,12537.133022005084
1875,2008-02-23,19826.827600141718,12537.133022005084
1876,2008-02-23,19826.827600141718,12537.133022005084
1877,2008-02-23,19576.827600141718,12287.133022005084
1878,2008-02-23,19326.827600141718,12037.133022005084
1879,2008-02-23,19326.827600141718,12037.133022005084
1880,2008-02-24,19326.827600141718,12037.133022005084
1881,2008-02-24,19076.827600141718,11787.133022005084
1882,2008-02-24,19076.827600141718,11787.133022005084
1883,2008-02-24,18826.827600141718,11537.133022005084
1884,2008-02-24,19046.33979526367,11737.133022005084
1885,2008-02-24,19046.33979526367,11737.133022005084
1886,2008-02-24,19046.33979526367,11737.133022005084
1887,2008-02-24,19046.33979526367,11737.133022005084
1888,2008-02-24,19046.33979526367,11737.133022005084
1889,2008-02-24,19256.96250588638,11929.440714312776
1890,2008-02-24,19006.96250588638,11679.440714312776
1891,2008-02-24,19006.96250588638,11679.440714312776
1892,2008-02-24,19006.96250588638,11679.440714312776
1893,2008-02-24,19006.96250588638,11679.440714312776
1894,2008-02-25,19842.676791600665,12479.440714312776
1895,2008-02-25,19842.676791600665,12479.440714312776
1896,2008-02-25,19842.676791600665,12479.440714312776
1897,2008-02-25,19842.676791600665,12479.440714312776
1898,2008-02-26,19842.676791600665,12479.440714312776
1899,2008-02-26,20127.399013822887,12741.940714312776
1900,2008-02-26,20127.399013822887,12741.940714312776
1901,2008-02-26,20127.399013822887,12741.940714312776
1902,2008-02-26,20127.399013822887,12741.940714312776
1903,2008-02-26,20127.399013822887,12741.940714312776
1904,2008-02-26,20127.399013822887,12741.940714312776
1905,2008-02-26,20127.399013822887,12741.940714312776
1906,2008-02-26,19627.399013822887,12241.940714312776
1907,2008-02-26,19627.399013822887,12241.940714312776
1908,2008-02-26,19627.399013822887,12241.940714312776
1909,2008-02-26,19127.399013822887,11741.940714312776
1910,2008-02-26,18877.399013822887,11491.940714312776
1911,2008-02-26,18877.399013822887,11491.940714312776
1912,2008-02-26,19567.399013822887,12141.940714312776
1913,2008-02-26,19567.399013822887,12141.940714312776
1914,2008-02-27,19567.399013822887,12141.940714312776
1915,2008-02-27,19567.399013822887,12141.940714312776
1916,2008-02-27,19567.399013822887,12141.940714312776
1917,2008-02-27,19567.399013822887,12141.940714312776
1918,2008-02-27,19796.565680489555,12350.27404764611
1919,2008-02-27,19796.565680489555,12350.27404764611
1920,2008-02-27,19796.565680489555,12350.27404764611
1921,2008-02-27,19546.565680489555,12100.27404764611
1922,2008-02-27,19046.565680489555,11600.27404764611
1923,2008-02-27,19046.565680489555,11600.27404764611
1924,2008-02-27,19736.565680489555,12250.27404764611
1925,2008-02-27,19736.565680489555,12250.27404764611
1926,2008-02-28,19486.565680489555,12000.27404764611
1927,2008-02-28,19486.565680489555,12000.27404764611
1928,2008-02-28,19486.565680489555,12000.27404764611
1929,2008-02-28,19236.565680489555,11750.27404764611
1930,2008-02-28,19236.565680489555,11750.27404764611
1931,2008-02-28,19236.565680489555,11750.27404764611
1932,2008-02-28,19236.565680489555,11750.27404764611
1933,2008-02-28,19236.565680489555,11750.27404764611
1934,2008-02-28,19236.565680489555,11750.27404764611
1935,2008-02-28,19236.565680489555,11750.27404764611
1936,2008-02-28,19236.565680489555,11750.27404764611
1937,2008-02-28,19236.565680489555,11750.27404764611
1938,2008-02-28,19236.565680489555,11750.27404764611
1939,2008-02-28,19236.565680489555,11750.27404764611
1940,2008-02-29,19605.796449720325,12100.27404764611
1941,2008-02-29,19605.796449720325,12100.27404764611
1942,2008-02-29,19605.796449720325,12100.27404764611
1943,2008-02-29,19355.796449720325,11850.27404764611
1944,2008-02-29,19355.796449720325,11850.27404764611
1945,2008-02-29,19355.796449720325,11850.27404764611
1946,2008-02-29,19355.796449720325,11850.27404764611
1947,2008-02-29,19355.796449720325,11850.27404764611
1948,2008-02-29,19355.796449720325,11850.27404764611
1949,2008-02-29,19595.1919958497,12067.665351993935
1950,2008-02-29,19095.1919958497,11567.665351993935
1951,2008-02-29,19095.1919958497,11567.665351993935
1952,2008-02-29,19979.674754470387,12417.665351993935
1953,2008-02-29,19979.674754470387,12417.665351993935
1954,2008-03-01,19479.674754470387,11917.665351993935
1955,2008-03-01,19673.080419870323,12091.794705227767
1956,2008-03-01,20151.87151212907,12526.577313923419
1957,2008-03-01,20151.87151212907,12526.577313923419
1958,2008-03-01,20151.87151212907,12526.577313923419
1959,2008-03-01,20305.93313677893,12669.434456780562
1960,2008-03-01,19805.93313677893,12169.434456780562
1961,2008-03-01,19805.93313677893,12169.434456780562
1962,2008-03-01,19805.93313677893,12169.434456780562
1963,2008-03-01,19805.93313677893,12169.434456780562
1964,2008-03-01,19805.93313677893,12169.434456780562
1965,2008-03-01,19305.93313677893,11669.434456780562
1966,2008-03-01,20117.296773142567,12444.434456780562
1967,2008-03-01,19767.296773142567,12094.434456780562
1968,2008-03-01,19767.296773142567,12094.434456780562
1969,2008-03-01,19890.984929064605,12203.130108954476
1970,2008-03-01,19890.984929064605,12203.130108954476
1971,2008-03-01,19890.984929064605,12203.130108954476
1972,2008-03-01,20187.72405949939,12478.130108954476
1973,2008-03-01,20187.72405949939,12478.130108954476
1974,2008-03-02,19937.72405949939,12228.130108954476
1975,2008-03-02,19937.72405949939,12228.130108954476
1976,2008-03-02,20198.7982566201,12466.225347049714
1977,2008-03-02,20198.7982566201,12466.225347049714
1978,2008-03-02,20198.7982566201,12466.225347049714
1979,2008-03-02,20198.7982566201,12466.225347049714
1980,2008-03-02,19698.7982566201,11966.225347049714
1981,2008-03-02,19698.7982566201,11966.225347049714
1982,2008-03-02,19938.193802749473,12183.61665139754
1983,2008-03-02,19938.193802749473,12183.61665139754
1984,2008-03-02,19938.193802749473,12183.61665139754
1985,2008-03-02,19938.193802749473,12183.61665139754
1986,2008-03-02,19938.193802749473,12183.61665139754
1987,2008-03-02,19938.193802749473,12183.61665139754
1988,2008-03-03,19938.193802749473,12183.61665139754
1989,2008-03-03,20343.017230828715,12553.98702176791
1990,2008-03-03,19843.017230828715,12053.98702176791
1991,2008-03-03,19843.017230828715,12053.98702176791
1992,2008-03-03,19843.017230828715,12053.98702176791
1993,2008-03-03,20218.49615803178,12398.814607974808
1994,2008-03-04,21005.533195068816,13148.814607974808
1995,2008-03-04,21005.533195068816,13148.814607974808
1996,2008-03-04,21953.92029184301,14048.814607974808
1997,2008-03-04,21953.92029184301,14048.814607974808
1998,2008-03-04,21953.92029184301,14048.814607974808
1999,2008-03-04,21953.92029184301,14048.814607974808
2000,2008-03-04,21953.92029184301,14048.814607974808
2001,2008-03-04,21703.92029184301,13798.814607974808
2002,2008-03-04,21703.92029184301,13798.814607974808
2003,2008-03-04,21703.92029184301,13798.814607974808
2004,2008-03-04,21703.92029184301,13798.814607974808
2005,2008-03-04,21703.92029184301,13798.814607974808
2006,2008-03-04,21703.92029184301,13798.814607974808
2007,2008-03-04,21703.92029184301,13798.814607974808
2008,2008-03-04,21703.92029184301,13798.814607974808
2009,2008-03-04,21703.92029184301,13798.814607974808
2010,2008-03-04,21943.315837972383,14016.205912322634
2011,2008-03-04,21943.315837972383,14016.205912322634
2012,2008-03-04,21943.315837972383,14016.205912322634
2013,2008-03-04,21943.315837972383,14016.205912322634
2014,2008-03-05,21943.315837972383,14016.205912322634
2015,2008-03-05,21693.315837972383,13766.205912322634
2016,2008-03-05,21693.315837972383,13766.205912322634
2017,2008-03-05,21193.315837972383,13266.205912322634
2018,2008-03-05,21193.315837972383,13266.205912322634
2019,2008-03-05,21193.315837972383,13266.205912322634
2020,2008-03-05,22077.79859659307,14116.205912322634
2021,2008-03-05,22077.79859659307,14116.205912322634
2022,2008-03-05,22077.79859659307,14116.205912322634
2023,2008-03-05,22792.01428286758,14791.205912322634
2024,2008-03-05,22292.01428286758,14291.205912322634
2025,2008-03-05,22292.01428286758,14291.205912322634
2026,2008-03-06,22292.01428286758,14291.205912322634
2027,2008-03-06,22292.01428286758,14291.205912322634
2028,2008-03-06,22042.01428286758,14041.205912322634
2029,2008-03-06,22042.01428286758,14041.205912322634
2030,2008-03-06,21542.01428286758,13541.205912322634
2031,2008-03-06,21542.01428286758,13541.205912322634
2032,2008-03-06,21542.01428286758,13541.205912322634
2033,2008-03-06,21292.01428286758,13291.205912322634
2034,2008-03-06,21292.01428286758,13291.205912322634
2035,2008-03-06,21588.753413302366,13566.205912322634
2036,2008-03-06,21588.753413302366,13566.205912322634
2037,2008-03-06,21088.753413302366,13066.205912322634
2038,2008-03-06,21088.753413302366,13066.205912322634
2039,2008-03-06,21509.998834547787,13450.821296938018
2040,2008-03-06,21509.998834547787,13450.821296938018
2041,2008-03-06,21509.998834547787,13450.821296938018
2042,2008-03-06,21259.998834547787,13200.821296938018
2043,2008-03-06,21259.998834547787,13200.821296938018
2044,2008-03-07,21259.998834547787,13200.821296938018
2045,2008-03-07,21259.998834547787,13200.821296938018
2046,2008-03-07,20759.998834547787,12700.821296938018
2047,2008-03-07,20759.998834547787,12700.821296938018
2048,2008-03-07,20759.998834547787,12700.821296938018
2049,2008-03-07,21080.83216788112,13000.821296938018
2050,2008-03-07,21080.83216788112,13000.821296938018
2051,2008-03-07,21080.83216788112,13000.821296938018
2052,2008-03-07,21892.195804244755,13775.821296938018
2053,2008-03-07,21892.195804244755,13775.821296938018
2054,2008-03-08,21892.195804244755,13775.821296938018
2055,2008-03-08,22111.707999366707,13975.821296938018
2056,2008-03-08,22111.707999366707,13975.821296938018
2057,2008-03-08,22111.707999366707,13975.821296938018
2058,2008-03-08,22111.707999366707,13975.821296938018
2059,2008-03-08,21861.707999366707,13725.821296938018
2060,2008-03-08,21611.707999366707,13475.821296938018
2061,2008-03-08,21611.707999366707,13475.821296938018
2062,2008-03-08,21111.707999366707,12975.821296938018
2063,2008-03-08,21111.707999366707,12975.821296938018
2064,2008-03-08,21657.16254482125,13475.821296938018
2065,2008-03-08,21657.16254482125,13475.821296938018
2066,2008-03-08,21407.16254482125,13225.821296938018
2067,2008-03-08,21407.16254482125,13225.821296938018
2068,2008-03-08,21679.889817548523,13475.821296938018
2069,2008-03-08,21679.889817548523,13475.821296938018
2070,2008-03-08,21179.889817548523,12975.821296938018
2071,2008-03-08,21179.889817548523,12975.821296938018
2072,2008-03-09,20679.889817548523,12475.821296938018
2073,2008-03-09,20679.889817548523,12475.821296938018
2074,2008-03-09,21418.351356010062,13175.821296938018
2075,2008-03-09,21418.351356010062,13175.821296938018
2076,2008-03-09,20918.351356010062,12675.821296938018
2077,2008-03-09,20918.351356010062,12675.821296938018
2078,2008-03-09,21440.499750251478,13152.011773128495
2079,2008-03-09,21440.499750251478,13152.011773128495
2080,2008-03-09,21190.499750251478,12902.011773128495
2081,2008-03-09,21190.499750251478,12902.011773128495
2082,2008-03-09,21190.499750251478,12902.011773128495
2083,2008-03-09,20940.499750251478,12652.011773128495
2084,2008-03-09,20940.499750251478,12652.011773128495
2085,2008-03-09,20940.499750251478,12652.011773128495
2086,2008-03-09,20940.499750251478,12652.011773128495
2087,2008-03-09,20940.499750251478,12652.011773128495
2088,2008-03-10,20940.499750251478,12652.011773128495
2089,2008-03-10,20690.499750251478,12402.011773128495
2090,2008-03-10,20440.499750251478,12152.011773128495
2091,2008-03-10,20440.499750251478,12152.011773128495
