good_date,net balance,SP,BofA,MCSI
2010-01-28,-3.36,0.07,0.44,-0.35
2010-01-29,-2.07,-0.04,-0.14,1.1
2010-01-30,-1.04,0.19,0.41,-0.16
2010-01-31,-5.79,0.65,0.13,-1.03
2010-02-01,-1.82,0.46,-0.75,1.7
2010-02-02,-0.02,0.09,0.6,-0.7
2010-02-03,0.94,-0.02,0.27,0.12
2010-02-04,-2.18,-0.35,0.1,-0.34
2010-02-05,-8.98,-0.71,-0.09,-0.49
2010-02-06,0.84,0.31,0.2,-0.21
2010-02-07,-2,0.08,0.26,0.63
2010-02-08,-0.55,0.22,-0.07,-0.46
2010-02-09,-4.3,0.77,0.54,-0.64
2010-02-10,-0.8,0.13,-0.17,-0.87
2010-02-11,-4.35,0.17,-0.66,0.87
2010-02-12,2.92,-0.01,0.04,-0.6
2010-02-13,3.39,-0.64,-0.15,0.22
2010-02-14,3.95,0.49,-0.08,1.65
2010-03-01,-1.32,-0.12,0.86,1.42
2010-03-02,0,0.19,0.2,0.48
2010-03-03,-0.47,-0.04,-0.36,-0.18
2010-03-04,-2.18,0.67,-0.14,-0.18
2010-03-05,-0.8,0.07,0.02,0.01
2010-03-06,1.43,0.55,0.5,-0.34
2010-03-07,9.41,#N/A,-0.46,-0.6
2010-03-08,6.42,#N/A,-0.02,1.57
2010-03-09,0,-0.7,0.26,0.5
2010-03-10,2.15,0.46,0.11,-0.59
2010-03-11,-0.48,-0.41,0.36,-1.16
2010-03-12,-4.15,0.15,0.32,-0.38
2010-03-13,2.58,0.48,0.28,0.11
2010-03-14,3.18,-0.19,0.05,1.45
2010-03-15,0.45,0.42,-0.13,0.32
2010-03-16,0.43,-1.18,0.77,-0.16
2010-03-17,3.62,1.03,-0.27,-0.52
2010-03-18,1.84,-0.23,-0.04,-0.47
2010-03-19,1.75,0.5,-0.22,-0.74
2010-03-20,2.4,0.18,0.42,-0.85
2010-03-21,-3.96,0.05,-0.47,0.94
2010-03-22,-1.86,-0.48,-0.83,-0.16
2010-03-23,2.27,0.03,0.04,0.35
2010-03-24,2.65,-0.45,0.53,1.09
2010-03-25,-1.04,0.01,-0.7,-0.24
2010-03-26,6.16,-2,-0.2,1.74
2010-03-27,2.34,-0.29,0.25,0.61
2010-03-28,-3.05,0.72,0.21,0.02
2010-03-29,0.86,-0.97,0.44,0.24
2010-03-30,-2.08,0,-0.42,-0.69
2010-03-31,-0.67,-0.56,-0.01,-0.22
2010-04-01,4.38,1.15,-0.32,0.4
2010-04-02,4.86,0.28,-0.4,0.97
2010-04-03,-2.2,-0.16,0.64,-0.02
2010-04-04,2.27,0.67,0.36,-0.25
2010-04-05,-0.47,0.43,-0.59,0.18
2010-04-06,0.17,-0.01,0.71,-0.88
2010-04-07,0.52,0.85,0,-0.63
2010-04-08,-2.97,0.5,-0.13,-0.27
2010-04-09,1.39,0.25,-0.29,-0.1
2010-04-10,-5.28,0.29,-0.32,-0.29
2010-04-11,0.23,-0.2,0.11,0.01
2010-04-14,-0.92,0.48,0.23,0.02
2010-04-15,9.77,0.11,0.09,-0.03
2010-04-16,2.03,0,0.01,-0.13
2010-04-17,-2.15,-0.17,0.01,0.52
2010-04-18,1.12,0.33,0.16,0.21
2010-04-19,-1.45,#N/A,0.16,-0.56
2010-04-20,-1.47,#N/A,0.68,-0.97
2010-04-21,1.24,-0.08,0.11,0.29
2010-04-22,-0.74,-0.15,-0.23,0.97
2010-04-23,2.47,0.5,0.21,0
2010-04-24,4.24,-0.31,-0.07,0.47
2010-04-25,0,-0.65,0.04,-0.89
2010-04-26,-1.39,0.36,0.28,-0.42
2010-04-27,0.35,0.09,0.24,0.16
2010-04-28,1.02,-0.6,0.01,-0.18
2010-04-29,0,-0.07,0.33,0.04
2010-04-30,-1.39,0.75,0.08,-0.13
2010-05-01,0,0.13,-0.32,0.33
2010-05-02,2.05,0.49,-0.14,-0.86
2010-05-03,0,-0.05,-0.35,-0.99
2010-05-04,0.47,-0.8,-0.59,1.09
2010-05-05,-0.69,-0.58,0.15,-0.23
2010-05-06,1.64,0.78,0.34,-0.25
2010-05-07,2.08,-1.62,-0.1,0.81
2010-05-08,-0.33,0.86,-0.31,0.15
2010-05-09,1,-0.25,-0.24,-0.43
2010-05-10,0,-0.28,0.06,0.67
2010-05-11,0,-1.32,-0.36,-0.76
2010-05-12,-1.32,0,0.15,-0.84
2010-05-14,0,1.12,0.72,-0.17
2010-05-16,-0.67,-0.16,-0.28,-0.92
2010-05-18,-1.35,-1.51,-0.6,-0.33
2010-05-20,0,1.75,-0.23,0.4
2010-05-21,-0.11,-2.07,0.14,-0.81
2010-05-22,0,-1.15,-0.42,1.51
2010-05-23,-1.37,-1.65,#N/A,-0.55
2010-05-24,-1.39,0.16,#N/A,-0.32
2010-05-29,0,-0.81,0.21,1.01
2010-05-31,0,0.01,0.21,-0.78
2010-06-02,0,1.29,-0.25,-1.05
2010-06-04,0,0.91,#N/A,-0.85
2010-06-06,0,1.96,#N/A,1.47
2010-06-09,0,-0.73,0.61,-0.07
2010-10-07,-0.7,1.23,-0.26,0.3
2010-10-08,-1.25,0.71,-0.11,0.1
2010-10-09,0.19,-0.15,0.09,-1.55
2010-10-10,0.54,1.19,-0.02,-1.09
2010-10-11,-0.71,-0.14,0.61,-1.01
2010-10-12,-1.32,0.62,-0.37,2.05
2010-10-13,-1.75,1.17,0.45,-0.39
2010-10-14,1.3,-0.01,0.27,0.03
2010-10-15,2.55,-0.28,0.04,0.57
2010-10-16,1.39,0.57,-0.26,-0.49
2010-10-17,-1.62,0.38,0.22,-0.49
2010-10-18,1.66,0.03,0.34,-0.34
2010-10-19,1.45,0.31,0.01,0.67
2010-10-20,1.85,0.07,-0.19,-0.05
2010-10-21,-0.34,-0.07,0.02,-1.21
2010-10-22,2.16,0.05,0.01,0.2
2010-10-23,0.62,0.02,-0.1,1.88
2010-10-24,3.19,0.07,0.37,-0.17
2010-10-25,-0.64,0.51,0.01,0.31
2010-10-26,0,-0.15,-0.3,0.18
2010-10-27,2.93,0.2,0.1,0.1
2010-10-28,0.74,0.52,-0.41,0.21
2010-10-29,4.81,0.29,0.52,1.35
2010-10-30,5.69,-0.12,0.31,-0.58
2010-11-01,-3.57,0.28,-0.15,-0.44
2010-11-02,-1.17,#N/A,-0.27,-0.4
2010-11-03,0,#N/A,-0.4,0.38
2010-11-04,2.42,-0.68,-0.01,-1.25
2010-11-05,-5.2,0.64,0.25,-1.69
2010-11-06,-1.88,0.38,0.04,0.25
2010-11-07,0.49,-0.12,0.17,-0.58
2010-11-08,-1.3,0.17,-0.53,-0.9
2010-11-09,-0.63,-0.73,-0.22,2.12
2010-11-10,1.36,-0.02,0.13,1.18
2010-11-11,-0.2,-1.64,0,0.69
2010-11-12,-1.7,0.45,0.68,1.35
2010-11-13,0.66,-1.62,0,-0.42
2010-11-14,-1.55,-0.63,0.36,-0.59
2010-11-15,-1.51,-0.85,0.35,0.39
2010-11-16,-1.98,2.04,0.05,-1.02
2010-11-17,2.23,2.4,-0.21,0
2010-11-18,-1.58,0.46,0.04,-0.57
2010-11-19,2.83,0.38,-0.1,-0.24
2010-11-20,3.14,0.17,0.15,-0.14
2010-11-21,0.41,-0.01,-0.3,0.27
2010-11-22,-0.74,#N/A,0,-0.27
2010-11-23,0.38,#N/A,0.05,-0.07
2010-11-24,1.22,0.09,-0.13,-2.17
2010-11-25,-1.47,-0.49,-0.03,0.58
2010-11-26,1.87,-1.03,0.23,-0.22
2010-11-27,2.77,#N/A,0.06,-0.44
2010-11-28,-3.86,#N/A,0.33,-0.21
2010-11-29,0,-1.83,0.02,1.41
2010-11-30,-0.74,-0.89,-0.14,1.12
2010-12-01,-0.7,1.16,-0.05,-0.28
2010-12-02,0.37,1.79,0.15,-0.19
2010-12-03,-0.9,-0.84,-0.08,-0.14
2010-12-04,1.07,-0.81,-0.76,-0.99
2010-12-05,-0.97,-0.26,-0.31,1.32
2010-12-06,-0.39,-0.58,0.27,0.17
2010-12-07,1.38,-0.92,-0.01,-0.5
2010-12-08,0,1.34,0.02,-0.58
2010-12-09,0.82,#N/A,0.31,-0.35
2010-12-10,1.26,#N/A,-0.11,0.12
2010-12-11,0.88,0.47,#N/A,-1.01
2010-12-12,1.32,1.53,#N/A,-0.42
2010-12-13,1.4,-0.55,0.14,0.2
2010-12-14,-1.77,0.26,0.63,1.92
2010-12-15,2.25,-1.34,-0.08,0.33
2010-12-16,-1.07,-1.35,0.04,-0.89
2010-12-17,0.54,0.95,0.29,-0.21
2010-12-18,-1.04,-1.3,0.19,-0.35
2010-12-19,0.3,1.3,-0.19,-0.9
2010-12-20,3.79,1.44,0.09,1.09
2010-12-21,-0.79,-0.42,0.49,-0.64
2010-12-22,1.21,1.03,-0.2,0.08
2010-12-23,2.11,-0.34,0.05,-0.98
2010-12-26,-2.35,-0.42,0.38,-1.35
2010-12-27,-2.54,1.07,-0.15,1.34
2010-12-28,-0.39,0,-0.25,-0.95
2010-12-29,-0.74,0.96,0.08,1.04
2010-12-30,2.35,0.41,0.76,2.43
2010-12-31,2.15,#N/A,-0.49,0.48
2011-01-01,1.04,#N/A,0.3,-0.47
2011-01-02,0.69,-0.03,0.4,0.13
2011-01-03,2.87,-0.11,-0.21,-1.1
2011-01-04,-0.18,0.61,0.57,0.67
2011-01-05,-1.09,-0.03,0.35,0.64
2011-01-06,2.96,0.28,0.96,-0.55
2011-01-07,2.81,-0.08,-0.54,0.16
2011-01-08,-3.32,-0.15,-0.68,0.1
2011-01-09,0.41,-0.3,-0.03,-0.58
2011-01-10,0.47,0.61,-0.21,-0.16
2011-01-11,0,-0.45,0.09,0.48
2011-01-12,-0.89,-0.44,0.78,-0.67
2011-01-13,-0.02,0.12,0,0.32
2011-01-14,3.46,-1.42,0.38,-1.01
2011-01-15,0.07,0.39,-0.13,-0.03
2011-01-16,-2.04,-1.7,0.21,0.62
2011-01-17,-0.08,-0.19,0.3,-1.82
2011-01-18,0.41,1.26,-0.12,-0.36
2011-01-19,-1.29,-0.61,0.27,0.44
2011-01-20,0.53,1.35,-0.58,0.64
2011-01-21,1.55,-0.33,-0.65,0.59
2011-01-22,3.51,1.22,0.17,-0.16
2011-01-23,1.28,-0.49,0.02,-0.34
2011-01-24,0.1,0.9,0.24,-0.47
2011-01-25,0.05,-0.17,-0.23,-1.33
2011-01-26,1.43,-0.61,-0.29,-0.08
2011-02-01,-0.44,-1.46,1.04,0.24
2011-02-02,0.16,-0.24,0.04,0.55
2011-02-03,-2.7,0.24,0.01,-0.31
2011-02-04,-2.39,1.22,-0.21,-0.44
2011-02-05,0.81,-0.88,-0.67,0.53
2011-02-06,-4.46,-0.4,0.7,-0.18
2011-02-07,-1.08,0.35,-0.26,0.57
2011-02-08,0.63,#N/A,-0.23,0.33
2011-02-09,0.25,#N/A,0.19,0.72
2011-02-10,0.37,-0.21,0.36,-0.63
2011-02-11,-2.15,0.27,-0.16,-0.12
2011-02-12,4.26,0.45,-0.05,0.72
2011-02-13,-1.58,0.52,0.46,-0.12
2011-02-14,0.36,-0.46,0.27,-0.47
2011-02-15,0.98,0.16,-0.05,-0.27
2011-02-16,-0.9,0.51,0.23,-0.44
2011-02-17,0.99,-0.08,0.41,0.94
2011-02-18,-0.14,-1.13,0.37,-0.3
2011-02-19,0.74,0.92,0.06,-0.05
2011-02-20,-0.98,-0.15,0.13,-0.96
2011-02-21,-3.18,0.51,-0.33,0.52
2011-02-22,0.65,0.24,0.03,-0.46
2011-02-23,2.98,0.23,0.26,-0.9
2011-02-24,-0.49,-0.41,-0.24,0.72
2011-02-25,-0.8,0.28,-0.15,-0.84
2011-02-26,-0.11,-0.37,-0.2,-0.82
2011-02-27,3.66,-1.01,0.18,-0.87
2011-02-28,-1.23,1.09,-0.34,-1.06
2011-03-01,-1.05,0.29,0.4,-1.23
2011-03-02,-0.37,-1.18,0.42,-0.17
2011-03-03,-0.35,-0.45,0.29,0.01
2011-03-04,-0.22,0.38,-0.14,0.3
2011-03-05,-2.14,1.35,0.22,-0.26
2011-03-06,1.05,-0.51,0.27,-0.45
2011-03-07,-1.62,-0.29,-0.21,-0.75
2011-03-08,0.46,-0.03,-0.31,-1.02
2011-03-09,1.69,1.08,0.02,0.43
2011-03-10,2.51,0.08,-0.3,-0.28
2011-03-11,2.09,0.3,0.37,-1.4
2011-03-12,-2.06,-0.06,0,0.08
2011-03-13,-1.32,-0.09,0.47,-2.27
2011-03-14,3.51,0.23,0,-0.91
2011-03-15,-2.05,-0.22,-0.29,-1.19
2011-03-16,2.11,#N/A,0.36,-0.64
2011-03-17,-1.13,#N/A,-0.21,2.46
2011-03-18,-0.45,0.92,0.19,-0.11
2011-03-19,-0.71,-0.13,0.39,-0.03
2011-03-20,0.05,-0.63,-0.04,-0.03
2011-03-21,-1.1,0.21,0.16,-3.31
2011-03-22,0,-0.1,0.37,4.23
2011-03-23,-2.76,0.21,-0.05,1.21
2011-03-24,0.26,-0.86,0.23,1.4
2011-03-25,-1.81,-0.14,0.66,1.27
2011-03-26,-0.76,-0.65,-0.34,-0.96
2011-03-27,-5.89,0.04,0.11,4.01
2011-03-28,1.08,1.2,0.38,0.14
2011-03-29,0.05,0.17,-0.12,-0.61
2011-03-30,2.86,-0.7,0,1.97
2011-03-31,-1.71,-0.46,0.56,-0.02
2011-04-01,1.29,0.57,-0.16,0.73
2011-04-02,2.21,0.2,0.2,1.22
2011-04-03,-0.5,0.99,-0.71,-2.49
2011-04-04,1.21,-0.53,0.4,1.61
2011-04-05,0,0.61,0.42,-0.67
2011-04-06,-1.66,0.06,-0.66,-0.93
2011-04-07,2.61,-0.74,-0.19,0.01
2011-04-08,-1.66,-0.3,-0.31,-0.93
2011-04-09,-0.79,-0.04,0.03,-0.39
2011-04-10,-3.94,-2.09,0.56,-0.08
2011-04-13,2.33,0.27,-0.29,0.19
2011-04-14,1.58,0.69,-0.6,-0.02
2011-04-15,-1.13,-0.03,-0.17,0.7
2011-04-16,-2.29,#N/A,0.37,-0.06
2011-04-17,1.64,#N/A,0.38,-1.15
2011-04-18,0.63,0.61,-0.29,0.93
2011-04-19,2.64,-1.67,-0.17,0.32
2011-04-20,0.08,0.23,0.08,0.01
2011-04-21,-1.12,1.23,0.28,-0.07
2011-04-22,-0.56,1.11,0.42,-0.04
2011-04-23,-0.25,0.45,0.25,-0.1
2011-04-24,2.57,-0.07,-0.01,-1.25
2011-04-25,-2.22,0.8,-0.29,-0.47
2011-04-26,0,0.11,0.56,-1.58
2011-04-27,0.37,0.08,0.26,1.13
2011-04-28,-0.57,-0.43,-0.24,-0.45
2011-04-29,0.3,-0.24,-0.05,1.27
2011-04-30,2.47,-0.57,-0.12,-0.83
2011-05-01,0,-1.07,0.16,-1.18
2011-05-02,-1.11,-0.58,0.13,2.25
2011-05-03,-1.12,1.24,0.38,-1.32
2011-05-04,-0.18,0.73,-0.07,-0.99
2011-05-05,-0.66,0,0.03,-0.49
2011-05-06,0,-0.23,0.03,1.4
2011-05-07,-1.14,-0.28,-0.23,-0.69
2011-05-08,-0.58,-0.22,-0.11,0.16
2011-05-09,0,0.31,-0.28,0.23
2011-05-10,0,-0.78,-0.41,-1.93
2011-05-12,0,-0.29,0.48,-0.58
2011-05-14,0.49,1.28,0.13,0.33
2011-05-15,0,-0.96,0.03,2.91
2011-05-17,0,0.1,-0.24,1.43
2011-05-18,-0.32,-0.13,-0.05,-0.24
2011-05-19,0,0.39,0.1,-1.53
2011-05-20,0,0.52,-0.5,-0.04
2011-05-21,0.56,-0.26,-0.27,0.94
2011-05-22,1.06,-0.83,0.2,0.99
2011-05-23,-0.57,-2.11,0.35,0.29
2011-05-24,-1.15,-3.19,0.01,0.96
2011-05-25,0,-3.94,-0.03,-1.48
2011-05-27,1.11,-1.35,0.29,-0.18
2011-06-01,-1.15,3.9,-0.22,1.28
2011-06-04,-1.16,2.43,0.48,-0.13
2011-06-06,0,0.06,-0.29,2.02
2011-06-08,-0.22,-0.84,-0.13,-0.04
2011-06-10,0,-2.96,-0.6,-0.92
2011-06-13,-0.21,1.83,0.22,1.34
2011-06-15,0,0.12,0.01,0.61
2011-10-06,0.11,-1.53,-0.55,-0.5
2011-10-07,-0.8,#N/A,-0.76,0.79
2011-10-08,1.25,#N/A,0.4,-0.46
2011-10-09,0.24,-1.39,0,0.05
2011-10-10,1.17,0.53,-0.14,0.08
2011-10-11,-1.51,0.45,0.14,-0.47
2011-10-12,0,-0.41,0.38,1.1
2011-10-13,-1.27,1.28,0.25,-0.24
2011-10-14,3.14,0.87,-0.78,-0.69
2011-10-15,0,-0.26,0.01,1.13
2011-10-16,-1.86,-1.62,0.34,-0.31
2011-10-17,0.95,0.46,0.17,0.45
2011-10-18,0.28,-1.23,0.22,0.07
2011-10-19,-1.89,-0.2,-0.85,-1.23
2011-10-20,-1.18,-0.34,-0.21,0.26
2011-10-21,-0.43,-0.05,0.05,-0.53
2011-10-22,-0.79,-2.57,0.46,0.13
2011-10-23,4.96,0.12,-1.05,0.53
2011-10-24,0,1.91,-0.34,0.65
2011-10-25,-0.58,0.2,0.1,-0.02
2011-10-26,1.31,1.43,-0.15,-0.94
2011-10-27,1.29,1.83,0.23,-0.68
2011-10-28,0.6,-0.36,-0.8,-0.87
2011-10-29,3.04,0.8,-0.24,-0.51
2011-10-30,2.13,0.88,0.16,0.02
2011-10-31,-0.46,0.07,0.84,0.91
2011-11-01,0.23,0.13,-0.11,0.01
2011-11-02,-0.24,-0.68,0.1,0.39
2011-11-03,0,-0.47,-0.14,0.22
2011-11-04,1.4,1.49,-0.26,0.07
2011-11-05,-0.66,0.46,0.01,-1.03
2011-11-06,-0.85,0.03,0.25,0.24
2011-11-07,-2.15,-0.14,-0.62,-0.53
2011-11-08,-1.1,-0.58,0.79,-1.69
2011-11-09,-1.2,1.66,-0.14,-0.15
2011-11-10,0.3,1.1,0.45,1.14
2011-11-11,-1.39,-0.19,-0.18,-0.23
2011-11-12,-1.88,-0.26,-0.05,-0.74
2011-11-13,2.26,1.18,-0.73,0.57
2011-11-14,-1.13,-0.04,0.32,0.08
2011-11-15,-1.15,-0.48,0.45,0.91
2011-11-16,-3.48,1.19,0.16,-1.25
2011-11-17,1.52,0.27,-0.07,0.32
2011-11-18,0.44,-0.35,-0.11,0.9
2011-11-19,0.67,-0.11,0.25,0.56
2011-11-20,3.38,-0.03,-0.13,0.27
2011-11-21,2.14,-0.98,0.03,-0.21
2011-11-22,0.47,0.15,-0.2,0.25
2011-11-23,3.94,-0.32,0.18,-0.16
2011-11-25,-2.21,-1.4,-0.59,0.74
2011-11-26,0.45,-1.12,0.24,-0.48
2011-11-27,-3.07,1.49,0.09,-1.11
2011-11-28,-1.01,-0.13,0.48,-0.87
2011-11-29,2.73,1.62,-0.55,0.66
2011-11-30,-2.34,-0.11,0.24,-0.09
2011-12-01,-0.32,0.38,0.28,-0.63
2011-12-02,-0.89,-0.12,-0.27,0.39
2011-12-03,-0.33,0.12,-0.24,-0.16
2011-12-04,2.31,-0.01,-0.3,0.14
2011-12-05,-0.24,#N/A,-0.19,-0.76
2011-12-06,-3.91,#N/A,-0.56,-0.56
2011-12-07,2.79,-0.46,0.1,-1.29
2011-12-08,2.22,1.07,-0.4,0.18
2011-12-09,2.21,-1.1,0.46,-0.01
2011-12-10,0.26,-1.44,-0.34,0.08
2011-12-11,-3.75,2.05,0.31,-0.86
2011-12-12,-1.12,-0.7,0.23,1.8
2011-12-13,0,-0.65,-0.01,-0.45
2011-12-14,0.51,-0.77,-0.01,0.22
2011-12-15,0.87,0.23,0.23,-0.35
2011-12-16,2.46,-1.94,-0.09,-0.02
2011-12-17,0.55,0.48,0.03,-0.33
2011-12-18,0,1.06,0.66,0.41
2011-12-19,-2.18,1.45,-0.11,-0.92
2011-12-20,-2.04,-1.5,0.25,-0.46
2011-12-21,2.09,-1.78,0.12,0.39
2011-12-22,-0.9,0.78,0.19,-1.43
2011-12-23,-1.42,0.88,0.02,-0.5
2011-12-26,1.11,1.24,-0.25,-0.4
2011-12-27,-2.33,-0.16,-0.61,0.17
2011-12-28,0.28,#N/A,0.51,-1.19
2011-12-29,0.49,#N/A,-0.04,-0.18
2011-12-30,0.41,1.06,-0.23,-1.23
2011-12-31,0.35,-0.72,0.4,-0.13
2012-01-01,-1.98,-0.94,0.4,0.6
2012-01-02,0,#N/A,0.03,0.39
2012-01-03,2.73,#N/A,0.23,1.86
2012-01-04,-0.27,0.2,0.07,0.89
2012-01-05,-2.95,-1.31,0.56,0.36
2012-01-06,-3.81,-2.37,-0.24,-0.76
2012-01-07,-1.31,-1.08,-0.13,-0.73
2012-01-08,4.97,0.09,-0.2,0.61
2012-01-09,0,0.78,-0.01,-0.7
2012-01-10,-0.28,-2.5,-0.01,-1.02
2012-01-11,-0.4,1.67,-0.23,-0.01
2012-01-12,-0.59,-2.16,-0.22,0.47
2012-01-13,-0.98,#N/A,0.02,-0.96
2012-01-14,0.06,#N/A,-0.25,0.4
2012-01-15,-5.02,-1.17,0.19,-1.97
2012-01-16,-0.13,0.52,0.05,-1.36
2012-01-17,-4.38,2.03,-0.01,0.09
2012-01-18,-2.64,-1.56,0.17,-0.44
2012-01-19,-2.03,1.41,-0.26,0.14
2012-01-20,-0.31,-1.09,-0.32,0.97
2012-01-21,1.45,0.55,-0.01,1.49
2012-01-22,-0.9,2.48,-0.04,0.19
2012-01-23,-2.06,-0.04,0.04,-1.15
2012-01-24,4.33,-1.87,0.38,-0.63
2012-01-25,-2.42,0.5,0.2,-0.59
2012-01-31,0.99,0.15,-0.08,1.23
2012-02-01,2.32,-1.85,0.46,-0.06
2012-02-02,0.67,-1.42,0.14,-0.2
2012-02-03,1.26,-0.07,0.06,0.39
2012-02-04,-0.4,-0.02,-0.19,0.71
2012-02-05,-0.64,-1.23,-0.05,0.24
2012-02-06,0.18,1.95,#N/A,-1.04
2012-02-07,0,#N/A,#N/A,-1.03
2012-02-08,2.64,#N/A,0.31,1.47
2012-02-09,3.17,1.65,-0.25,0.17
2012-02-10,0.75,-0.47,0.31,-2.32
2012-02-11,-1.24,0,0.19,-0.39
2012-02-12,-0.26,1.45,0.01,-1.12
2012-02-13,0.54,-1.25,0.03,1.92
2012-02-14,0,0.44,0.2,0.66
2012-02-15,0.56,1.13,0.15,0.67
2012-02-16,4.41,-0.19,0.28,0.41
2012-02-17,-1.46,-0.81,0.01,0.92
2012-02-18,0.4,2.39,0.09,-0.76
2012-02-19,-2.73,0.41,-0.26,0.09
2012-02-20,-1.45,0.35,0.23,-0.04
2012-02-21,0,0.33,-0.25,0.01
2012-02-22,1.66,0.09,0.26,-0.43
2012-02-23,1.47,-1.12,0.23,-0.53
2012-02-24,-4.01,0.51,0.23,-0.07
2012-02-25,-0.45,0.02,-0.34,-0.66
2012-02-26,1.66,1.64,-0.03,-0.42
2012-02-27,0.03,-0.13,0.06,-1.11
2012-02-28,-1.88,-0.18,0.16,0.06
2012-02-29,-1.07,0.56,0.02,-0.14
2012-03-01,-2.09,0.66,-0.08,-0.1
2012-03-02,4.5,0.44,0.37,2.48
2012-03-03,0.28,0.1,-0.05,-0.21
2012-03-04,3.13,-0.09,0.03,-1.6
2012-03-05,-0.77,-0.64,0.07,-1.09
2012-03-06,0,-0.04,0.38,1.97
2012-03-07,-6.01,#N/A,-0.45,1.35
2012-03-08,-2.12,#N/A,0.17,-0.56
2012-03-09,1.55,0.88,-0.05,-0.99
2012-03-10,2.85,0.44,0.01,0.82
2012-03-11,-2.58,-0.2,0.35,-0.55
2012-03-12,-4.88,0.63,-0.24,0.01
2012-03-13,-2.07,-0.32,0.21,-2.58
2012-03-14,-0.69,-1.01,-0.15,2.97
2012-03-15,3.2,1.05,-0.49,0.51
2012-03-16,-0.05,-1.2,0.63,-0.12
2012-03-17,0.08,0.28,0.23,3.13
2012-03-18,0.21,-0.27,-0.2,0.83
2012-03-19,2.86,0.97,-0.01,2.25
2012-03-20,2.12,1,-0.11,-1.77
2012-03-21,-3.93,0.02,-0.02,0.81
2012-03-22,-1.98,-0.1,0.47,1.34
2012-03-23,6.03,0.65,0.11,0.35
2012-03-24,0.25,0.31,-0.45,0.17
2012-03-25,2.62,0.08,-0.51,0.57
2012-03-26,3.54,-0.52,-0.27,-1.33
2012-03-27,0.52,0,-0.1,-0.95
2012-03-28,-1,-0.18,-0.17,-0.5
2012-03-29,0.61,0.19,0.03,1.25
2012-03-30,5.06,0.16,0.33,-0.67
2012-03-31,3.46,-0.92,0.28,-0.18
2012-04-01,2.02,-0.51,-0.27,0.81
2012-04-02,0.01,0.78,0.75,0.3
2012-04-03,-1.11,-0.87,0.51,1.19
2012-04-04,0.71,-0.59,0.04,1.31
2012-04-05,0,-0.02,0.1,-0.5
2012-04-06,0.56,0.32,-0.28,-0.1
2012-04-07,0,0.08,0.1,1.85
2012-04-11,-4.54,1.25,-0.1,0.19
2012-04-12,0.61,-0.96,0.23,0.36
2012-04-13,-2.3,-0.02,-0.27,0.22
2012-04-14,2.73,-0.85,-0.36,-0.29
2012-04-15,0.9,0.98,0.3,-0.35
2012-04-16,-2.22,-0.94,-0.23,-0.55
2012-04-17,1.89,0.02,0.34,-0.66
2012-04-18,-1.71,-0.37,-0.12,0.36
2012-04-19,0.58,0.6,0.23,1.23
2012-04-20,-0.14,-0.21,0.8,2.18
2012-04-21,-1.16,1.37,0.01,-0.64
2012-04-22,1.68,0.7,0.34,-0.61
2012-04-23,0.63,-0.02,0.75,0.1
2012-04-24,-0.57,0.43,0.11,-0.15
2012-04-25,0,#N/A,0.71,-0.48
2012-04-26,0,#N/A,-0.73,0.09
2012-04-27,0,0.11,0.44,-0.56
2012-04-28,0,0.28,0.73,-0.26
2012-04-29,0.39,-0.29,0.34,0.13
2012-04-30,0,0.49,-0.99,0.84
2012-05-01,0,0.13,0.48,0.55
2012-05-02,0,0.33,-0.35,-0.25
2012-05-03,0,-0.17,0.47,-0.1
2012-05-04,-1.15,-0.92,0.23,-0.1
2012-05-05,0,-0.81,0.42,0.43
2012-05-06,-0.58,-0.18,0.15,0.47
2012-05-07,-1.17,-0.18,-0.08,-0.16
2012-05-08,-1.18,0.31,-0.29,0.24
2012-05-09,-0.6,-0.33,-0.86,-0.71
2012-05-12,0,0.58,0.14,0.31
2012-05-13,0,0.27,0.34,0.35
2012-05-14,0,-0.17,-0.38,-0.75
2012-05-15,0,1.34,0.56,1.07
2012-05-16,-1.2,-3.59,-0.27,0.23
2012-05-17,-1.22,-1.81,0.43,-0.5
2012-05-19,0,1.78,0.83,-0.11
2012-05-20,2.33,1.7,0.03,-0.06
2012-05-21,-0.84,1.36,0.18,-0.44
2012-05-22,0,0.19,-0.38,-0.83
2012-05-23,-0.61,#N/A,0.24,-0.59
2012-05-30,0,#N/A,0.36,0.25
2012-06-02,-1.22,0.54,-0.12,-0.83
2012-06-04,-2.47,-0.09,-0.6,-0.44
2012-06-06,2.12,1.53,0.03,-0.04
2012-06-09,0,0.34,-0.35,0.17
2012-06-11,0.65,0.7,0.05,-0.45
2013-01-19,0,0.01,0.85,0.74
2013-01-20,0.05,0.53,-0.13,0.31
2013-01-21,-1.85,-0.09,0.38,0.6
2013-01-22,-0.39,0.24,0.79,0.41
2013-01-23,0.7,-0.14,-0.51,0.55
2013-01-24,0.71,0.43,-0.61,0.37
2013-01-25,-1.4,-0.36,-0.51,0.08
2013-01-26,0.25,0.46,0.17,-0.12
2013-01-27,-0.28,-0.3,0.26,0.44
2013-01-28,-5.79,0.03,0.33,-0.23
2013-01-29,-2.01,-0.12,0.76,-0.52
2013-01-30,-2.87,0.16,0,-0.38
2013-01-31,2.02,0.16,-0.78,-0.27
2013-02-01,1.15,-0.13,-0.44,-0.22
2013-02-02,1.79,-0.64,-0.36,0.34
2013-02-03,0.51,0.31,0.03,-0.37
