good_date,net balance,SP,BofA,MCSI
2014-04-24,-0.62,0.18,0.14,-0.69
2014-04-25,0.01,0.07,-0.25,-1.58
2014-04-26,-0.58,0.07,-0.41,1.09
2014-04-27,0.58,0.03,0.18,0.33
2014-04-28,-1.26,0.51,0.01,-0.97
2014-04-29,0.55,-0.4,0.28,-0.07
2014-04-30,0.63,0.16,-0.08,-0.98
2014-05-01,-0.63,-0.47,#N/A,-1.23
2014-05-02,0,0.13,#N/A,-1.88
2014-05-03,0,0.81,0.3,-0.03
2014-05-04,-1.26,-0.32,0,0.94
2014-05-05,0,0.09,-0.16,-0.54
2014-05-06,-0.64,0.16,#N/A,0.21
2014-05-07,0.76,0.02,#N/A,-0.48
2014-05-08,-0.64,0.31,-0.37,-0.02
2014-05-09,3.74,0.13,-0.05,0.11
2014-05-10,1.43,-0.02,0.12,-0.58
2014-05-11,1.63,0.14,0.22,-0.92
2014-05-12,0.61,-0.38,0.09,0.28
2014-05-13,4.05,-0.09,-0.16,0.1
2014-05-14,-1.15,0.1,0.15,0.47
2014-05-16,-1.16,-0.23,0.13,-0.22
2014-05-17,0,-0.55,0.19,-0.66
2014-05-18,0,0.82,0.01,-0.55
2014-05-19,0,-0.26,-0.34,0.75
2014-05-21,1.04,0.13,0.26,-0.34
2014-05-22,1.87,0.65,0.03,-0.44
2014-05-24,-1.14,-0.08,0.06,-0.08
2014-05-25,-1.16,#N/A,-0.02,-0.01
2014-05-26,-1.17,#N/A,-0.08,-0.5
2014-05-27,0,-0.04,-0.67,-0.25
2014-05-28,0.59,0.98,-0.1,0
2014-05-29,-0.17,-0.04,-0.13,-1.19
2014-05-30,1.66,0.82,-0.17,0.06
2014-06-01,0,-0.2,0.03,-0.81
2014-06-04,-0.58,-0.11,-0.12,1.13
2014-06-07,0,-0.37,0.24,1.51
2014-06-09,0,-0.01,-0.27,1.96
2014-06-11,-1.17,0.29,0.28,-0.99
2014-06-13,-0.15,0.55,0.15,1.03
2014-10-08,0,0.32,-0.02,-0.64
2014-10-09,3.13,0.15,0.15,2.29
2014-10-10,-4.59,-0.05,-0.28,0
2014-10-11,0,-0.41,-0.23,-1.03
2014-10-12,-3.2,0.9,0.36,-1.06
2014-10-13,0,0.54,-0.1,-0.24
2014-10-14,-0.76,-0.32,0.03,-1.46
2014-10-15,-0.25,-0.08,-0.28,-0.08
2014-10-16,-1.25,0.2,0,-1.67
2014-10-17,-2.23,-0.05,0.31,0.96
2014-10-18,-1.35,#N/A,0.13,0.23
2014-10-19,-1.33,#N/A,0.51,0.19
2014-10-20,1.5,0.08,0.1,-0.38
2014-10-21,1,0.18,-0.15,-0.91
2014-10-22,-0.79,-0.52,0.06,-1.05
2014-10-23,-0.34,#N/A,0.18,1.85
2014-10-24,-0.99,#N/A,-0.22,1.72
2014-10-25,2.54,0.64,-0.11,-0.08
2014-10-26,2.66,0.4,-0.32,-0.46
2014-10-27,0.73,0.7,-0.36,-0.76
2014-10-28,1.34,0.17,-0.35,0.58
2014-10-29,-2.39,0.13,0.02,0.43
2014-10-30,-0.21,-0.11,0.24,-0.73
2014-10-31,-1.91,0.7,0.02,0.27
2014-11-01,-0.89,0.67,-0.15,-0.61
2014-11-02,-3.17,#N/A,0.19,0.66
2014-11-03,4.72,#N/A,0.27,-0.2
2014-11-04,-0.64,0.94,0.35,0.6
2014-11-05,-3.3,-0.16,-0.26,0.14
2014-11-06,-0.23,0.44,0.04,0.18
2014-11-07,-2.18,0.81,0.13,-0.63
2014-11-08,2.8,0.22,-0.04,0.32
2014-11-09,-0.56,-0.06,0.09,-1.93
2014-11-10,-4.71,0.06,0.29,-0.9
2014-11-11,0.68,1.18,-0.13,-0.06
2014-11-12,1.93,-0.67,#N/A,0.58
2014-11-13,1.72,-1.09,#N/A,0
2014-11-14,-1.05,0.05,0.14,0.93
2014-11-15,3.19,-0.06,-0.15,0.44
2014-11-16,-1.53,-2.12,0.31,-1.42
2014-11-17,-1.01,-4.1,0.43,-1.13
2014-11-18,-0.68,1.74,0.68,0
2014-11-19,1.7,-0.5,-0.28,0.08
2014-11-20,0.49,-3.75,-0.15,-2.26
2014-11-21,3.52,1.49,-0.38,0.43
2014-11-22,-0.65,1.39,0.11,-0.55
2014-11-23,0.08,0.26,0.5,1
2014-11-24,0.82,1.34,0.21,-0.26
2014-11-25,-3.22,1.21,-0.18,0.03
2014-11-26,-0.02,0.04,0.05,-0.4
2014-11-27,-3.33,#N/A,0.15,-0.75
2014-11-28,0.48,#N/A,-0.16,-2.72
2014-11-29,-3.43,-0.55,0.05,0.32
2014-11-30,-0.3,0.1,-0.03,0.6
2014-12-01,0,1.6,0.03,-2.06
2014-12-02,-0.85,1.18,-0.11,0.11
2014-12-03,-1.12,-1.27,0.37,0.33
2014-12-04,-2.91,-1.11,-0.09,-0.97
2014-12-05,-3.67,-1.33,-0.02,-0.6
2014-12-06,-0.88,0.51,0.3,-0.88
2014-12-07,6.3,1.1,0.05,-0.86
2014-12-08,0.62,0.26,-0.78,-1.8
2014-12-09,-1.47,-0.05,-0.16,-1.08
2014-12-10,4.99,0.45,-0.12,1.35
2014-12-11,-1.42,1.74,0.15,-0.67
2014-12-12,0.19,-0.13,-0.14,1.91
2014-12-13,1.11,-0.64,-0.58,2.95
2014-12-14,-1.85,-0.57,-0.1,2.07
2014-12-15,-1.38,-0.08,-0.3,-0.03
2014-12-16,-0.09,0.17,0.21,-0.74
2014-12-17,-6.53,-1.42,0.46,0.98
2014-12-18,1.44,0.15,-0.58,-0.13
2014-12-19,-0.48,-0.18,-0.03,-2.02
2014-12-20,0.19,-2.52,0.16,0.8
2014-12-21,-0.65,-2.1,-0.41,2
2014-12-22,-2.57,2.72,0.07,-2.15
2014-12-23,3.33,-1.73,0.13,0.64
2014-12-27,0.82,-0.29,0.03,-2.65
2014-12-28,3.8,1.38,-0.71,-0.64
2014-12-29,0,#N/A,0.08,2.87
2014-12-30,5.7,#N/A,-0.09,-0.53
2014-12-31,-0.56,1.26,-0.22,0.7
2015-01-01,-5.64,1.16,0.21,0.14
2015-01-02,0,0.69,-0.21,1.49
2015-01-03,-3.04,-2.19,0.19,0.75
2015-01-04,-0.98,0.33,0.04,-0.64
2015-01-05,1.93,1.67,-0.66,1.37
2015-01-06,0,-0.55,-0.31,1.95
2015-01-07,1.61,0.83,0.03,0.37
2015-01-08,-1.5,-0.29,-0.22,-1.98
2015-01-09,-0.16,0.81,0.33,1.3
2015-01-10,1.63,1.07,0.32,0.85
2015-01-11,1.66,0.08,-0.31,0.52
2015-01-12,-1.1,-0.57,0.02,-0.91
2015-01-13,1.38,-0.85,-0.72,-0.54
2015-01-14,-1.98,0.01,-0.92,0.02
2015-01-15,-2.26,-1.34,-0.42,-1.02
2015-01-16,1.85,0.18,-0.2,-0.32
2015-01-17,-0.29,1.04,-0.25,-0.37
2015-01-18,3.11,0.11,0.37,1.17
2015-01-19,-4.26,-0.82,0.36,0.47
2015-01-20,-3.02,0.25,0.25,-1.91
2015-01-21,0.09,-0.72,0.02,-1.04
2015-01-27,0.07,-0.23,0.13,-0.38
2015-01-28,-1.47,1.28,0.17,0.21
2015-01-29,0.84,0.35,-0.17,0.76
2015-01-30,1.72,-0.03,0.01,0.59
2015-01-31,-0.16,0.97,-1.41,0.1
2015-02-01,-1.16,0.94,0.6,0.33
2015-02-02,1.17,0.17,0,-1.94
2015-02-03,4.1,0.09,-0.27,1.59
2015-02-04,5.6,-0.68,0.72,2.13
2015-02-05,1.89,0.41,-0.19,-1.38
2015-02-06,-3.5,-0.09,0.33,0.82
2015-02-07,2.27,-0.26,0.22,-0.84
2015-02-08,1.96,0.74,0.25,-0.48
2015-02-09,3.34,-0.31,-0.38,0.53
2015-02-10,2.58,0.32,0.41,-0.18
2015-02-11,1.98,-0.2,0.12,-1.2
2015-02-12,1.65,-0.24,-0.24,-0.32
2015-02-13,0.07,#N/A,-0.41,-0.92
2015-02-14,0.26,#N/A,-0.08,-0.04
2015-02-15,-2.25,1.27,0.41,-1.08
2015-02-16,-1.29,-0.69,-0.28,1.2
2015-02-17,-0.23,1.08,-0.08,0.85
2015-02-18,-1.75,0.45,0.12,-0.14
2015-02-19,5.23,0.07,-0.92,-1.11
2015-02-20,1.17,0.86,0.8,1.82
2015-02-21,0.63,-0.07,-0.25,3.23
2015-02-22,0.15,0.31,0,-0.38
2015-02-23,-1.15,0.11,0.27,0.44
2015-02-24,-0.12,0.17,0.08,1.02
2015-02-25,0.6,-0.4,0.05,-2.06
2015-02-26,-0.63,0.25,-0.23,0.94
2015-02-27,3.22,-0.1,-0.72,0.16
2015-02-28,-0.09,-0.21,0.02,-0.07
2015-03-01,-1.79,-0.4,-0.4,0.01
2015-03-02,-0.71,0.17,-0.46,0
2015-03-03,1.03,-0.63,-0.41,1.05
2015-03-04,-2.49,0.19,0.42,-0.87
2015-03-05,-0.08,-1.37,-0.29,0.38
2015-03-06,-0.46,0.22,-0.19,0
2015-03-07,-1.05,-0.86,0.62,-1.39
2015-03-08,-1.89,0.62,0.19,-0.74
2015-03-09,-0.58,0.08,0.69,-1.37
2015-03-10,0.95,0.31,-0.45,0.76
2015-03-11,-0.01,-0.49,0.36,0.81
2015-03-12,1.49,#N/A,#N/A,-0.63
2015-03-13,-2.28,#N/A,#N/A,0.14
2015-03-14,-0.44,0.85,-0.79,-0.81
2015-03-15,2.59,0.88,-0.27,-1.12
2015-03-16,-0.01,0.35,-0.71,0.38
2015-03-17,-2.59,-0.71,0.19,-1.72
2015-03-18,6.34,0.87,0.37,-0.78
2015-03-19,-0.63,0.11,-0.46,-0.46
2015-03-20,-2.29,-0.1,0.25,-0.74
2015-03-21,-0.56,0.4,0.1,-1.17
2015-03-22,0.14,0.22,0.01,1.98
2015-03-23,-2.73,-0.4,0.03,-0.47
2015-03-24,-3.2,-0.09,0.09,1
2015-03-25,2.6,0.18,0.85,-0.69
2015-03-26,1.85,0.48,-0.23,1.36
2015-03-27,3.54,0.91,0.28,-0.91
2015-03-28,-0.12,-0.3,0.14,0.26
2015-03-29,1.3,-0.66,0.48,-1.07
2015-03-30,1.6,-0.58,0.26,-1.11
2015-03-31,1.49,0.49,-0.26,-0.92
2015-04-01,-0.75,-0.1,0.09,-0.05
2015-04-02,-0.41,0.49,-0.05,-1.74
2015-04-03,-0.76,0.46,-0.23,-0.27
2015-04-04,-0.41,0.35,0.11,1.21
2015-04-05,2.66,0.28,0.08,-1.56
2015-04-06,1.95,-0.03,-0.22,2.03
2015-04-07,0.61,-0.14,0.22,-0.28
2015-04-08,-2.1,-0.71,-0.01,-1.08
2015-04-09,0.58,-0.4,-0.2,1.96
2015-04-10,0.04,0.64,-0.09,2.34
2015-04-11,-1.2,-0.76,0.12,0.15
2015-04-15,-2.32,0.79,0.03,-1.86
2015-04-16,0.22,0.33,-0.21,-2.63
2015-04-17,0.9,0.24,0.44,2.71
2015-04-18,0.54,0.21,0.5,4.97
2015-04-19,2.08,-0.04,0.05,1.86
2015-04-20,1.13,-0.17,-0.16,0.69
2015-04-21,-0.11,0.62,0.57,0.66
2015-04-22,1.35,0.77,0.18,-0.18
2015-04-23,-0.59,0.03,-0.23,-0.9
2015-04-24,-0.72,0.57,0.16,-0.52
2015-04-25,3.62,-0.44,-0.04,-0.02
2015-04-26,1.39,0.01,-0.03,-0.31
2015-04-27,1.23,#N/A,-0.07,-0.71
2015-04-29,0,#N/A,-0.03,0.36
2015-04-30,0,-0.28,-0.46,-0.29
2015-05-01,1.66,-0.37,0.05,-0.15
2015-05-02,0.43,-0.22,-0.44,0.67
2015-05-03,0,0.19,0.08,0.7
2015-05-04,-0.55,0.37,0.28,-0.58
2015-05-05,0,0.04,-0.86,-0.77
2015-05-06,0.16,0.53,0.03,0.51
2015-05-07,1.51,0.03,-0.13,-0.6
2015-05-08,-0.54,-0.56,0.25,-0.13
2015-05-09,0.15,0.54,0.32,-0.15
2015-05-10,0.44,0.13,-0.08,-0.35
2015-05-12,-2.16,0.78,0.47,1.22
2015-05-13,0,-0.04,-0.33,-0.39
2015-05-16,0,-0.35,-0.57,0.3
2015-05-17,-0.28,-0.13,0.15,-0.16
2015-05-18,0,-0.33,0.33,0.39
2015-05-19,1.26,0.28,0.11,-0.8
2015-05-20,-1.09,0,0.37,-0.13
2015-05-21,0,0.36,-0.22,-0.25
2015-05-22,0.31,-0.04,0.01,-0.14
2015-05-23,0,0.07,0.01,-0.79
2015-05-24,0.74,-0.82,0.01,0.42
2015-05-25,0,-0.55,-0.41,0.41
2015-05-26,0,-0.04,0.21,-1.52
2015-05-27,0,-0.14,-0.51,-0.56
2015-05-29,0,-3.29,-0.05,-0.29
2015-05-30,0,-2.06,-0.03,-1.52
2015-06-03,0,1.42,0.18,-0.1
2015-06-06,0,-0.59,0.45,1.63
2015-06-08,0,2.15,-0.29,-0.47
2015-06-10,-1.09,-0.03,0.01,1.02
2015-06-13,0,-1.44,0.19,0.63
2015-06-15,-1.11,-0.04,-0.09,0.8
2015-10-07,0,-0.43,0.17,1.01
2015-10-08,0.82,-0.55,-0.15,0.83
2015-10-09,-2.46,-3.09,0.04,-1.38
2015-10-10,0.64,1.86,0.47,-0.8
2015-10-11,-1.41,-1.73,-0.16,-0.8
2015-10-12,0,-0.66,-0.41,0.53
2015-10-13,1.35,1.57,#N/A,0.19
2015-10-14,-0.98,1.09,#N/A,-0.56
2015-10-15,1.56,1.06,-0.04,-0.73
2015-10-16,-0.02,-0.63,0.3,0.75
2015-10-17,-0.96,0.56,-0.24,0.21
2015-10-18,-0.31,0.63,#N/A,1.12
2015-10-19,1.96,2.12,#N/A,0.26
2015-10-20,0,-0.25,0,1.44
2015-10-21,-2.23,-0.92,0.3,0.9
2015-10-22,1.33,-1.97,0.16,-1.16
2015-10-23,1.01,-0.15,-0.26,1.06
2015-10-24,-0.18,-0.76,0.2,0.31
2015-10-25,3.14,1.06,0.71,-1
2015-10-26,-2.17,0.22,0.19,0.8
2015-10-27,0.32,-1.66,-0.27,0.04
2015-10-28,0.64,-1.82,-0.15,0.53
2015-10-29,3.38,0.3,0.28,0.15
2015-10-30,-1.4,#N/A,0.16,0.26
2015-10-31,-1.64,#N/A,0.03,0.29
2015-11-01,-0.68,1.55,0.09,-0.96
2015-11-02,1.12,0.33,-0.27,-1.92
2015-11-03,2.96,2.3,0.57,1.04
2015-11-04,0.51,-0.22,0.11,-0.31
2015-11-05,-0.61,0.82,-0.23,1.59
2015-11-06,1.82,1.09,0.15,-1.36
2015-11-07,-2.08,-3.24,0.43,-1.46
2015-11-08,0.08,#N/A,-0.1,0.26
2015-11-09,-0.15,#N/A,0.18,2.27
2015-11-10,0,-2.33,0.57,-0.19
2015-11-11,2.19,0.18,-0.36,-0.79
2015-11-12,2.64,-0.04,-0.37,1.66
2015-11-13,0.95,0.54,-0.22,2.06
2015-11-14,3.1,-0.02,0.19,0.25
2015-11-15,-0.9,-1.91,0.01,0.05
2015-11-16,-0.15,-2.08,-0.2,-0.19
2015-11-17,-1.5,0.01,-0.29,-0.16
2015-11-18,-0.02,-1.54,0.37,-0.21
2015-11-19,-0.02,-1.58,-0.08,-0.2
2015-11-20,0.92,-2.06,0.03,-0.2
2015-11-21,1.12,-2.71,0.22,0.58
2015-11-22,0.4,#N/A,-0.19,-0.31
2015-11-23,0.67,#N/A,-0.13,0.73
2015-11-24,-0.95,0.86,0.3,-0.38
2015-11-25,0.34,-0.12,-0.09,0.38
2015-11-27,1.47,0.85,0.39,0.01
2015-11-28,-0.15,#N/A,0.28,2.15
2015-11-29,-0.99,#N/A,0.29,-0.14
2015-11-30,0,-2.48,-0.01,1.78
2015-12-01,-0.97,3.43,0.35,-0.97
2015-12-02,3.76,0.7,-0.59,-0.86
2015-12-03,0.46,0.97,-0.05,0.28
2015-12-04,-2.83,0.41,-0.32,0.86
2015-12-05,0.68,0.45,-0.34,-1.38
2015-12-06,-0.05,-0.01,0.03,-0.06
2015-12-07,1.42,-0.53,0.14,0.6
2015-12-08,0.77,1.07,0.27,1.8
2015-12-09,-0.49,0.22,0.52,0.9
2015-12-10,0.52,0.76,-0.05,0.08
2015-12-11,1.65,1.32,-0.34,-2.42
2015-12-12,-0.75,#N/A,0.09,0.11
2015-12-13,-0.21,#N/A,-0.55,-2.02
2015-12-14,-0.47,0.22,0.04,0.1
2015-12-15,0.63,0.14,0.29,-1.13
2015-12-16,0.66,0.85,0.26,0.14
2015-12-17,-0.93,-0.78,0.01,-1.71
2015-12-18,-2.34,-0.15,0.27,-0.06
2015-12-19,-1.28,1.55,0.25,0.14
2015-12-20,-0.01,0.86,-0.28,-0.85
2015-12-21,-1.85,0.09,-0.04,3.44
2015-12-22,1.85,0.68,-0.18,-0.3
2015-12-26,1.43,0.47,-0.25,1.05
2015-12-27,3.81,-0.22,0.06,0.23
2015-12-28,-1.62,-0.94,0.51,-0.59
2015-12-29,-2.33,0.07,0.25,-0.81
2015-12-30,0.46,0.07,0.12,1.12
2015-12-31,0.75,1.29,-0.07,-0.06
2016-01-01,1.05,0.3,0.44,2.09
2016-01-02,0.27,-0.27,0.16,-0.84
2016-01-03,2.78,1.09,-0.1,-0.97
2016-01-04,-1.07,#N/A,0.11,2.25
2016-01-05,1.78,#N/A,-0.03,-0.91
2016-01-06,-1.37,0.18,-0.46,0.21
2016-01-07,-0.59,-0.35,#N/A,0.72
2016-01-08,-0.26,0.64,#N/A,-1.17
2016-01-09,-1.39,0.12,0.05,0.31
2016-01-10,1.25,-0.08,0.27,-0.31
2016-01-11,-1.14,-0.05,-0.01,0.69
2016-01-12,0.03,-0.28,0.18,3.04
2016-01-13,-0.09,0.69,-0.12,-1.14
2016-01-14,-0.93,-0.39,-0.2,0.43
2016-01-15,-0.17,-0.11,0.31,-0.84
2016-01-16,-1.9,-0.65,0.36,0.17
2016-01-17,2.13,-0.81,0.17,2.16
2016-01-18,-1.13,-0.21,-0.23,-0.28
2016-01-19,2.98,1.47,0.18,0.62
2016-01-20,-0.37,0.3,-0.05,0.08
2016-01-21,-1.4,0.69,0.07,-0.86
2016-01-22,1.4,-0.09,-0.21,0.28
2016-01-23,0.43,0.5,-0.27,-1.8
2016-01-24,-2.24,0.37,0.3,0.13
2016-01-25,1.7,-0.01,0.58,0.77
2016-01-26,-0.21,-0.29,0.28,-0.86
2016-01-27,-1.19,1.09,-0.08,-0.27
2016-02-02,1.83,-1.9,-0.16,-0.8
2016-02-03,1.27,-0.08,0.11,0.18
2016-02-04,-0.94,0.72,-0.31,
2016-02-05,-2.03,-0.46,-0.12,
2016-02-06,0.43,0.36,0.22,
2016-02-07,-1.64,0.67,0.03,
2016-02-08,0.44,1.16,0.18,
2016-02-09,2.25,0,0.58,
2016-02-10,-2.36,0.21,-0.1,
2016-02-11,-0.48,0.21,-0.08,
2016-02-12,1.41,0.46,0,
2016-02-13,5,0.1,-0.51,
2016-02-14,1.59,-0.61,-0.4,
2016-02-15,0.47,0.35,-0.06,
2016-02-16,-0.49,0,0.11,
2016-02-17,-0.14,0.66,-0.09,
2016-02-18,1.65,-0.06,-0.11,
2016-02-19,-0.31,0.05,-0.14,
2016-02-20,0.98,-0.23,0.02,
2016-02-21,-1.31,0.16,0.41,
2016-02-22,-1.39,#N/A,-0.1,
2016-02-23,2.22,#N/A,0.11,
2016-02-24,2.62,0.88,-0.33,
2016-02-25,0.57,-0.22,0.23,
2016-02-26,2.21,-0.04,-0.14,
2016-02-27,-0.07,0.47,0.04,
2016-02-28,-2.71,0.11,0.05,
2016-02-29,-1.2,0.1,0.27,
2016-03-01,-1.37,-0.75,0.18,
2016-03-02,-0.73,-0.21,0.26,
2016-03-03,-0.56,0.96,-0.09,
2016-03-04,0.34,-0.45,0.17,
2016-03-05,-0.88,-1.65,-0.41,
2016-03-06,2.04,-0.16,-0.47,
2016-03-07,-1.69,-0.3,-0.13,
2016-03-08,-0.59,0.37,0.01,
2016-03-09,0.42,-2.41,0.27,
2016-03-10,2.48,0.8,0.4,
2016-03-11,1.38,0.58,0.13,
2016-03-12,1.41,0.89,0.02,
2016-03-13,4.87,-0.58,0.11,
2016-03-14,-0.78,-0.67,-0.16,
2016-03-15,-1.81,0.85,0,
2016-03-16,-0.29,-0.28,0.09,
2016-03-17,-0.25,-1.19,0.46,
2016-03-18,-0.41,0.14,-0.09,
2016-03-19,0.55,#N/A,0.1,
2016-03-20,-2.02,#N/A,0.1,
2016-03-21,-2.12,-0.69,0,
2016-03-22,1.03,0.21,-0.33,
2016-03-23,1.33,-1.32,0.38,
2016-03-24,1.3,-0.28,-0.11,
2016-03-25,0.49,2.14,0.25,
2016-03-26,-1.25,0.82,-0.64,
2016-03-27,-1.72,0.61,0.03,
2016-03-28,-0.92,1.05,0.24,
2016-03-29,-0.85,0.47,0.06,
2016-03-30,0.26,-0.03,0.08,
2016-03-31,-0.87,-0.2,0.03,
2016-04-01,4.47,0.41,0.35,
2016-04-02,1.09,-0.16,0.03,
2016-04-03,0.04,0.09,-0.03,
2016-04-04,-0.12,0.97,-0.21,
2016-04-05,0.33,0.3,0.23,
2016-04-06,-1.6,0.95,0.3,
2016-04-07,0.39,-0.13,0.38,
2016-04-08,1.89,-0.17,-0.36,
2016-04-09,-0.82,-0.95,-0.19,
2016-04-10,-0.62,-0.12,-0.09,
2016-04-13,-0.42,0.38,0.15,
2016-04-14,-1.68,0.58,0.13,
2016-04-15,0.8,0.77,0.06,
2016-04-16,2.27,0.29,-0.05,
2016-04-17,-1.5,0.77,0.3,
2016-04-18,1.12,#N/A,0.27,
2016-04-19,-0.12,#N/A,-0.08,
2016-04-20,-1.41,-0.48,0.01,
2016-04-21,0.31,0.12,0.01,
2016-04-22,1.08,0.45,-0.61,
2016-04-23,1.81,0.23,0.08,
2016-04-24,-0.48,0.46,-0.33,
2016-04-25,-0.39,0.02,-0.14,
2016-04-27,1.42,-0.34,0.07,
2016-04-28,1.26,-0.65,-0.15,
2016-04-29,-0.8,0.36,-0.26,
2016-04-30,-0.81,-0.62,0.08,
2016-05-01,0.93,0.28,-0.59,
2016-05-02,-0.81,0.68,0.11,
2016-05-03,0,0.47,-0.04,
2016-05-04,-0.12,-0.53,-0.12,
2016-05-05,1.13,0.74,0.01,
2016-05-06,0.42,-0.16,0.36,
2016-05-07,-0.4,-0.26,0.15,
2016-05-08,-1.05,-1.09,0.3,
2016-05-09,0,-0.9,-0.25,
2016-05-10,0.25,-0.73,0.43,
2016-05-11,0,-2.98,-0.1,
2016-05-12,-0.81,1.3,0.27,
2016-05-13,0,0.08,-0.18,
2016-05-15,0,1.88,0.76,
2016-05-16,0,-0.66,-0.33,
2016-05-17,1.39,-1.2,0.04,
2016-05-18,0.64,1.48,0.15,
2016-05-19,0,-2.93,0.55,
2016-05-20,0,0.25,0.09,
2016-05-21,1.19,1.44,0,
2016-05-22,0,1.21,0.16,
2016-05-23,-0.79,-0.79,0.03,
2016-05-24,-0.16,0.82,0.65,
2016-05-25,-0.8,-0.05,0.49,
2016-05-26,0,-2.59,-0.49,
2016-05-30,0,1.1,-0.31,
2016-06-01,0.63,-0.32,0.2,
2016-06-04,0.71,0.65,-0.21,
2016-06-06,0,1.27,-0.16,
2016-06-09,0,0.06,-0.31,
2016-06-12,0,#N/A,-0.04,
2016-10-12,-0.8,#N/A,0.15,
2016-10-13,1.43,1.08,-0.18,
2016-10-14,-1.71,1.3,0.03,
2016-10-15,0.34,0.09,0.07,
2016-10-16,-0.57,-0.01,-0.18,
2016-10-17,0.37,0.03,-0.06,
2016-10-18,1.91,0.72,0.1,
2016-10-19,-1.09,0.29,-0.05,
2016-10-20,-0.4,-0.07,-0.19,
2016-10-21,0.37,-0.31,0.4,
2016-10-22,1.22,0.26,-0.32,
2016-10-23,-0.92,0.03,0.01,
2016-10-24,-0.88,0,-0.04,
2016-10-25,1.34,-0.49,0.08,
2016-10-26,0.6,-0.01,0.16,
2016-10-27,-1.18,-0.84,-0.14,
2016-10-28,-0.3,0.62,0.09,
2016-10-29,0.41,-0.24,-0.27,
2016-10-30,-0.95,-0.53,0.12,
2016-11-01,-0.08,0.5,0.23,
2016-11-02,0.21,-1.23,0.04,
2016-11-03,0.08,-1.79,0.53,
2016-11-04,0.34,0.8,0.24,
2016-11-05,0.7,1.42,0.01,
2016-11-06,-1.41,-0.45,0.25,
2016-11-07,-2.55,-1.56,0.02,
2016-11-08,0.69,0.91,-0.26,
2016-11-09,0.46,0.64,-0.49,
2016-11-10,-0.98,1.09,0.01,
2016-11-11,-0.18,-0.14,0.16,
2016-11-12,2.08,1,-0.27,
2016-11-13,-0.24,-0.2,0.48,
2016-11-14,-1.37,0.28,0.22,
2016-11-15,-0.41,-0.39,0.32,
2016-11-16,0.67,0.69,0,
2016-11-17,0.81,-0.36,0.5,
2016-11-18,0.62,0.28,-0.05,
2016-11-19,-0.82,0.19,0.24,
2016-11-20,0.88,0.41,-0.56,
2016-11-21,0.76,0.56,-0.34,
2016-11-22,0.49,-0.08,0.22,
2016-11-23,2.13,0.33,0.19,
2016-11-24,-0.25,-0.3,-0.71,
2016-11-25,0.47,0.97,0.1,
2016-11-26,1.26,0.37,#N/A,
2016-11-27,1.37,-0.12,#N/A,
2016-11-28,1.11,0.07,0.38,
2016-11-29,-0.13,0.27,0.17,
2016-11-30,0.53,0.26,0.13,
2016-12-01,2.61,-0.2,#N/A,
2016-12-02,-1.02,0.16,#N/A,
2016-12-03,-0.74,0.07,0.61,
2016-12-04,3.42,0.08,0.62,
2016-12-05,1.53,0.77,0.03,
2016-12-06,-1.42,0.05,-0.5,
2016-12-07,-1.38,-0.06,0.33,
2016-12-08,1.13,-0.38,0.43,
2016-12-09,0.64,-0.16,0.09,
2016-12-10,-0.85,0.22,0.3,
2016-12-11,-1.18,0.75,0.3,
2016-12-12,-1.67,0.22,#N/A,
2016-12-13,0.88,0.42,#N/A,
2016-12-14,1.09,#N/A,0.27,
2016-12-15,-0.01,#N/A,-0.29,
2016-12-16,-0.3,-0.86,-0.24,
2016-12-17,-0.44,-0.66,0.67,
2016-12-18,-0.88,0.63,-0.07,
2016-12-19,-0.15,0.15,0.01,
2016-12-20,-0.74,0.91,0.76,
2016-12-21,1.17,-0.32,-0.16,
2016-12-22,-0.37,-0.11,0.61,
2016-12-23,-0.26,0.29,0,
2016-12-27,-3.23,0.86,0.03,
2016-12-28,-0.61,0.01,-0.92,
2016-12-29,1.37,0.71,-0.09,
2016-12-30,-2.76,0.03,-0.17,
2016-12-31,-0.39,-0.04,-0.82,
2017-01-01,-1.76,0.45,-0.02,
2017-01-02,-0.8,0.49,-0.51,
2017-01-03,0.07,0.09,0.07,
2017-01-04,3.95,-0.02,0.05,
2017-01-05,-1.16,#N/A,-0.38,
2017-01-06,0.28,#N/A,0.03,
2017-01-07,-0.15,0,-0.85,
2017-01-08,2.2,-0.58,0.56,
2017-01-09,-0.89,0.29,-0.34,
2017-01-10,-0.53,#N/A,-0.11,
2017-01-11,0.88,#N/A,0.67,
2017-01-12,0.67,-0.71,0.54,
2017-01-13,-0.31,0.35,0.18,
2017-01-14,-1.02,-0.28,-0.32,
2017-01-15,1.25,0.49,0.07,
2017-01-16,1.49,0.67,0.03,
2017-01-17,2.22,-0.29,-0.67,
2017-01-18,1.3,0.7,-0.25,
2017-01-19,-1.46,-0.15,0.01,
2017-01-20,-1.58,0.19,0.17,
2017-01-21,-1.13,0.84,-0.96,
2017-01-22,-1.3,0.39,0.38,
2017-01-23,0.13,#N/A,0.54,
2017-01-24,-1.26,#N/A,0.19,
2017-01-25,1.59,0.03,-0.01,
2017-01-26,-0.26,0.11,-0.2,
2017-01-31,-2.26,-0.9,0.2,
2017-02-01,0.32,-1.57,0.23,
2017-02-02,-0.55,1.01,0.83,
2017-02-03,-0.26,-0.09,-0.04,
2017-02-04,1.49,0.31,0.34,
